plot_type,case,variable,split,n_samples,MAE,RMSE,R2,MAPE
rolling_time_series,R5,B35_H2S,train,1134,0.0003971548415878108,0.0005024532493442698,0.9037405338571024,4.629017727608304
rolling_time_series,R5,B35_H2S,valid,126,0.00040902314189853687,0.0004961669417801257,0.8575255264629985,4.845738166455604
rolling_time_series,R5,B35_H2S,test,126,0.0004015855110695433,0.0004902883154811472,0.4379749991128279,5.261387799606563
rolling_time_series,R5,B35_H2S,all,1386,0.00039863656611439794,0.0005007900736384021,0.8975077408786492,4.70620777404881
rolling_time_series,R5,B35_SO2,train,1134,0.0002186143729380714,0.0002953012161918057,0.9391427135079404,14.154036970361785
rolling_time_series,R5,B35_SO2,valid,126,0.00014412180854385116,0.00021604510195600432,0.9639868874881891,11.062038671886636
rolling_time_series,R5,B35_SO2,test,126,0.0002274047192960462,0.0002572353607130393,0.4231988165707794,9.35568847907335
rolling_time_series,R5,B35_SO2,all,1386,0.00021264144402568545,0.00028566840144723173,0.9398098240260733,13.436732716746915
rolling_time_series,R5-1,B35_H2S,train,1134,0.0003685724313306505,0.00048118926119709366,0.9580265797198549,3.901193116790933
rolling_time_series,R5-1,B35_H2S,valid,126,0.0003147955474187095,0.00038046360295550263,0.5930208620424265,3.584681409594767
rolling_time_series,R5-1,B35_H2S,test,126,0.0008458040864877207,0.0009682158601662629,0.8595567538795397,7.951678052981697
rolling_time_series,R5-1,B35_H2S,all,1386,0.00040706831962566227,0.0005364938744777837,0.9454155505181049,4.240645228517714
rolling_time_series,R5-1,B35_SO2,train,1134,0.00024264678761950337,0.00034033176323227017,0.958867254563792,12.858602562578328
rolling_time_series,R5-1,B35_SO2,valid,126,0.00039345683517497674,0.000475033043412701,0.39063353459553596,18.37387626939989
rolling_time_series,R5-1,B35_SO2,test,126,0.00023768576354015172,0.0003310657441605597,0.6203164038864069,18.498128070784205
rolling_time_series,R5-1,B35_SO2,all,1386,0.0002559057897536962,0.00035389935663246414,0.9502852051987635,13.872675218489917
rolling_time_series,R5-2,B35_H2S,train,1134,0.0003999613986670047,0.0005460416043468931,0.8806507080543023,4.262653164513801
rolling_time_series,R5-2,B35_H2S,valid,126,0.0005415215658861676,0.0006957577922141149,0.6969820917267071,5.6569675330308105
rolling_time_series,R5-2,B35_H2S,test,126,0.0007055192786383552,0.0008142674119280669,-0.11311509018486565,8.208106893651165
rolling_time_series,R5-2,B35_H2S,all,1386,0.00044060849386614215,0.0005901127185588631,0.8486494264546955,4.748086627936926
rolling_time_series,R5-2,B35_SO2,train,1134,0.0002239436783066472,0.00029114982693446685,0.9556009988503644,15.115412739802089
rolling_time_series,R5-2,B35_SO2,valid,126,0.0001293465667611548,0.00016245638348983183,0.9436692885974207,18.68743974292739
rolling_time_series,R5-2,B35_SO2,test,126,0.0002500433410541317,0.0002992541764931941,0.9239483649562754,15.85984762332166
rolling_time_series,R5-2,B35_SO2,all,1386,0.00021771663750682827,0.0002826593089345522,0.9554716701436898,15.507818365860713
rolling_time_series,R5-6,B35_H2S,train,1249,0.0003979929170992687,0.0004981799980915375,0.9126354775389692,4.872120337900002
rolling_time_series,R5-6,B35_H2S,valid,140,0.0004867640861466137,0.0006335508237946015,0.19781354504015902,6.176157295513382
rolling_time_series,R5-6,B35_H2S,test,140,0.0005191469927030587,0.0006097484316287794,0.8643873499530408,6.069739263047069
rolling_time_series,R5-6,B35_H2S,all,1529,0.00041721432602743016,0.0005230001783749979,0.8989324264632707,5.101179738545171
rolling_time_series,R5-6,B35_SO2,train,1249,0.00020182902614578952,0.00027196820547257454,0.9450279950452732,12.207067499113542
rolling_time_series,R5-6,B35_SO2,valid,140,0.00022120334090134633,0.000291211030144994,0.741142882275843,13.364252129527493
rolling_time_series,R5-6,B35_SO2,test,140,0.00019678808008591624,0.000273342368611855,0.8198433803918491,20.252769111859962
rolling_time_series,R5-6,B35_SO2,all,1529,0.00020314143400543353,0.00027391166688271463,0.9393739577215908,13.049712413464393
rolling_time_series,R5-11,B35_H2S,unknown,96,0.0003978527278233319,0.0004627191796418447,0.22702453218056518,6.2044951325983195
rolling_time_series,R5-11,B35_H2S,all,96,0.0003978527278233319,0.0004627191796418447,0.22702453218056518,6.2044951325983195
rolling_time_series,R5-11,B35_SO2,unknown,96,0.001130103266542417,0.0012645052860086284,-0.07966255718402726,18.41478757442035
rolling_time_series,R5-11,B35_SO2,all,96,0.001130103266542417,0.0012645052860086284,-0.07966255718402726,18.41478757442035
rolling_time_series,R5-12,B35_H2S,unknown,126,0.002602233289242155,0.002960206000768919,-4.9319526384547565,16.1299878391794
rolling_time_series,R5-12,B35_H2S,all,126,0.002602233289242155,0.002960206000768919,-4.9319526384547565,16.1299878391794
rolling_time_series,R5-12,B35_SO2,unknown,126,0.0005043915382381376,0.0006663683859997701,0.8747317518918559,25.38637980916974
rolling_time_series,R5-12,B35_SO2,all,126,0.0005043915382381376,0.0006663683859997701,0.8747317518918559,25.38637980916974
