,Training,Training,Training,Training,Training,Plant,Plant,Plant,Plant,Plant
,mean,std,min,max,50%,mean,std,min,max,50%
acidgas_Fm,2489.1732439664097,107.67582828737757,1909.2646301224052,2922.94483945361,2491.0752084442074,3002.67139972336,589.0760401142334,-185.97560119628903,6037.62158203125,2963.7161865234375
acidgas_T,83.60900920222561,0.4273141010340576,81.95621446,85.34005772,83.614667295,82.75032361750831,4.5502471926463075,47.39397430419922,99.1418685913086,84.22708129882812
acidgas_P,1.6721092042742207,0.00843229162148793,1.631863004,1.708453385,1.672124732,1.1881067605526483,0.014916957816382028,0.9808224029541016,1.3846675720214843,1.1885717391967774
second_air2,223.41612798106877,42.373695812730475,100.1442183,383.1538523,224.91368970000002,837.4348354114524,130.5129433139982,40.64213180541992,1075.5048828125,857.81689453125
HEATER2_output_T_PV,177.6857326833096,20.798493108220136,130.9184594,245.5991166,177.6242161,193.3592737156238,5.815801170262735,146.95184326171875,199.04205322265625,194.20714569091797
