epoch,ss_loss,ss_weight,weighted_ss_loss
1,2.3449376225471497,0.01,0.023449376225471497
2,1.7968315601348877,0.01,0.017968315601348876
3,1.8855911374092102,0.01,0.018855911374092104
4,1.7146496176719666,0.01,0.017146496176719667
5,1.5735070705413818,0.01,0.015735070705413818
6,1.397284984588623,0.01,0.013972849845886232
7,1.1707878053188323,0.01,0.011707878053188323
8,1.1946994543075562,0.01,0.011946994543075563
9,1.119762474298477,0.01,0.01119762474298477
10,1.1172910273075103,0.01,0.011172910273075104
11,1.0311096072196961,0.01,0.01031109607219696
12,0.9677575528621674,0.01,0.009677575528621673
13,0.8081451892852783,0.01,0.008081451892852783
14,0.902547937631607,0.01,0.00902547937631607
15,0.7858003497123718,0.01,0.007858003497123718
16,0.9387974619865418,0.01,0.009387974619865418
17,0.7126987606287003,0.01,0.007126987606287003
18,0.8491114974021912,0.01,0.008491114974021911
19,0.7146060705184937,0.01,0.007146060705184937
20,0.7713651835918427,0.01,0.0077136518359184275
21,0.7314748704433441,0.01,0.0073147487044334415
22,0.677180415391922,0.01,0.00677180415391922
23,0.6699474573135376,0.01,0.0066994745731353755
24,0.5319206267595291,0.01,0.005319206267595291
25,0.5507536232471466,0.01,0.005507536232471466
26,0.6468553990125656,0.01,0.006468553990125656
27,0.6181716710329056,0.01,0.006181716710329056
28,0.5995433509349823,0.01,0.005995433509349823
29,0.6177670061588287,0.01,0.006177670061588287
30,0.5467165499925614,0.01,0.0054671654999256135
31,0.5552208364009857,0.01,0.005552208364009857
32,0.4887692481279373,0.01,0.004887692481279373
33,0.48633201122283937,0.01,0.004863320112228394
34,0.5029221773147583,0.01,0.005029221773147583
35,0.4536450505256653,0.01,0.0045364505052566525
36,0.4293020784854889,0.01,0.004293020784854889
37,0.4470911517739296,0.01,0.004470911517739296
38,0.5553116485476494,0.01,0.0055531164854764935
39,0.5290460914373398,0.01,0.0052904609143733985
40,0.5182118654251099,0.01,0.005182118654251099
41,0.4830970883369446,0.01,0.004830970883369446
42,0.44354324638843534,0.01,0.004435432463884353
43,0.44703198969364166,0.01,0.004470319896936417
44,0.4471684187650681,0.01,0.004471684187650681
45,0.4819032996892929,0.01,0.004819032996892929
46,0.4248670101165771,0.01,0.0042486701011657715
47,0.45623679459095,0.01,0.0045623679459095
48,0.44658394902944565,0.01,0.004465839490294456
49,0.4868175804615021,0.01,0.004868175804615021
50,0.36337400376796725,0.01,0.0036337400376796726
51,0.37052814811468127,0.01,0.003705281481146813
52,0.31945904046297074,0.01,0.0031945904046297075
53,0.3267649054527283,0.01,0.003267649054527283
54,0.3658293724060059,0.01,0.003658293724060059
55,0.41832253634929656,0.01,0.004183225363492965
56,0.398848856985569,0.01,0.00398848856985569
57,0.3880689054727554,0.01,0.003880689054727554
58,0.4035046696662903,0.01,0.004035046696662903
59,0.3824102938175201,0.01,0.0038241029381752014
60,0.4228381171822548,0.01,0.004228381171822548
61,0.3955511599779129,0.01,0.003955511599779129
62,0.3655398726463318,0.01,0.003655398726463318
63,0.31120521724224093,0.01,0.0031120521724224094
64,0.2937988221645355,0.01,0.002937988221645355
65,0.37916184216737747,0.01,0.003791618421673775
66,0.32180292904376984,0.01,0.0032180292904376985
67,0.35170767158269883,0.01,0.0035170767158269885
68,0.29316998422145846,0.01,0.002931699842214585
69,0.2959807440638542,0.01,0.002959807440638542
70,0.3428292602300644,0.01,0.0034282926023006437
71,0.283934623003006,0.01,0.00283934623003006
72,0.3058612644672394,0.01,0.003058612644672394
73,0.27506752386689187,0.01,0.0027506752386689186
74,0.3138686403632164,0.01,0.003138686403632164
75,0.2866221100091934,0.01,0.0028662211000919343
76,0.33043444603681565,0.01,0.0033043444603681566
77,0.25771819800138474,0.01,0.0025771819800138474
78,0.28075035363435746,0.01,0.002807503536343575
79,0.2510513119399548,0.01,0.0025105131193995478
80,0.31264484822750094,0.01,0.0031264484822750094
81,0.26751298904418946,0.01,0.0026751298904418947
82,0.2789777457714081,0.01,0.0027897774577140813
83,0.27900042235851286,0.01,0.0027900042235851287
84,0.2540230631828308,0.01,0.002540230631828308
85,0.30157376527786256,0.01,0.0030157376527786255
86,0.24345292448997496,0.01,0.0024345292448997497
87,0.2862453803420067,0.01,0.002862453803420067
88,0.2708777323365211,0.01,0.0027087773233652112
89,0.23843552097678183,0.01,0.0023843552097678185
90,0.2766930267214775,0.01,0.002766930267214775
91,0.2973807632923126,0.01,0.002973807632923126
92,0.2546244218945503,0.01,0.0025462442189455032
93,0.31747781336307523,0.01,0.0031747781336307524
94,0.22711768597364426,0.01,0.002271176859736443
95,0.23091726005077362,0.01,0.0023091726005077364
96,0.2719191163778305,0.01,0.0027191911637783053
97,0.25731246918439865,0.01,0.0025731246918439866
98,0.2756928041577339,0.01,0.002756928041577339
99,0.21949691623449324,0.01,0.0021949691623449324
100,0.18449423387646674,0.01,0.0018449423387646674
101,0.22512545734643935,0.01,0.0022512545734643934
102,0.17877781614661217,0.01,0.0017877781614661218
103,0.25536124110221864,0.01,0.0025536124110221866
104,0.2252550333738327,0.01,0.002252550333738327
105,0.22874171137809754,0.01,0.0022874171137809754
106,0.25626099705696104,0.01,0.0025626099705696103
107,0.24542574286460878,0.01,0.002454257428646088
108,0.2467443734407425,0.01,0.002467443734407425
109,0.17255436703562738,0.01,0.0017255436703562737
110,0.28181114196777346,0.01,0.0028181114196777347
111,0.18096903786063195,0.01,0.0018096903786063196
112,0.23559530228376388,0.01,0.002355953022837639
113,0.23525824695825576,0.01,0.0023525824695825575
114,0.21567538306117057,0.01,0.0021567538306117057
