plot_type,case,variable,split,n_samples,MAE,RMSE,R2,MAPE
rolling_time_series,R5,B35_H2S,train,1134,0.0004638466594341909,0.00061110656930014,0.8576078540623262,5.279071683320204
rolling_time_series,R5,B35_H2S,valid,126,0.00043288950263722703,0.000539847462141497,0.8313355560560849,4.948460275428644
rolling_time_series,R5,B35_H2S,test,126,0.00048419973019705206,0.0005712855887324049,0.23693930154112064,6.340917697341999
rolling_time_series,R5,B35_H2S,all,1386,0.00046288265161290894,0.0006014273671593139,0.8521756376218008,5.345547556604771
rolling_time_series,R5,B35_SO2,train,1134,0.00018513591744304824,0.0002488486013830702,0.956783208456276,13.940620431928233
rolling_time_series,R5,B35_SO2,valid,126,0.00013197041657454827,0.00017099771957257963,0.9774393064807113,15.447504670397056
rolling_time_series,R5,B35_SO2,test,126,0.0002264322390653588,0.0002558675194288703,0.42931675308302275,9.443886869731323
rolling_time_series,R5,B35_SO2,all,1386,0.0001840569011479401,0.00024346719870362555,0.9562798018469919,13.668815947952954
rolling_time_series,R5-1,B35_H2S,train,1134,0.00041759410759477405,0.000546413405645607,0.9458765841196936,4.3810982522699575
rolling_time_series,R5-1,B35_H2S,valid,126,0.00037430894313603206,0.0004349529698820624,0.4680993561002118,4.116371452724939
rolling_time_series,R5-1,B35_H2S,test,126,0.0008877129086824443,0.0011312444262361117,0.8082791354182978,7.634074167570053
rolling_time_series,R5-1,B35_H2S,all,1386,0.00045639716547013113,0.0006146696471736647,0.9283488879951026,4.6527572627931475
rolling_time_series,R5-1,B35_SO2,train,1134,0.00022519117951228838,0.00033130482011179454,0.9610203227301662,11.005159831228092
rolling_time_series,R5-1,B35_SO2,valid,126,0.00022357140457854825,0.0002702780232976255,0.8027339366290256,10.798335910224194
rolling_time_series,R5-1,B35_SO2,test,126,0.00011917928991064232,0.0001515552194778063,0.9204326053353366,13.030432581349022
rolling_time_series,R5-1,B35_SO2,all,1386,0.0002154064827363442,0.0003139028727738471,0.9608874000884482,11.170473361147822
rolling_time_series,R5-2,B35_H2S,train,1134,0.0004796563702870243,0.0006160044763128123,0.8481075752894364,5.101921163971593
rolling_time_series,R5-2,B35_H2S,valid,126,0.0004416264758940958,0.0005402356423116257,0.8173083891191041,4.772381979949272
rolling_time_series,R5-2,B35_H2S,test,126,0.0006224017859740996,0.0007291416024563955,0.10745582713601531,7.225405352387501
rolling_time_series,R5-2,B35_H2S,all,1386,0.0004891759631319468,0.0006207514258170814,0.8325251595859208,5.265007073461919
rolling_time_series,R5-2,B35_SO2,train,1134,0.0002495885130022459,0.00035444733725324885,0.9341973227819328,18.989537937708047
rolling_time_series,R5-2,B35_SO2,valid,126,0.0001141897358370287,0.00013514881483771396,0.961015124000963,16.33461460395857
rolling_time_series,R5-2,B35_SO2,test,126,0.00019916146915775664,0.00023620996663595187,0.952616782086335,13.787557974186809
rolling_time_series,R5-2,B35_SO2,all,1386,0.00023269525654681804,0.00033094308553029876,0.9389597302890581,18.275274001592525
rolling_time_series,R5-6,B35_H2S,train,1249,0.00043525049222223957,0.0005577247059797628,0.8905029798358095,5.168552651977499
rolling_time_series,R5-6,B35_H2S,valid,140,0.0004601145989102064,0.0005783393220719135,0.3315362702329242,5.88413459126678
rolling_time_series,R5-6,B35_H2S,test,140,0.0005807568381968767,0.0006746366366246218,0.8339883128586874,6.5320555375911855
rolling_time_series,R5-6,B35_H2S,all,1529,0.00045085014125609486,0.0005713085146626472,0.8793993749565358,5.358920131039903
rolling_time_series,R5-6,B35_SO2,train,1249,0.00018739582936389104,0.0002467078414815433,0.9547653522544717,12.747240547001137
rolling_time_series,R5-6,B35_SO2,valid,140,0.00020193760860932533,0.000234100735548317,0.8327176863894299,13.160399518603242
rolling_time_series,R5-6,B35_SO2,test,140,0.00014230545730529635,0.00019310976259220348,0.9100823853523983,17.756296510919647
rolling_time_series,R5-6,B35_SO2,all,1529,0.00018459870510369324,0.0002411457810518708,0.9530108604186089,13.243715426643309
rolling_time_series,R5-11,B35_H2S,unknown,96,0.00024850846150587473,0.0003011428294136249,0.6726021966428395,3.92609611175098
rolling_time_series,R5-11,B35_H2S,all,96,0.00024850846150587473,0.0003011428294136249,0.6726021966428395,3.92609611175098
rolling_time_series,R5-11,B35_SO2,unknown,96,0.0017962949264940156,0.002181672197603483,-2.213850985820849,27.07641195888525
rolling_time_series,R5-11,B35_SO2,all,96,0.0017962949264940156,0.002181672197603483,-2.213850985820849,27.07641195888525
rolling_time_series,R5-12,B35_H2S,unknown,126,0.002609701649899123,0.0029999313920417675,-5.092232242254138,16.134567950292343
rolling_time_series,R5-12,B35_H2S,all,126,0.002609701649899123,0.0029999313920417675,-5.092232242254138,16.134567950292343
rolling_time_series,R5-12,B35_SO2,unknown,126,0.0005535846582887298,0.0008887664065018946,0.7771629012535084,15.741272319794057
rolling_time_series,R5-12,B35_SO2,all,126,0.0005535846582887298,0.0008887664065018946,0.7771629012535084,15.741272319794057
