epoch,train_loss,val_loss
1,0.7828090190887451,0.6949875354766846
2,0.7274745404720306,0.6454532146453857
3,0.6838915944099426,0.6030557751655579
4,0.6465644538402557,0.5726221799850464
5,0.6146383285522461,0.5464581251144409
6,0.5847199857234955,0.5172215104103088
7,0.5590177476406097,0.4916098713874817
8,0.537843644618988,0.47237998247146606
9,0.520213782787323,0.4569140076637268
10,0.5048909485340118,0.4402618706226349
11,0.4892900884151459,0.4214647710323334
12,0.47203196585178375,0.4030904769897461
13,0.4543818086385727,0.38442477583885193
14,0.4363327920436859,0.36780157685279846
15,0.41882140934467316,0.3583744168281555
16,0.40281541645526886,0.35365426540374756
17,0.38772347569465637,0.34901946783065796
18,0.3745787441730499,0.350599467754364
19,0.3636944741010666,0.34020087122917175
20,0.3538493812084198,0.32293954491615295
21,0.34441496431827545,0.3057810366153717
22,0.3367666006088257,0.2911137342453003
23,0.3300834000110626,0.2977660298347473
24,0.3236190378665924,0.29452642798423767
25,0.31765805184841156,0.30535751581192017
26,0.312116414308548,0.29544633626937866
27,0.30633920431137085,0.3053017258644104
28,0.2998559921979904,0.30489933490753174
29,0.2945402264595032,0.304931104183197
30,0.28914353251457214,0.2956731617450714
31,0.2842702865600586,0.2983971834182739
32,0.27954503893852234,0.2939266562461853
33,0.27491340041160583,0.29734599590301514
34,0.270087406039238,0.3073185384273529
35,0.2657104432582855,0.31496331095695496
36,0.26185381412506104,0.323396235704422
37,0.2583570182323456,0.32659679651260376
38,0.25481152534484863,0.3289712965488434
39,0.2513481229543686,0.3243139386177063
40,0.2482759654521942,0.3229652941226959
41,0.24553551524877548,0.3238799571990967
42,0.24330221861600876,0.32746976613998413
43,0.240106463432312,0.33578336238861084
44,0.23745999485254288,0.33180761337280273
45,0.23545831441879272,0.32741665840148926
46,0.235346719622612,0.3271665573120117
47,0.23169326037168503,0.32727569341659546
48,0.2293280065059662,0.31664010882377625
49,0.22704850882291794,0.32416269183158875
50,0.22725486010313034,0.3197900056838989
51,0.2242644801735878,0.3176555633544922
52,0.22194792330265045,0.32845672965049744
53,0.22014494985342026,0.31378546357154846
54,0.2184872254729271,0.31876838207244873
55,0.2167646288871765,0.3139382600784302
56,0.21527311205863953,0.3148266673088074
57,0.2138054147362709,0.3140174150466919
58,0.2122814878821373,0.31428366899490356
59,0.21069175750017166,0.3155069053173065
60,0.20992811024188995,0.31364452838897705
61,0.20859820395708084,0.31481489539146423
62,0.20638716220855713,0.3069397807121277
63,0.20534150302410126,0.3121868073940277
64,0.20394697040319443,0.3090682029724121
65,0.20237621665000916,0.307300865650177
66,0.20103725045919418,0.31007686257362366
67,0.20043685287237167,0.30618441104888916
68,0.19878839701414108,0.30956175923347473
69,0.1979280337691307,0.3091980814933777
70,0.19958164542913437,0.30605170130729675
71,0.19579502940177917,0.3030547499656677
72,0.19598465412855148,0.3051738142967224
73,0.19317680597305298,0.3075053095817566
74,0.1921427845954895,0.29713869094848633
75,0.19310995936393738,0.3042789101600647
76,0.1899063065648079,0.3008117079734802
77,0.19048500806093216,0.3041500449180603
78,0.1877501755952835,0.2977559268474579
79,0.18675989657640457,0.3004150986671448
80,0.1882459670305252,0.303627610206604
81,0.1852179318666458,0.29240378737449646
82,0.1853308603167534,0.2986642122268677
83,0.18353182077407837,0.30041754245758057
84,0.18407180160284042,0.30087441205978394
85,0.18124009668827057,0.29767537117004395
86,0.1799156442284584,0.29955193400382996
87,0.1788766235113144,0.2961673140525818
88,0.1792222112417221,0.29179131984710693
89,0.17692789435386658,0.2969937324523926
90,0.1766670197248459,0.2947750687599182
91,0.1750483214855194,0.2934817373752594
92,0.17587602138519287,0.29383695125579834
93,0.17367924749851227,0.3005722761154175
94,0.17561716586351395,0.2919796109199524
95,0.17227405309677124,0.2898661196231842
96,0.1715933457016945,0.2919708490371704
97,0.17119808495044708,0.29514479637145996
98,0.1703524813055992,0.2888856530189514
99,0.16944962739944458,0.2877225875854492
100,0.16793818026781082,0.29167336225509644
101,0.16712331026792526,0.2888108789920807
102,0.16620349138975143,0.2877435088157654
103,0.16587721556425095,0.2905946969985962
104,0.16498322784900665,0.29099100828170776
105,0.16660620272159576,0.2892744243144989
106,0.16450141370296478,0.28520917892456055
107,0.1633496657013893,0.28138619661331177
108,0.16443496942520142,0.28534913063049316
109,0.16156136244535446,0.2882443368434906
110,0.1640397012233734,0.2841167747974396
111,0.16031376272439957,0.2873694896697998
112,0.16114313900470734,0.2784768044948578
113,0.1592479795217514,0.28234419226646423
114,0.15866990387439728,0.2877565324306488
115,0.1575305536389351,0.27736690640449524
116,0.1586090549826622,0.2794826924800873
117,0.15718179196119308,0.2854481339454651
118,0.15622665733098984,0.2767670154571533
119,0.15516359359025955,0.2819375991821289
120,0.15444543957710266,0.2794003188610077
121,0.15431732684373856,0.2758571207523346
122,0.15354128926992416,0.2782830595970154
123,0.1533692702651024,0.28257203102111816
124,0.1547122299671173,0.27981939911842346
125,0.15254172682762146,0.2774692475795746
126,0.1520075649023056,0.27270203828811646
127,0.15547452121973038,0.2725481390953064
128,0.151157408952713,0.27737075090408325
129,0.15117761492729187,0.2804011404514313
130,0.15039311349391937,0.2737858295440674
131,0.14902117103338242,0.27181971073150635
132,0.15083568543195724,0.2712142765522003
133,0.14848506450653076,0.2736867666244507
134,0.14797120541334152,0.2786191701889038
135,0.14923663437366486,0.2724710702896118
136,0.14650849997997284,0.2687402069568634
137,0.1476362869143486,0.26963984966278076
138,0.14736607670783997,0.27055543661117554
139,0.145286463201046,0.2718479633331299
140,0.1458325982093811,0.27478355169296265
141,0.14560192078351974,0.268145352602005
142,0.14400162547826767,0.2688249945640564
143,0.14510472118854523,0.267930269241333
144,0.1433732807636261,0.2705996632575989
145,0.14375610649585724,0.2720751166343689
146,0.14312013238668442,0.26572731137275696
147,0.14263269305229187,0.26562070846557617
148,0.14465274661779404,0.26491662859916687
149,0.14318718016147614,0.269099622964859
150,0.14036161452531815,0.2673192620277405
151,0.1400655061006546,0.26735103130340576
152,0.13975433260202408,0.26713746786117554
153,0.1392046883702278,0.26443952322006226
154,0.1389983743429184,0.26392456889152527
155,0.1392945796251297,0.2639995515346527
156,0.13916102796792984,0.26607412099838257
157,0.1379750445485115,0.263272762298584
158,0.13724111765623093,0.2675151526927948
159,0.14083676785230637,0.27204084396362305
160,0.14302471280097961,0.2580708861351013
161,0.13738323748111725,0.2619262933731079
162,0.14420194923877716,0.26683512330055237
163,0.13738349080085754,0.2688627243041992
164,0.1439380645751953,0.26167359948158264
165,0.13651744276285172,0.2594606280326843
