Horizon,Step,Variable,MAE,RMSE,R2,MAPE
1,t+1,B35_H2S,0.00041398522278704545,0.00044989271710164523,0.1656998489400453,6.651257095447051
1,t+1,B35_SO2,0.0004242239931477469,0.0005361766284067866,0.8302927728078437,7.752044089493484
2,t+2,B35_H2S,0.00044832431856136484,0.000488265599369763,-0.10929270860909268,7.222472983099612
2,t+2,B35_SO2,0.0004281320752392737,0.000544954490629558,0.8064897126968948,7.756388507463714
3,t+3,B35_H2S,0.0004503649789964345,0.0004930257954339882,-0.27805763448953913,7.277401545649415
3,t+3,B35_SO2,0.0004214298235345777,0.0005407517949782774,0.7882865248982881,7.50932134665832
4,t+4,B35_H2S,0.00044907338525604584,0.0004937252416136656,-0.45631189076622625,7.27541279790056
4,t+4,B35_SO2,0.00042267700919621615,0.0005438830779227256,0.760623894313475,7.400051869500392
5,t+5,B35_H2S,0.0004507264431307004,0.000494996918936416,-0.6547104799717316,7.316525813826773
5,t+5,B35_SO2,0.00042756055951810335,0.0005491659637452883,0.7253666061118498,7.383185549656769
6,t+6,B35_H2S,0.00045187714525347564,0.0004965841418145174,-0.8457117276049619,7.3509862438182525
6,t+6,B35_SO2,0.00043740102403476227,0.0005614802833113037,0.6749367051770101,7.438256521193229
7,t+7,B35_H2S,0.0004551767840230817,0.000499775602968824,-1.0702890215093648,7.419684666233377
7,t+7,B35_SO2,0.000451973755335806,0.000573933781118651,0.6140790724000131,7.555914758198436
8,t+8,B35_H2S,0.0004623980653881077,0.0005065649884036977,-1.3489743421308966,7.545863003073617
8,t+8,B35_SO2,0.0004688163162160385,0.0005864286450770681,0.5388050707230856,7.7196901639597915
9,t+9,B35_H2S,0.0004755287122376281,0.0005181399464761047,-1.5216447489092508,7.757692945684097
9,t+9,B35_SO2,0.00048492998720729285,0.0005969765407839669,0.44594970244274634,7.917676592868057
10,t+10,B35_H2S,0.00048809307728423803,0.0005305589272932555,-1.5620995223308802,7.964163531451946
10,t+10,B35_SO2,0.0005044580947477198,0.0006100251135761017,0.3193655704858407,8.166006355699974
11,t+11,B35_H2S,0.0004997127915089381,0.0005424691093060804,-1.5604840424543793,8.158557354448599
11,t+11,B35_SO2,0.0005170359254190321,0.0006182420672916346,0.16826376388298858,8.274829073439072
12,t+12,B35_H2S,0.0005105032399322795,0.0005534694128665098,-1.5427834095016486,8.338041843219726
12,t+12,B35_SO2,0.0005450205178721555,0.0006386705834859636,-0.0647954703367708,8.625251927658098
13,t+13,B35_H2S,0.0005193086660214037,0.0005627709790467913,-1.4887904549638895,8.483724396010604
13,t+13,B35_SO2,0.0005730872531397105,0.0006639846991889368,-0.3972701202456952,8.97632111584846
14,t+14,B35_H2S,0.0005235677305538954,0.0005674485125541978,-1.3638529612223014,8.559863937119022
14,t+14,B35_SO2,0.0006019425183583975,0.0006920504746530478,-0.8430208070199581,9.334711702819638
15,t+15,B35_H2S,0.000527570790872209,0.0005714192166268391,-1.2137480954354327,8.63014834856355
15,t+15,B35_SO2,0.0006308247030520974,0.0007216953614232173,-1.4286198544411914,9.708364011346942
16,t+16,B35_H2S,0.0005292047116293378,0.0005739097415430143,-1.0685853001282317,8.667395632084897
16,t+16,B35_SO2,0.0006575349893564639,0.0007529834666293357,-2.1852603490284355,10.054803297973475
17,t+17,B35_H2S,0.0005294183506780505,0.0005759717735673333,-0.9121017798384359,8.683392406098104
17,t+17,B35_SO2,0.0006875509062883499,0.0007879703299472935,-3.19002694169812,10.448253826614271
18,t+18,B35_H2S,0.000535057218551249,0.0005834576927428667,-0.79774588889436,8.775900593048727
18,t+18,B35_SO2,0.0007232073747048462,0.0008281743112666113,-4.472207173181733,10.950725315041064
