plot_type,case,horizon,variable,split,n_samples,MAE,RMSE,R2,MAPE
parity,R5,1,B35_H2S,train,1117,0.0003333375135495127,0.0004422526511799873,0.9262505612890217,3.794163556446839
parity,R5,1,B35_H2S,valid,109,0.0003203629969837666,0.00038910407905589554,0.909993421370995,3.595779702501625
parity,R5,1,B35_H2S,test,109,0.0002951644644032042,0.0003725003056403032,0.700523957427778,4.029792424581601
parity,R5,1,B35_H2S,all,1335,0.00032916142016927753,0.00043282748335408646,0.9254439938045473,3.7972045351334764
parity,R5,1,B35_SO2,train,1117,0.0001465651807062541,0.00020834874625466005,0.9697332117277127,10.304985603140839
parity,R5,1,B35_SO2,valid,109,0.00011547457216010429,0.0001540065584291533,0.9728588094569948,12.706419610033345
parity,R5,1,B35_SO2,test,109,0.00016805705200751106,0.00020863632658610446,0.6674920243462921,7.284862296217308
parity,R5,1,B35_SO2,all,1335,0.00014578146358288832,0.0002044779859325834,0.9691354217695003,10.25447089624692
parity,R5-1,1,B35_H2S,train,1117,0.0003299568390636046,0.000438062076964252,0.9649725918880624,3.464804713156534
parity,R5-1,1,B35_H2S,valid,109,0.000324978508766312,0.0004273842193049974,0.5325001696177409,3.503202824686922
parity,R5-1,1,B35_H2S,test,109,0.0005500364362306305,0.0006980979896513693,0.9249252770453291,5.076057330392616
parity,R5-1,1,B35_H2S,all,1335,0.000347519414411021,0.0004639678119005713,0.9597370282070516,3.599495297003384
parity,R5-1,1,B35_SO2,train,1117,0.00014502573199916228,0.00021410158887060488,0.9839012298269749,7.953050358217831
parity,R5-1,1,B35_SO2,valid,109,0.00017093259009957987,0.00021064256099031687,0.7949877027643222,9.180066888960372
parity,R5-1,1,B35_SO2,test,109,0.00010774688095621346,0.00013287929096491454,0.9335996793509984,15.787733119397384
parity,R5-1,1,B35_SO2,all,1335,0.00014409723220085822,0.00020837102267444796,0.9831553285934737,8.692919438981507
parity,R5-2,1,B35_H2S,train,1117,0.00032022041958163443,0.00040922744404565324,0.9310200242674437,3.4705012909944446
parity,R5-2,1,B35_H2S,valid,109,0.00033021526295913843,0.00042478296302527645,0.8977662116146713,3.820205519913756
parity,R5-2,1,B35_H2S,test,109,0.0003187778493614701,0.00039569941585568827,0.6916804446088556,3.8698128393770577
parity,R5-2,1,B35_H2S,all,1335,0.00032091869506788916,0.00040943532728569967,0.9269637636025406,3.5316568862947526
parity,R5-2,1,B35_SO2,train,1117,0.00018182029526089114,0.0002576393749940172,0.9657148809068935,10.934988185406358
parity,R5-2,1,B35_SO2,valid,109,9.024050858006421e-05,0.0001265276591153306,0.9674768434593494,9.448122528482005
parity,R5-2,1,B35_SO2,test,109,0.00013155558458840364,0.00016781396553745983,0.9525753008957674,8.462796358089122
parity,R5-2,1,B35_SO2,all,1335,0.0001702389842410325,0.00024319794136806063,0.9671186501248865,10.611739297179893
parity,R5-6,1,B35_H2S,train,1232,0.0002999519587398222,0.0003826175434175838,0.9489678052902715,3.656664719678056
parity,R5-6,1,B35_H2S,valid,123,0.0003207460441638568,0.0003956299793924027,0.7176417592553421,4.132839254107465
parity,R5-6,1,B35_H2S,test,123,0.0003212234097200131,0.0003987556477022787,0.9348038310656442,3.80906030556152
parity,R5-6,1,B35_H2S,all,1478,0.00030345267658672323,0.00038508226670033117,0.9447527496312557,3.708974682329263
parity,R5-6,1,B35_SO2,train,1232,0.00014342092023703813,0.0001962012609175367,0.9715201160709592,9.45908122887396
parity,R5-6,1,B35_SO2,valid,123,0.0001765469953741161,0.00021067832381853116,0.8303535266504687,12.073495840086654
parity,R5-6,1,B35_SO2,test,123,0.00011826112862951684,0.00016581306815577934,0.9363814774931731,13.793398488073173
parity,R5-6,1,B35_SO2,all,1478,0.0001440838788798903,0.00019511440939329656,0.9694439280602083,10.037358644341253
parity,R5,18,B35_H2S,train,1117,0.00038661872090234875,0.0004972932243040026,0.9069673658313183,4.45202047754305
parity,R5,18,B35_H2S,valid,109,0.00045085829025952545,0.0005635835056285531,0.8237921253457972,5.151539810229805
parity,R5,18,B35_H2S,test,109,0.0003438030034625193,0.0004163944232676466,0.6336940692331359,4.556740946322419
parity,R5,18,B35_H2S,all,1335,0.00038836793427987,0.0004969983910213646,0.9009542909672907,4.517685000659011
parity,R5,18,B35_SO2,train,1117,0.00014966885888276416,0.00019652015706139844,0.9733913536449605,12.032412359276028
parity,R5,18,B35_SO2,valid,109,0.0001288285818723841,0.00016989826188028366,0.9786562589119647,13.35462184320181
parity,R5,18,B35_SO2,test,109,0.00021885471232143945,0.00026277123251059316,0.28826897482804115,9.294168301925316
parity,R5,18,B35_SO2,all,1335,0.0001536161756098684,0.00020076888446407732,0.9705370698146736,11.916796053281033
parity,R5-1,18,B35_H2S,train,1117,0.00039587690831281,0.000499486256474449,0.9553295293700865,4.256746294745304
parity,R5-1,18,B35_H2S,valid,109,0.00032216573454120517,0.00037714706561105965,0.38857337581148477,3.605196942015268
parity,R5-1,18,B35_H2S,test,109,0.0006521094415082032,0.0007777039055807419,0.9197814651054266,6.407990516192171
parity,R5-1,18,B35_H2S,all,1335,0.0004107794013294339,0.0005193674776950789,0.950087771083922,4.379193291516941
parity,R5-1,18,B35_SO2,train,1117,0.00023134935057816334,0.0003908886927666932,0.9465030367712531,10.231248955316511
parity,R5-1,18,B35_SO2,valid,109,0.00021563450295716564,0.00026194137473010845,0.8356463806550835,14.222202916096293
