epoch,target,mv,correct,total,kci_percent,ann_sign_avg,dynamic_positive_percent
1,B35_H2S,air2_SP,405.0,1122.0,36.096256684491976,-0.8110516934046346,69.25133689839572
1,B35_H2S,HEATER2_output_T_SP,404.0,1158.0,34.887737478411054,0.3022452504317789,0.0
1,B35_SO2,air2_SP,1246.0,1246.0,100.0,1.0,100.0
1,B35_SO2,HEATER2_output_T_SP,348.0,962.0,36.17463617463618,0.2765072765072765,0.0
2,B35_H2S,air2_SP,1043.0,1130.0,92.30088495575221,-0.8584070796460177,0.9734513274336283
2,B35_H2S,HEATER2_output_T_SP,477.0,1124.0,42.437722419928825,0.3309608540925267,14.679715302491104
2,B35_SO2,air2_SP,1252.0,1252.0,100.0,1.0,100.0
2,B35_SO2,HEATER2_output_T_SP,385.0,934.0,41.220556745182016,0.3576017130620985,9.957173447537473
3,B35_H2S,air2_SP,1016.0,1114.0,91.20287253141831,-0.8563734290843806,1.7953321364452424
3,B35_H2S,HEATER2_output_T_SP,571.0,1130.0,50.530973451327434,0.3309734513274336,26.460176991150444
3,B35_SO2,air2_SP,1234.0,1234.0,100.0,1.0,100.0
3,B35_SO2,HEATER2_output_T_SP,599.0,938.0,63.859275053304906,0.3006396588486141,65.56503198294243
4,B35_H2S,air2_SP,1068.0,1138.0,93.84885764499121,-0.8804920913884007,0.1757469244288225
4,B35_H2S,HEATER2_output_T_SP,657.0,1146.0,57.32984293193717,0.3542757417102967,31.50087260034904
4,B35_SO2,air2_SP,1240.0,1240.0,100.0,1.0,100.0
4,B35_SO2,HEATER2_output_T_SP,537.0,946.0,56.76532769556025,0.3572938689217759,75.79281183932346
5,B35_H2S,air2_SP,1028.0,1128.0,91.13475177304964,-0.8226950354609929,0.0
5,B35_H2S,HEATER2_output_T_SP,729.0,1126.0,64.7424511545293,0.30728241563055064,41.47424511545293
5,B35_SO2,air2_SP,1246.0,1246.0,100.0,1.0,100.0
5,B35_SO2,HEATER2_output_T_SP,555.0,956.0,58.05439330543933,0.29707112970711297,73.74476987447699
6,B35_H2S,air2_SP,1039.0,1130.0,91.94690265486726,-0.8407079646017699,0.08849557522123894
6,B35_H2S,HEATER2_output_T_SP,848.0,1134.0,74.77954144620811,0.3474426807760141,53.61552028218695
6,B35_SO2,air2_SP,1232.0,1232.0,100.0,1.0,100.0
6,B35_SO2,HEATER2_output_T_SP,459.0,924.0,49.675324675324674,0.3333333333333333,68.29004329004329
7,B35_H2S,air2_SP,1034.0,1126.0,91.82948490230906,-0.8365896980461812,0.0
7,B35_H2S,HEATER2_output_T_SP,948.0,1140.0,83.15789473684211,0.3333333333333333,58.59649122807018
7,B35_SO2,air2_SP,1246.0,1246.0,100.0,1.0,100.0
7,B35_SO2,HEATER2_output_T_SP,491.0,994.0,49.396378269617706,0.3118712273641851,62.4748490945674
8,B35_H2S,air2_SP,1042.0,1126.0,92.53996447602131,-0.8579040852575488,0.3552397868561279
8,B35_H2S,HEATER2_output_T_SP,1021.0,1156.0,88.32179930795847,0.4117647058823529,61.332179930795846
8,B35_SO2,air2_SP,1244.0,1244.0,100.0,1.0,100.0
8,B35_SO2,HEATER2_output_T_SP,482.0,958.0,50.31315240083507,0.40292275574112735,59.2901878914405
9,B35_H2S,air2_SP,1024.0,1140.0,89.82456140350877,-0.8105263157894737,0.7017543859649122
9,B35_H2S,HEATER2_output_T_SP,1017.0,1142.0,89.05429071803853,0.3345008756567426,61.03327495621716
9,B35_SO2,air2_SP,1254.0,1254.0,100.0,1.0,100.0
9,B35_SO2,HEATER2_output_T_SP,516.0,972.0,53.08641975308642,0.3292181069958848,63.78600823045267
10,B35_H2S,air2_SP,1070.0,1158.0,92.40069084628671,-0.8514680483592401,0.17271157167530224
10,B35_H2S,HEATER2_output_T_SP,1045.0,1170.0,89.31623931623932,0.4222222222222222,64.35897435897436
10,B35_SO2,air2_SP,1240.0,1240.0,100.0,1.0,100.0
10,B35_SO2,HEATER2_output_T_SP,534.0,1000.0,53.4,0.392,60.6
11,B35_H2S,air2_SP,1017.0,1138.0,89.36731107205624,-0.7926186291739895,0.26362038664323373
11,B35_H2S,HEATER2_output_T_SP,1044.0,1160.0,90.0,0.3586206896551724,62.41379310344828
11,B35_SO2,air2_SP,1254.0,1254.0,100.0,1.0,100.0
11,B35_SO2,HEATER2_output_T_SP,561.0,986.0,56.89655172413793,0.33468559837728196,64.80730223123732
12,B35_H2S,air2_SP,1041.0,1122.0,92.7807486631016,-0.8716577540106952,0.8021390374331551
12,B35_H2S,HEATER2_output_T_SP,997.0,1144.0,87.15034965034965,0.3181818181818182,57.77972027972028
12,B35_SO2,air2_SP,1264.0,1264.0,100.0,1.0,100.0
12,B35_SO2,HEATER2_output_T_SP,577.0,984.0,58.63821138211382,0.3130081300813008,64.53252032520325
13,B35_H2S,air2_SP,987.0,1114.0,88.59964093357272,-0.7989228007181328,1.3464991023339319
13,B35_H2S,HEATER2_output_T_SP,1031.0,1166.0,88.42195540308748,0.2967409948542024,55.660377358490564
13,B35_SO2,air2_SP,1238.0,1238.0,100.0,1.0,100.0
13,B35_SO2,HEATER2_output_T_SP,570.0,1012.0,56.32411067193676,0.2885375494071146,62.45059288537549
14,B35_H2S,air2_SP,1002.0,1126.0,88.98756660746004,-0.8081705150976909,1.7761989342806395
14,B35_H2S,HEATER2_output_T_SP,984.0,1140.0,86.3157894736842,0.3017543859649123,54.03508771929825
14,B35_SO2,air2_SP,1224.0,1224.0,100.0,1.0,100.0
14,B35_SO2,HEATER2_output_T_SP,578.0,948.0,60.970464135021096,0.2869198312236287,70.25316455696202
15,B35_H2S,air2_SP,1026.0,1142.0,89.84238178633976,-0.8493870402802102,3.327495621716287
15,B35_H2S,HEATER2_output_T_SP,1007.0,1156.0,87.11072664359861,0.3806228373702422,58.56401384083045
15,B35_SO2,air2_SP,1238.0,1238.0,100.0,1.0,100.0
15,B35_SO2,HEATER2_output_T_SP,628.0,946.0,66.38477801268499,0.3699788583509514,68.92177589852008
16,B35_H2S,air2_SP,1027.0,1158.0,88.68739205526771,-0.8376511226252159,3.7132987910189983
16,B35_H2S,HEATER2_output_T_SP,1029.0,1162.0,88.55421686746988,0.36660929432013767,58.26161790017212
16,B35_SO2,air2_SP,1252.0,1252.0,100.0,1.0,100.0
16,B35_SO2,HEATER2_output_T_SP,689.0,948.0,72.67932489451476,0.3924050632911392,70.78059071729957
17,B35_H2S,air2_SP,1005.0,1120.0,89.73214285714286,-0.8142857142857143,2.0535714285714284
17,B35_H2S,HEATER2_output_T_SP,1045.0,1146.0,91.18673647469458,0.2949389179755672,58.20244328097731
17,B35_SO2,air2_SP,1248.0,1248.0,100.0,1.0,100.0
17,B35_SO2,HEATER2_output_T_SP,713.0,974.0,73.20328542094455,0.28542094455852157,71.14989733059548
18,B35_H2S,air2_SP,971.0,1092.0,88.91941391941391,-0.8021978021978022,2.2893772893772892
18,B35_H2S,HEATER2_output_T_SP,1052.0,1136.0,92.6056338028169,0.22535211267605634,55.105633802816904
18,B35_SO2,air2_SP,1246.0,1246.0,100.0,1.0,100.0
18,B35_SO2,HEATER2_output_T_SP,709.0,952.0,74.47478991596638,0.21008403361344538,76.3655462184874
19,B35_H2S,air2_SP,1037.0,1148.0,90.33101045296168,-0.8327526132404182,3.745644599303136
19,B35_H2S,HEATER2_output_T_SP,1025.0,1148.0,89.28571428571429,0.3205574912891986,57.75261324041812
19,B35_SO2,air2_SP,1244.0,1244.0,100.0,1.0,100.0
19,B35_SO2,HEATER2_output_T_SP,753.0,950.0,79.26315789473684,0.3263157894736842,75.6842105263158
20,B35_H2S,air2_SP,973.0,1096.0,88.77737226277372,-0.8138686131386861,4.835766423357664
20,B35_H2S,HEATER2_output_T_SP,1035.0,1148.0,90.15679442508711,0.2926829268292683,55.836236933797906
20,B35_SO2,air2_SP,1240.0,1240.0,100.0,1.0,100.0
20,B35_SO2,HEATER2_output_T_SP,782.0,966.0,80.95238095238095,0.28778467908902694,76.60455486542443
21,B35_H2S,air2_SP,1026.0,1174.0,87.39352640545145,-0.7989778534923339,5.281090289608177
21,B35_H2S,HEATER2_output_T_SP,1043.0,1134.0,91.9753086419753,0.31922398589065254,60.9347442680776
21,B35_SO2,air2_SP,1242.0,1242.0,100.0,1.0,100.0
21,B35_SO2,HEATER2_output_T_SP,778.0,920.0,84.56521739130434,0.34782608695652173,76.52173913043478
22,B35_H2S,air2_SP,1009.0,1102.0,91.56079854809437,-0.8366606170598911,2.4500907441016335
22,B35_H2S,HEATER2_output_T_SP,1051.0,1132.0,92.84452296819788,0.28975265017667845,59.275618374558306
22,B35_SO2,air2_SP,1244.0,1244.0,100.0,1.0,100.0
