,0
i,2.872331190562841
j,415.6993106466664
steps,4156.994098804787
acidgas_Fm,6.157786540577567
acidgas_CO2,1.9455052131859722
acidgas_H2O,2.248501687099865
acidgas_H2S,2.600333496151814
acidgas_T,0.4329981871943136
acidgas_P,0.008561790475314822
air,5.11910359364743
air_SP,151.46885619862732
second_air2,39.408179823540294
air2_SP,39.40994301884625
COG,5.318911256859683
COG_SP,5.983417888078049
burner_input_T_SP,0.0
burner_input_T_PV,0.3192010161674236
burner_inputP,0.000183188366331892
burner_output_T_SP,2.2737762300567656e-13
burner_output_T_PV,0.43778776169876443
burner_output_P_SP,4.44096919932962e-16
burner_output_P_PV,0.00018275316163884203
fur_F,11.53224300136498
fur_inputT,11.653937477531992
fur_inputP,0.0007908109254843642
fur_temp,12.112729337010855
fur_outputT,13.753232430461102
fur_outputP_SP,4.44096919932962e-16
fur_outputP_PV,0.0007771021830453659
WHB_F,11.458282118280472
WHB_inputT,13.753241718103313
WHB_inputP,0.001378989989381475
WHB_outputT,35.48298553768046
WHB_outputP,0.0013752764464724809
SEP1_F,11.458282118280472
SEP1_P_SP,2.22048459966481e-16
SEP1_P_PV,0.0013692048152457433
SEP1_T,2.0923048657226704
HEATER1_F,13.68903665403653
HEATER1_input_T,2.0923048460808715
HEATER1_input_P,0.001232397135765342
HEATER1_output_T_SP,5.41624238286802
HEATER1_output_T_PV,5.418521884535295
HEATER1_output_P,0.0011805349083279344
cat1_F,13.68903665403653
cat1_input_temp,5.418521884535295
cat1_output_temp,9.146126835381242
cat1_input_P,0.0011707880569984987
cat1_output_P_SP,2.22048459966481e-16
cat1_output_P_PV,0.000809781143125347
cat1_deltaP,0.7239298130055616
SEP2_F,13.772085283673833
SEP2_P_SP,2.22048459966481e-16
SEP2_P_PV,0.0012311529942177484
SEP2_T,2.3373969037276283
HEATER2_F,8.154383888400568
HEATER2_input_T,2.3373969054579895
HEATER2_input_P,0.0013198745073194063
HEATER2_output_T_SP,16.19111860768392
HEATER2_output_T_PV,16.216926334515108
HEATER2_output_P,0.0011805349083279344
cat2_F,8.154383888400568
cat2_input_temp,16.216926334515108
cat2_output_temp,16.634024494986495
cat2_input_P,0.0013016852034116245
cat2_output_P_SP,4.44096919932962e-16
cat2_output_P_PV,0.0008403041454956733
cat2_deltaP,0.8821990880430471
SEP3_F,8.035814739993429
SEP3_P_SP,0.0
SEP3_P_PV,0.0012157486486114543
SEP3_T,10.187972534190195
B35_H2S,0.001567553268732424
B35_SO2,0.0012498967884426277
ratio,14.839819523474247
ratioSP,8.88193839865924e-16
conv,0.004393939967747151
