Variable,MAE,RMSE,R2,MAPE
HEATER1_output_T_PV,4.346381792868372,4.351715617138504,-460.2573961677607,1.9448696506347618
HEATER2_output_T_PV,0.5706967578448509,0.5800594914166858,-13874.10738320047,0.3804641915010042
second_air2,1.5160182825663893,1.624322885835501,0.8655898634361503,0.8164298001235915
B35_H2S,0.0003426936348380086,0.0003859199317673517,-1.2227632384945482,3.6260954915028556
B35_SO2,0.0013712450390453849,0.0013899899463138258,-171.67737887667394,237.03342539658968
