plot_type,case,variable,split,n_samples,MAE,RMSE,R2,MAPE
rolling_time_series,R5,B35_H2S,train,1134,0.0003579406167440925,0.00046252088794565625,0.9184329356739677,4.1820217450059225
rolling_time_series,R5,B35_H2S,valid,126,0.00040941113074348444,0.0005210310441014954,0.8428882698527815,4.708078141092469
rolling_time_series,R5,B35_H2S,test,126,0.0003242125366224089,0.00042980342972936416,0.5680909522507721,4.402979763174757
rolling_time_series,R5,B35_H2S,all,1386,0.0003595535652784296,0.0004652989736032839,0.9115202613731916,4.249932146301867
rolling_time_series,R5,B35_SO2,train,1134,0.00012165247550873308,0.00016918459787404076,0.9800242193794508,8.745341505313519
rolling_time_series,R5,B35_SO2,valid,126,0.00011503883727296388,0.00014961040191071388,0.9827298787095307,12.821874246998025
rolling_time_series,R5,B35_SO2,test,126,0.00018279270481068647,0.0002231786440316033,0.5658197392025055,7.4949386939010765
rolling_time_series,R5,B35_SO2,all,1386,0.00012660943833293163,0.0001731533300894899,0.9778862242815825,9.002262408065526
rolling_time_series,R5-1,B35_H2S,train,1134,0.00038858885639584675,0.0005034970360909586,0.9540446219059483,4.160244942930929
rolling_time_series,R5-1,B35_H2S,valid,126,0.00036927719566008313,0.0004549903020276626,0.4179635345095877,4.022306599812935
rolling_time_series,R5-1,B35_H2S,test,126,0.0005111583277544032,0.0006272219182147074,0.9410615206406584,4.9903411110407925
rolling_time_series,R5-1,B35_H2S,all,1386,0.0003979759300888279,0.0005118599682263589,0.9503131196485464,4.223168381566554
rolling_time_series,R5-1,B35_SO2,train,1134,0.00016282664454962665,0.0002280543895103171,0.9815303101850623,8.61446404569518
rolling_time_series,R5-1,B35_SO2,valid,126,0.00018535780373605515,0.00021486685190433015,0.8753277631440437,11.051281458794334
rolling_time_series,R5-1,B35_SO2,test,126,0.00010192757142892713,0.00012205340651195419,0.9483948372094215,12.843134684565854
rolling_time_series,R5-1,B35_SO2,all,1386,0.00015933865237378384,0.00021932624915714456,0.9809055423220665,9.220417504965166
rolling_time_series,R5-2,B35_H2S,train,1134,0.0003661255939218246,0.0004649589831965,0.9134638310532357,4.061673752939572
rolling_time_series,R5-2,B35_H2S,valid,126,0.0004361633352559926,0.0005771545065769038,0.7914854715678377,5.0308005477951525
rolling_time_series,R5-2,B35_H2S,test,126,0.00036883416981102154,0.00044901373454290833,0.661526078390125,4.413766605315524
rolling_time_series,R5-2,B35_H2S,all,1386,0.0003727388954875851,0.0004748590568661886,0.9019960517514534,4.181784629960621
rolling_time_series,R5-2,B35_SO2,train,1134,0.00016386358382588088,0.00022515774254638693,0.9734469814587887,9.927648493874555
rolling_time_series,R5-2,B35_SO2,valid,126,0.000101704869032231,0.00013759282859698095,0.9595923799654167,11.084427371168944
rolling_time_series,R5-2,B35_SO2,test,126,0.00017150006657150836,0.00024458977671059577,0.9491952035126361,8.238065765697822
rolling_time_series,R5-2,B35_SO2,all,1386,0.00015890701727606067,0.0002205406634552134,0.9728926430897499,9.879211780157977
rolling_time_series,R5-6,B35_H2S,train,1249,0.00033357453444037705,0.00042951266007986826,0.9350596727431773,4.126303221846815
rolling_time_series,R5-6,B35_H2S,valid,140,0.0004023292119872247,0.00053110200917214,0.4362737044137118,5.250652749681689
rolling_time_series,R5-6,B35_H2S,test,140,0.0004287147347374607,0.0005419501194833235,0.8928684344016552,4.758123996973464
rolling_time_series,R5-6,B35_H2S,all,1529,0.0003485812596844257,0.00045101877555623465,0.9248381591276439,4.2871036420002575
rolling_time_series,R5-6,B35_SO2,train,1249,0.0001355699232850925,0.0001808445636652112,0.9756938473138389,9.34491281199818
rolling_time_series,R5-6,B35_SO2,valid,140,0.0001288184098579778,0.00016693889326211073,0.9149333109060319,8.616540631981847
rolling_time_series,R5-6,B35_SO2,test,140,0.00010393762238990173,0.00013533019767003845,0.9558403370663775,14.110316209440093
rolling_time_series,R5-6,B35_SO2,all,1529,0.00013205538175133007,0.00017590993074573336,0.974995459868838,9.714555958132635
