plot_type,case,horizon,variable,split,n_samples,MAE,RMSE,R2,MAPE
parity,R5,1,B35_H2S,train,1117,0.0003470294266773901,0.00046494008129352145,0.918489828929077,3.9408599604423626
parity,R5,1,B35_H2S,valid,109,0.0003689331466308058,0.00045580154670511584,0.8764922299601485,4.154224401913474
parity,R5,1,B35_H2S,test,109,0.00034244159433628366,0.000409741743717529,0.6376491873649351,4.547004927173822
parity,R5,1,B35_H2S,all,1335,0.0003484432332315037,0.00045993503012110566,0.9158128215805764,4.007771215494108
parity,R5,1,B35_SO2,train,1117,0.000138386105062783,0.00018143121376536643,0.977048632292218,11.042473054626779
parity,R5,1,B35_SO2,valid,109,0.00010447089614171127,0.00013680595802335223,0.9785829087300199,14.29448244280436
parity,R5,1,B35_SO2,test,109,0.00019861748835746623,0.00023905514130898825,0.5634656960632283,8.526015673098549
parity,R5,1,B35_SO2,all,1335,0.00014053476649104042,0.00018367390877757736,0.9750963979120731,11.102529360787662
parity,R5-1,1,B35_H2S,train,1117,0.0003360928027190405,0.0004313771518922025,0.9660334871054835,3.5771126310509582
parity,R5-1,1,B35_H2S,valid,109,0.0003007239695003792,0.0003548036115563271,0.6778036993585216,3.319522227175647
parity,R5-1,1,B35_H2S,test,109,0.0006179589177871583,0.0008082938017018595,0.8993533163699062,5.334824889170785
parity,R5-1,1,B35_H2S,all,1335,0.0003562187980161122,0.00046831741661583834,0.9589785750829461,3.6995944903113718
parity,R5-1,1,B35_SO2,train,1117,0.00020734049517164254,0.0003235419780432233,0.963236725454392,10.546516050506165
parity,R5-1,1,B35_SO2,valid,109,0.00016795331182372242,0.00020235935444913017,0.8107942934818488,8.523396888304035
parity,R5-1,1,B35_SO2,test,109,9.894438138059131e-05,0.00012086156456425134,0.9450671668837952,12.220036573400222
parity,R5-1,1,B35_SO2,all,1335,0.00019527429338276773,0.0003035157250003041,0.9642603507943109,10.517972041753671
parity,R5-2,1,B35_H2S,train,1117,0.00035010347881922797,0.0004528831666261682,0.9155176678286155,3.7533178046964877
parity,R5-2,1,B35_H2S,valid,109,0.0004045589255194547,0.0004847548053313134,0.8668612364424967,4.3860720965071005
parity,R5-2,1,B35_H2S,test,109,0.00038020635813050725,0.0004892735336851829,0.5286172290557676,4.470917483798245
parity,R5-2,1,B35_H2S,all,1335,0.0003570074919542498,0.0004586310816208059,0.9083579636820367,3.8635714247934523
parity,R5-2,1,B35_SO2,train,1117,0.00022171152788362362,0.0003312446929113189,0.9433266280691646,16.553555702552394
parity,R5-2,1,B35_SO2,valid,109,0.00012408430096071016,0.00014774184212403861,0.9556566226295368,19.76956333149039
parity,R5-2,1,B35_SO2,test,109,0.00014221443304145197,0.00017132509966562,0.9505700272734329,11.156772711534533
parity,R5-2,1,B35_SO2,all,1335,0.00020724969187433948,0.00030981359222880173,0.9466381607132793,16.37549988647247
