,0
i,2.4120706541068335
j,418.9485686317553
steps,3464.2459496981446
acidgas_Fm,6.102164416445147
acidgas_CO2,1.9275393930224458
acidgas_H2O,2.240908579265038
acidgas_H2S,2.5915376947039426
acidgas_T,0.4317845927540063
acidgas_P,0.008480226440710845
air,5.06850744573131
air_SP,150.1015959319977
second_air2,40.301987674759985
air2_SP,40.305118277722784
COG,5.440353209810327
COG_SP,6.2520455405461846
burner_input_T_SP,0.0
burner_input_T_PV,0.3449364931078393
burner_inputP,0.00018109241909369773
burner_output_T_SP,2.273831499385356e-13
burner_output_T_PV,0.47303174227516703
burner_output_P_SP,0.0
burner_output_P_PV,0.00018068835089179498
fur_F,11.471531222853377
fur_inputT,11.836322682580395
fur_inputP,0.0007890906070360898
fur_temp,12.28039238386344
fur_outputT,13.956491417482509
fur_outputP_SP,2.2205385736185115e-16
fur_outputP_PV,0.0007753773394416229
WHB_F,11.39808796316348
WHB_inputT,13.956507076878246
WHB_inputP,0.0013725207692190204
WHB_outputT,36.010941887870246
WHB_outputP,0.001368835006550451
SEP1_F,11.39808796316348
SEP1_P_SP,2.2205385736185115e-16
SEP1_P_PV,0.001362807547046334
SEP1_T,1.6185323871328896
HEATER1_F,13.786558424781546
HEATER1_input_T,1.6185323251465453
HEATER1_input_P,0.001230629515942187
HEATER1_output_T_SP,5.320780183269711
HEATER1_output_T_PV,5.32313328931722
HEATER1_output_P,0.0011787835392499742
cat1_F,13.786558424781546
cat1_input_temp,5.32313328931722
cat1_output_temp,9.251532084684364
cat1_input_P,0.0011690367506737112
cat1_output_P_SP,2.2205385736185115e-16
cat1_output_P_PV,0.0008087267834626346
cat1_deltaP,0.7229408116746092
SEP2_F,13.87631446759949
SEP2_P_SP,2.2205385736185115e-16
SEP2_P_PV,0.0012305263265000076
SEP2_T,2.1215184895224946
HEATER2_F,8.133991982387823
HEATER2_input_T,2.121518454552172
HEATER2_input_P,0.001336900404588612
HEATER2_output_T_SP,12.963754528227774
HEATER2_output_T_PV,13.00070407135436
HEATER2_output_P,0.0011787835392499742
cat2_F,8.133991982387823
cat2_input_temp,13.00070407135436
cat2_output_temp,13.492724920588847
cat2_input_P,0.001318415480976331
cat2_output_P_SP,2.2205385736185115e-16
cat2_output_P_PV,0.0008478645291299179
cat2_deltaP,0.8966337586346053
SEP3_F,8.00343193655499
SEP3_P_SP,0.0
SEP3_P_PV,0.0012259084802886987
SEP3_T,5.546486066847671
B35_H2S,0.0016013173096184037
B35_SO2,0.0011900051754280545
ratio,13.651771654020767
ratioSP,4.441077147237023e-16
conv,0.0036910350590224294
