Variable,MAE,RMSE,R2,MAPE
B35_H2S,0.00018675696527189575,0.0005438093501475704,0.9989125007848922,2.175814537469268
B35_SO2,0.0001879959675319536,0.0003224913120975597,0.9995362743903852,178093.41178823326
Total_S,0.00032018239491042475,0.0006496450208230194,0.9972333618391038,1.373743797317411
