epoch,kci_percent
1,60.085740072202164
2,75.52225249772934
3,64.40035666518055
4,65.02955889040473
5,64.45540116539668
6,64.93303571428571
7,64.94614003590664
8,65.65022421524664
9,66.69675090252709
10,65.44642857142857
11,66.39964396973743
12,64.56908344733242
13,64.7124386981721
14,64.93243243243244
15,65.12623985572587
16,64.12315930388219
17,64.30195543428832
18,64.52626852267625
19,64.23487544483986
20,64.19586702605571
21,63.96761133603239
22,64.26024955436719
23,64.04341926729987
24,64.65284039675383
25,65.61514195583597
26,64.50022411474676
27,63.824057450628366
28,64.30505415162455
29,65.36388140161725
30,64.31127012522361
31,64.5749888740543
32,64.50882752376641
33,65.06294964028777
34,63.998211091234346
35,64.57725947521867
36,64.7349505840072
37,65.58265582655827
38,64.56463195691204
39,65.66830576665177
40,65.89478417266187
41,67.11424670004553
42,68.34159531320415
43,71.87780772686433
44,75.91093117408907
45,77.09547288211564
46,75.16869095816465
47,77.38738738738739
48,79.07290729072908
49,79.23250564334086
50,78.45876520955385
51,78.59410430839003
52,79.56892680736416
53,80.00449842555105
54,80.74520303435966
55,80.0
56,78.36669699727025
57,78.28888888888889
58,79.6756996890271
59,79.71656333038086
60,81.23873873873873
61,79.44344703770197
62,81.43564356435643
63,80.21161638901397
64,79.8832510103278
65,80.96412556053811
66,79.51077199281868
67,80.47404063205418
68,79.91548042704626
69,81.67730173199635
70,81.03614457831326
71,79.16851934192974
72,80.02237136465324
73,79.70008952551477
74,79.75817286162113
75,80.10318528488112
76,80.13913824057451
77,79.8692515779982
78,81.34025270758123
79,80.56057866184449
80,79.85771453979547
81,80.80197132616487
82,80.67773788150808
83,81.20503597122301
84,80.88698784331382
85,77.97939068100358
86,78.88283378746594
87,79.23728813559322
88,77.31981981981983
