plot_type,case,horizon,variable,split,n_samples,MAE,RMSE,R2,MAPE
parity,R5,1,B35_H2S,train,1117,0.0002879438888434008,0.0003707725568178224,0.9481638194534757,3.3702069814858313
parity,R5,1,B35_H2S,valid,109,0.0003012200397801958,0.00037491165365080754,0.9164395881968675,3.4267159920675963
parity,R5,1,B35_H2S,test,109,0.0002592320344880784,0.00031611203746394754,0.7843294305830297,3.455519710899376
parity,R5,1,B35_H2S,all,1335,0.00028668359545567086,0.0003669588284073114,0.9464095185060799,3.3817864344142876
parity,R5,1,B35_SO2,train,1117,0.00012281625721522827,0.0001733145014796791,0.9790562539369224,8.372147109305434
parity,R5,1,B35_SO2,valid,109,7.568935563703688e-05,0.00010933314952201392,0.9863210052858188,8.877809684353998
parity,R5,1,B35_SO2,test,109,0.00014514294000608278,0.00017888565783278894,0.7555594539313603,6.119568641536767
parity,R5,1,B35_SO2,all,1335,0.00012079137043783521,0.00016947444341575016,0.9787980569117112,8.22951502518072
parity,R5-1,1,B35_H2S,train,1117,0.0002790159570306015,0.00035790351535064624,0.9766187021772762,3.018450332646165
parity,R5-1,1,B35_H2S,valid,109,0.00024510276253024665,0.00030969732541039123,0.7545181455596381,2.8125169522110935
parity,R5-1,1,B35_H2S,test,109,0.0005171565383854885,0.0005916516062393012,0.9460746381460927,4.93658231693659
parity,R5-1,1,B35_H2S,all,1335,0.00029569070247415505,0.0003789321827592472,0.973143271663012,3.1582478216500856
parity,R5-1,1,B35_SO2,train,1117,0.00016246013094522608,0.0002252026733341077,0.9821885203861801,8.801080252005992
parity,R5-1,1,B35_SO2,valid,109,0.0002158637285883963,0.0002609780533852209,0.6853008027799614,9.24119336162872
parity,R5-1,1,B35_SO2,test,109,0.00010156431429220159,0.00014580157826387264,0.9200570768517979,9.676458682983377
parity,R5-1,1,B35_SO2,all,1335,0.00016184840669648142,0.0002230048753976921,0.9807062517263238,8.908487426481958
