plot_type,case,variable,split,n_samples,MAE,RMSE,R2,MAPE
rolling_time_series,R5,B35_H2S,train,1134,0.00044308738658716337,0.000562872793266781,0.8791984115043434,5.227398727989445
rolling_time_series,R5,B35_H2S,valid,126,0.0003645810596278036,0.00046423376822474276,0.8752746112712976,4.261686964411859
rolling_time_series,R5,B35_H2S,test,126,0.0003703153408233535,0.00043703777390732655,0.5534290182039643,4.902454912027649
rolling_time_series,R5,B35_H2S,all,1386,0.0004293348072486933,0.0005442214656136658,0.8789594252818262,5.1100664025767735
rolling_time_series,R5,B35_SO2,train,1134,0.0001999463644566618,0.00027890023628997094,0.9457149956051043,13.339175028977804
rolling_time_series,R5,B35_SO2,valid,126,0.00010829545993188935,0.00014446463260986642,0.9838974415832632,10.115352724730869
rolling_time_series,R5,B35_SO2,test,126,0.00019288062085498617,0.00022892086298181377,0.5431900500973876,8.032236095849331
rolling_time_series,R5,B35_SO2,all,1386,0.0001909721237178938,0.0002651488206146703,0.9481461981994224,12.563651280125496
rolling_time_series,R5-1,B35_H2S,train,1134,0.00045043643678289406,0.0005519134845486525,0.9447815111902202,4.916976013332052
rolling_time_series,R5-1,B35_H2S,valid,126,0.00027857533550992695,0.00035204783093968704,0.6515429459749114,3.180427848406938
rolling_time_series,R5-1,B35_H2S,test,126,0.0007975466679551206,0.0009144447603493968,0.8747229766924802,7.57298654399114
rolling_time_series,R5-1,B35_H2S,all,1386,0.0004663681758646449,0.0005800958654974449,0.9361826245517961,5.00056350112605
rolling_time_series,R5-1,B35_SO2,train,1134,0.00025557990261958766,0.00036046651238099645,0.9538562825406377,13.156370420882627
rolling_time_series,R5-1,B35_SO2,valid,126,0.00024899515298554866,0.00031933450252283715,0.7246262119407264,11.055504546609647
rolling_time_series,R5-1,B35_SO2,test,126,0.00012309880031341984,0.00016699464349634048,0.9033952626270177,12.00461965516372
rolling_time_series,R5-1,B35_SO2,all,1386,0.00024293755244320526,0.0003436814982179985,0.9531145152232693,12.860677999065182
rolling_time_series,R5-2,B35_H2S,train,1134,0.000392669068838138,0.0005255886965850499,0.8894241180201621,4.352148268250163
rolling_time_series,R5-2,B35_H2S,valid,126,0.0004936105019408388,0.0006096754044349167,0.7673251256270001,5.294373684033697
rolling_time_series,R5-2,B35_H2S,test,126,0.00044374193299283777,0.0005678592687524037,0.45863845874880993,5.141593293628654
rolling_time_series,R5-2,B35_H2S,all,1386,0.0004064885504069926,0.0005377021437800805,0.874339825909836,4.509572853810348
rolling_time_series,R5-2,B35_SO2,train,1134,0.00020311901546401893,0.0002856571255428978,0.9572604199319573,13.91778511080139
rolling_time_series,R5-2,B35_SO2,valid,126,0.00012498249425889143,0.00014962882654608525,0.952213831069241,17.618001694431975
rolling_time_series,R5-2,B35_SO2,test,126,0.0002501111456721071,0.00031484395867550284,0.9158180767529487,14.655032106112623
rolling_time_series,R5-2,B35_SO2,all,1386,0.00020028770719156082,0.00027894532608786164,0.9566341365133544,14.321190890705193
rolling_time_series,R5-6,B35_H2S,train,1249,0.00047919191719167934,0.0005999983739271166,0.8732748888322326,5.943734911634226
rolling_time_series,R5-6,B35_H2S,valid,140,0.00045745990580115057,0.0006060330923270079,0.26598474921941695,5.794279677880156
rolling_time_series,R5-6,B35_H2S,test,140,0.00057270743461441,0.0006774233132890499,0.832614013486001,6.651492798902894
rolling_time_series,R5-6,B35_H2S,all,1529,0.0004857646384765115,0.000608046409313406,0.8633902735997133,5.99485484066761
rolling_time_series,R5-6,B35_SO2,train,1249,0.00021038341225427463,0.00027831739612430305,0.9424313545647843,13.348912702164437
rolling_time_series,R5-6,B35_SO2,valid,140,0.00019835807069302526,0.0002447036363680109,0.817221412771146,12.723286747910159
rolling_time_series,R5-6,B35_SO2,test,140,0.00014859521508001235,0.00021183865458425437,0.8917951477191247,15.106784541274468
rolling_time_series,R5-6,B35_SO2,all,1529,0.0002036248148553396,0.00026993934302869233,0.9411196301153945,13.452584660228407
rolling_time_series,R5-11,B35_H2S,unknown,96,0.0007307619952973661,0.0007684989035768856,-1.1321473385846592,11.689523385277072
rolling_time_series,R5-11,B35_H2S,all,96,0.0007307619952973661,0.0007684989035768856,-1.1321473385846592,11.689523385277072
rolling_time_series,R5-11,B35_SO2,unknown,96,0.0007930335745205301,0.0009142697622670556,0.43558901854713217,12.837774598773219
rolling_time_series,R5-11,B35_SO2,all,96,0.0007930335745205301,0.0009142697622670556,0.43558901854713217,12.837774598773219
rolling_time_series,R5-12,B35_H2S,unknown,126,0.002495422350769099,0.0029023401311509497,-4.702304693775539,15.357939233468898
rolling_time_series,R5-12,B35_H2S,all,126,0.002495422350769099,0.0029023401311509497,-4.702304693775539,15.357939233468898
rolling_time_series,R5-12,B35_SO2,unknown,126,0.0006643864491014655,0.0010610745689847681,0.6823827761373418,20.31026478555551
rolling_time_series,R5-12,B35_SO2,all,126,0.0006643864491014655,0.0010610745689847681,0.6823827761373418,20.31026478555551
