Variable,MAE,RMSE,R2,MAPE
HEATER1_output_T_PV,0.8089815898654488,1.024679846704314,0.9511701380578335,0.3581532593921009
B35_H2S,0.0006338685901055446,0.0007475413677319524,-0.671913962592126,7.87171931711034
B35_SO2,0.0002630657352646325,0.00032798818517906726,0.8559168362433951,9.484809414390428
