epoch,kci_percent
1,59.16030534351145
2,62.4031007751938
3,65.41353383458647
4,70.1492537313433
5,73.68421052631578
6,78.84615384615384
7,78.19548872180451
8,84.0
9,84.49612403100775
10,85.76923076923076
11,83.2
12,87.2
13,84.70149253731343
14,83.33333333333334
15,87.98449612403101
16,83.96946564885496
17,85.44776119402985
18,86.15384615384616
19,84.84848484848484
20,90.47619047619048
21,87.98449612403101
22,86.53846153846155
23,89.60000000000001
24,86.58536585365853
25,87.4015748031496
26,90.53030303030303
27,89.453125
28,88.7218045112782
29,88.07692307692308
30,88.84615384615384
31,87.5
32,87.13235294117648
33,87.109375
34,91.2
35,88.58267716535433
36,86.25954198473282
37,88.14814814814815
38,90.87301587301587
39,91.72932330827066
40,93.12977099236642
41,92.42424242424242
42,90.94488188976378
43,85.55555555555556
44,89.33823529411765
45,92.46031746031747
46,86.82170542635659
47,88.671875
48,91.86046511627907
49,91.66666666666666
50,91.66666666666666
51,91.98473282442748
52,90.83969465648855
53,92.6923076923077
54,90.74074074074075
55,91.47286821705426
56,90.8
57,89.76377952755905
58,93.12977099236642
59,91.28787878787878
60,87.78625954198473
61,92.578125
62,89.84962406015038
63,92.27941176470588
64,89.31297709923665
65,91.85185185185185
66,94.921875
67,91.24087591240875
68,92.8030303030303
69,90.5511811023622
70,90.76923076923077
71,90.38461538461539
72,92.1875
73,90.15151515151516
74,92.3076923076923
75,92.96875
76,90.29850746268657
77,92.53731343283582
78,90.07633587786259
79,94.84126984126983
80,93.7037037037037
81,93.60902255639097
82,94.96124031007753
83,92.85714285714286
84,92.24806201550388
85,91.7910447761194
86,90.53030303030303
87,93.30708661417323
88,93.51145038167938
89,93.7007874015748
90,93.75
91,93.23308270676691
92,93.89312977099237
93,94.07407407407408
94,92.6923076923077
95,90.45801526717557
96,91.4179104477612
97,91.2
98,93.60902255639097
99,95.66929133858267
100,92.85714285714286
101,89.70588235294117
102,94.48818897637796
103,94.61538461538461
104,92.36641221374046
105,93.98496240601504
106,93.12977099236642
107,91.92307692307692
108,93.95161290322581
109,90.80882352941177
110,93.51145038167938
111,92.91338582677166
112,93.84615384615384
113,95.38461538461539
114,93.23308270676691
115,95.703125
116,92.36641221374046
117,94.09448818897637
118,93.07692307692308
119,93.65671641791045
120,93.46153846153847
121,94.140625
122,93.33333333333333
123,94.77611940298507
124,94.18604651162791
125,93.33333333333333
