epoch,kci_percent
1,55.970149253731336
2,63.43283582089553
3,65.41353383458647
4,60.526315789473685
5,59.4488188976378
6,57.786885245901644
7,57.25190839694656
8,58.91472868217055
9,61.71875
10,59.523809523809526
11,62.01550387596899
12,64.01515151515152
13,64.8854961832061
14,63.28125
15,60.68702290076335
16,66.53846153846153
17,69.25925925925925
18,70.0
19,74.8062015503876
20,68.88888888888889
21,70.8955223880597
22,70.8955223880597
23,70.38461538461539
24,76.35658914728683
25,71.64179104477611
26,70.1492537313433
27,78.17460317460318
28,71.25984251968504
29,73.13432835820896
30,77.73722627737226
31,73.52941176470588
32,77.44360902255639
33,77.27272727272727
34,77.734375
35,74.4186046511628
36,73.30827067669173
37,75.0
38,71.16788321167883
39,79.23076923076923
40,76.66666666666667
41,78.57142857142857
42,80.07518796992481
43,77.3076923076923
44,74.62121212121212
45,76.53846153846153
46,71.875
47,77.95275590551181
48,72.04724409448819
49,76.37795275590551
50,77.90697674418605
51,79.62962962962963
52,78.35820895522389
53,74.80314960629921
54,74.62121212121212
55,75.1937984496124
56,76.0
57,77.3076923076923
58,76.69172932330827
59,76.86567164179104
60,79.00763358778626
61,71.25984251968504
62,81.15384615384616
63,68.6046511627907
64,73.828125
65,75.73529411764706
66,72.65625
67,67.55725190839695
68,72.34848484848484
69,77.3076923076923
70,75.96899224806202
71,72.13740458015268
72,72.3076923076923
73,77.27272727272727
74,76.31578947368422
75,72.3076923076923
76,75.20325203252033
77,74.06015037593986
78,72.51908396946564
79,75.0
80,74.6268656716418
81,71.85185185185186
82,70.61068702290076
83,71.53846153846153
84,75.1937984496124
85,73.50746268656717
86,71.03174603174604
87,75.78125
88,75.1937984496124
89,73.84615384615385
90,76.49253731343283
91,71.42857142857143
92,75.59055118110236
93,71.96969696969697
94,71.69117647058823
95,78.84615384615384
96,74.06015037593986
97,69.48529411764706
98,75.38461538461539
99,72.01492537313433
100,77.61194029850746
101,72.90076335877863
102,70.8955223880597
103,68.9922480620155
104,74.59677419354838
105,67.1875
106,71.65354330708661
107,72.01492537313433
108,68.07692307692308
109,71.03174603174604
110,76.35658914728683
111,73.25581395348837
112,71.37404580152672
113,74.6268656716418
114,70.45454545454545
115,69.92481203007519
116,76.20967741935483
117,78.125
118,73.2
119,71.7557251908397
120,70.15503875968993
121,68.6046511627907
122,70.99236641221374
123,70.50359712230215
124,68.47826086956522
125,75.76923076923077
126,75.0
127,75.0
128,71.5909090909091
129,70.22900763358778
130,71.70542635658916
131,71.31147540983606
132,74.03100775193798
133,70.99236641221374
134,72.5925925925926
135,74.03100775193798
136,68.11023622047244
137,72.26277372262774
138,73.6
139,70.67669172932331
140,69.91869918699187
141,75.0
142,71.21212121212122
143,69.92481203007519
144,70.45454545454545
145,71.42857142857143
146,71.875
147,68.21705426356588
148,73.828125
149,73.88059701492537
150,71.70542635658916
151,74.80916030534351
152,71.80451127819549
153,77.3076923076923
154,69.17293233082707
