epoch,target,mv,correct,total,kci_percent,ann_sign_avg,dynamic_positive_percent
1,B35_H2S,air2_SP,998.0,1100.0,90.72727272727273,-0.8109090909090909,0.18181818181818182
1,B35_H2S,HEATER2_output_T_SP,794.0,1158.0,68.566493955095,0.40241796200345425,96.71848013816926
1,B35_SO2,air2_SP,1208.0,1208.0,100.0,1.0,100.0
1,B35_SO2,HEATER2_output_T_SP,308.0,936.0,32.9059829059829,0.3418803418803419,0.0
2,B35_H2S,air2_SP,954.0,1080.0,88.33333333333333,-0.7666666666666667,0.0
2,B35_H2S,HEATER2_output_T_SP,651.0,1164.0,55.92783505154639,0.26804123711340205,60.48109965635739
2,B35_SO2,air2_SP,1237.0,1238.0,99.91922455573506,1.0,99.91922455573506
2,B35_SO2,HEATER2_output_T_SP,400.0,956.0,41.84100418410042,0.2384937238493724,3.9748953974895396
3,B35_H2S,air2_SP,960.0,1060.0,90.56603773584905,-0.8113207547169812,0.0
3,B35_H2S,HEATER2_output_T_SP,630.0,1166.0,54.03087478559177,0.34133790737564323,37.735849056603776
3,B35_SO2,air2_SP,1228.0,1228.0,100.0,1.0,100.0
3,B35_SO2,HEATER2_output_T_SP,419.0,952.0,44.01260504201681,0.3067226890756303,18.38235294117647
4,B35_H2S,air2_SP,942.0,1066.0,88.36772983114446,-0.7673545966228893,0.0
4,B35_H2S,HEATER2_output_T_SP,639.0,1160.0,55.08620689655172,0.36551724137931035,27.67241379310345
4,B35_SO2,air2_SP,1232.0,1232.0,100.0,1.0,100.0
4,B35_SO2,HEATER2_output_T_SP,422.0,954.0,44.23480083857442,0.3039832285115304,25.57651991614256
5,B35_H2S,air2_SP,936.0,1086.0,86.1878453038674,-0.7237569060773481,0.0
5,B35_H2S,HEATER2_output_T_SP,882.0,1188.0,74.24242424242425,0.2558922558922559,45.11784511784512
5,B35_SO2,air2_SP,1228.0,1228.0,100.0,1.0,100.0
5,B35_SO2,HEATER2_output_T_SP,448.0,968.0,46.28099173553719,0.21074380165289255,30.99173553719008
6,B35_H2S,air2_SP,945.0,1066.0,88.64915572232646,-0.774859287054409,0.09380863039399624
6,B35_H2S,HEATER2_output_T_SP,930.0,1188.0,78.28282828282828,0.36363636363636365,50.505050505050505
6,B35_SO2,air2_SP,1232.0,1232.0,100.0,1.0,100.0
6,B35_SO2,HEATER2_output_T_SP,469.0,980.0,47.857142857142854,0.3142857142857143,39.285714285714285
7,B35_H2S,air2_SP,1026.0,1118.0,91.77101967799642,-0.8354203935599285,0.35778175313059035
7,B35_H2S,HEATER2_output_T_SP,919.0,1182.0,77.74957698815567,0.4213197969543147,49.66159052453469
