epoch,ss_loss,ss_weight,weighted_ss_loss
1,2.302449643611908,0.05,0.1151224821805954
2,1.6649868607521057,0.05,0.08324934303760528
3,1.6503292441368103,0.05,0.08251646220684052
4,1.4367556631565095,0.05,0.07183778315782548
5,1.2490907669067384,0.05,0.06245453834533692
6,1.0364065051078797,0.05,0.051820325255393984
7,0.8462765932083129,0.05,0.04231382966041565
8,0.8628706753253936,0.05,0.043143533766269684
9,0.7986608266830444,0.05,0.03993304133415222
10,0.8110967934131622,0.05,0.040554839670658115
11,0.725580045580864,0.05,0.0362790022790432
12,0.6875719368457794,0.05,0.03437859684228897
13,0.5349538654088974,0.05,0.026747693270444874
14,0.6138710975646973,0.05,0.030693554878234865
15,0.525873327255249,0.05,0.026293666362762452
16,0.6503878325223923,0.05,0.032519391626119616
17,0.4655825078487396,0.05,0.023279125392436983
18,0.5664642781019211,0.05,0.028323213905096057
19,0.4615765750408173,0.05,0.023078828752040866
20,0.49603964388370514,0.05,0.02480198219418526
21,0.46025273501873015,0.05,0.02301263675093651
22,0.4084140509366989,0.05,0.020420702546834948
23,0.399689082801342,0.05,0.019984454140067102
24,0.29728666990995406,0.05,0.014864333495497704
25,0.3130699470639229,0.05,0.015653497353196145
26,0.3640731543302536,0.05,0.01820365771651268
27,0.35182241499423983,0.05,0.017591120749711992
28,0.33460079729557035,0.05,0.016730039864778518
29,0.3394493579864502,0.05,0.01697246789932251
30,0.28853779584169387,0.05,0.014426889792084695
31,0.29826516956090926,0.05,0.014913258478045463
32,0.24140680581331253,0.05,0.012070340290665628
33,0.25120605155825615,0.05,0.012560302577912809
34,0.26280869394540785,0.05,0.013140434697270394
35,0.22603094205260277,0.05,0.011301547102630139
36,0.21071892976760864,0.05,0.010535946488380432
37,0.2191519558429718,0.05,0.010957597792148591
38,0.2817791648209095,0.05,0.014088958241045474
39,0.26348514258861544,0.05,0.013174257129430773
40,0.2531618669629097,0.05,0.012658093348145487
41,0.23870521783828735,0.05,0.011935260891914368
42,0.20783548802137375,0.05,0.010391774401068688
43,0.20467622578144073,0.05,0.010233811289072038
44,0.21116955429315568,0.05,0.010558477714657784
45,0.21962324976921083,0.05,0.010981162488460542
46,0.19594228714704515,0.05,0.009797114357352258
47,0.20913012474775314,0.05,0.010456506237387657
48,0.20803307443857194,0.05,0.010401653721928597
49,0.22602972537279128,0.05,0.011301486268639565
50,0.1472672425210476,0.05,0.0073633621260523795
51,0.15648479387164116,0.05,0.007824239693582058
52,0.11684261672198773,0.05,0.005842130836099387
53,0.1359647072851658,0.05,0.00679823536425829
54,0.1484752304852009,0.05,0.007423761524260045
55,0.170139966532588,0.05,0.0085069983266294
56,0.16889546811580658,0.05,0.00844477340579033
57,0.15862540528178215,0.05,0.007931270264089107
58,0.16451403945684434,0.05,0.008225701972842217
59,0.15815068036317825,0.05,0.007907534018158913
60,0.17259733080863954,0.05,0.008629866540431977
61,0.15741087570786477,0.05,0.007870543785393239
62,0.13734466768801212,0.05,0.006867233384400606
63,0.10701473839581013,0.05,0.005350736919790507
64,0.10452973768115044,0.05,0.005226486884057522
65,0.15066648423671722,0.05,0.0075333242118358614
66,0.1287632670253515,0.05,0.006438163351267576
