Horizon,Step,Variable,MAE,RMSE,R2,MAPE
1,t+1,B35_H2S,6.66857441789623e-05,8.634070901090789e-05,0.9971337955366145,0.8088999602772173
1,t+1,B35_SO2,4.3250077360093924e-05,6.154876180868023e-05,0.9968818168847615,2.79153051460851
2,t+2,B35_H2S,6.202746345655175e-05,8.042887610046779e-05,0.9975163595228832,0.7539793078678718
2,t+2,B35_SO2,3.7575788730703246e-05,5.1968276483540856e-05,0.9977791459028722,2.516402005866719
3,t+3,B35_H2S,6.163912488251288e-05,8.084025409798632e-05,0.9974949464616187,0.7506056986341749
3,t+3,B35_SO2,3.334894665693958e-05,4.634705786249332e-05,0.9982352553605842,2.161865108188412
4,t+4,B35_H2S,5.8540325176685226e-05,7.745824125532482e-05,0.9977043557608516,0.7192982719493868
4,t+4,B35_SO2,3.4878913083388196e-05,4.970918387870403e-05,0.9979718050552057,2.1891491890716974
5,t+5,B35_H2S,5.951126528509961e-05,7.89629400959959e-05,0.9976191849272831,0.7309604617293287
5,t+5,B35_SO2,3.3741002098533784e-05,4.7529249862553735e-05,0.9981474586530117,2.131184410544299
6,t+6,B35_H2S,5.9121292923457014e-05,7.885404854880887e-05,0.997630303180862,0.718866543520584
6,t+6,B35_SO2,3.186299853880235e-05,4.4050633359599034e-05,0.998410110053202,2.0930670547883907
7,t+7,B35_H2S,5.5663227128743614e-05,7.54401393471026e-05,0.9978346805164984,0.6764884078852822
7,t+7,B35_SO2,3.2493387830691006e-05,4.52949264467697e-05,0.9983205068048874,2.1658997200649526
8,t+8,B35_H2S,5.376235461529994e-05,7.314606478515086e-05,0.9979679187357695,0.6559827729893074
8,t+8,B35_SO2,3.35641530192709e-05,4.7092537732897824e-05,0.9981861493411445,2.2347251152026746
9,t+9,B35_H2S,5.6205303069543286e-05,7.532456615818327e-05,0.9978490169678594,0.6860554320808436
9,t+9,B35_SO2,3.5205841290646406e-05,4.91155762937389e-05,0.9980287083532319,2.379695421953408
10,t+10,B35_H2S,5.603566830132494e-05,7.401348863620445e-05,0.9979274229197918,0.6860182952057693
10,t+10,B35_SO2,3.633730195658948e-05,5.057344160989248e-05,0.9979118035373206,2.45171126476745
11,t+11,B35_H2S,5.6750409722300965e-05,7.416097803719814e-05,0.9979235725843593,0.6934303145026824
11,t+11,B35_SO2,3.766970213091108e-05,5.231160188902375e-05,0.9977677724567259,2.515271455661842
12,t+12,B35_H2S,5.813621143056574e-05,7.744434108453331e-05,0.9977405612060152,0.711591682143182
12,t+12,B35_SO2,3.9413758214698604e-05,5.543572502328242e-05,0.9974954156004873,2.6082566759815218
13,t+13,B35_H2S,5.977004218096029e-05,7.955863996313359e-05,0.9976212269899748,0.729679202781959
13,t+13,B35_SO2,4.050060250797592e-05,5.623555552966917e-05,0.9974248805299247,2.6954248909752625
14,t+14,B35_H2S,5.701190660742197e-05,7.600655534325038e-05,0.9978343112425646,0.6953957605898388
14,t+14,B35_SO2,4.0222913444188665e-05,5.548939762605953e-05,0.9974949314177881,2.702901485103574
15,t+15,B35_H2S,5.855969181918931e-05,7.770067979676923e-05,0.9977423606406879,0.7158745834595559
15,t+15,B35_SO2,4.04558087068098e-05,5.6285087536791225e-05,0.9974247973583434,2.7396260478699768
16,t+16,B35_H2S,5.9964609789839504e-05,8.118323314367242e-05,0.9975419477333015,0.7309875519894166
16,t+16,B35_SO2,4.1688418692061623e-05,5.8402337204288696e-05,0.9972297406986687,2.876107384534119
17,t+17,B35_H2S,6.145079822666207e-05,8.475623175357e-05,0.997327272059598,0.7416415379949386
17,t+17,B35_SO2,4.4992804729306106e-05,6.201231488633164e-05,0.9968793049017545,3.1025180665225776
18,t+18,B35_H2S,6.759572242895626e-05,9.256576385333102e-05,0.9968193416132142,0.8111245257368452
18,t+18,B35_SO2,4.7690243873887114e-05,6.561291410092262e-05,0.9965091940289502,3.3284459346715978
