plot_type,case,horizon,variable,split,n_samples,MAE,RMSE,R2,MAPE
parity,R5,1,B35_H2S,train,1117,0.00027792325445293644,0.0003611097008270838,0.9508304604795116,3.2348126454141375
parity,R5,1,B35_H2S,valid,109,0.00031414396084377007,0.0003886090059291541,0.9102223127350179,3.5730319096667857
parity,R5,1,B35_H2S,test,109,0.00025739768726554344,0.00031396963449154957,0.7872428755979017,3.4391420664687935
parity,R5,1,B35_H2S,all,1335,0.0002792047302380863,0.0003598405550071149,0.9484684514027797,3.279110627959827
parity,R5,1,B35_SO2,train,1117,0.00012535916418398264,0.00017653326320409528,0.9782711041979351,8.483785761513817
parity,R5,1,B35_SO2,valid,109,8.080714172696292e-05,0.00011866195216452485,0.9838871100198591,8.978123754277485
parity,R5,1,B35_SO2,test,109,0.0001396803375990285,0.00016984525983125497,0.7796418782257071,5.805608379823249
parity,R5,1,B35_SO2,all,1335,0.00012289087763299003,0.0001719884587169687,0.9781643642534014,8.305479773953492
parity,R5-1,1,B35_H2S,train,1117,0.00026902092567230505,0.00035191844037080265,0.9773941555865957,2.8882804858153888
parity,R5-1,1,B35_H2S,valid,109,0.0002444041787605033,0.00030340380530815544,0.7643938987269545,2.7986597093802517
parity,R5-1,1,B35_H2S,test,109,0.0005955257650452768,0.0006907889918967658,0.9264890917391007,5.53052076554323
parity,R5-1,1,B35_H2S,all,1335,0.00029366946655490244,0.0003874280499025677,0.9719254861701836,3.096696610054268
parity,R5-1,1,B35_SO2,train,1117,0.00017343839384110297,0.00024096905667071654,0.9796072652711606,9.32068606925226
parity,R5-1,1,B35_SO2,valid,109,0.0002580288673901776,0.0003073587785145205,0.5635053718178997,11.010006741284652
parity,R5-1,1,B35_SO2,test,109,0.00011295016542241639,0.00015975358481078964,0.9040252921440709,10.868029469123236
parity,R5-1,1,B35_SO2,all,1335,0.0001754062925071796,0.00024162185558712328,0.9773504111491632,9.58495302343763
parity,R5-2,1,B35_H2S,train,1117,0.00027674983796945404,0.00037526856918099167,0.9419933319567604,3.0039799668672695
parity,R5-2,1,B35_H2S,valid,109,0.00038193241211604184,0.0004850387838853288,0.8667052003284604,3.994230278507903
