DateTime,acidgas_Fm,acidgas_T,acidgas_P,air,second_air2,burner_output_T_PV,fur_temp,cat1_input_temp,cat1_output_temp,cat1_bed_temp,cat1_deltaP,cat2_input_temp,cat2_output_temp,cat2_bed_temp,cat2_deltaP,B35_H2S,B35_SO2
2020-04-09 09:25:00,3177.87158203125,82.7842025756836,165.85519409179688,4091.89501953125,873.8843994140625,1176.9403076171875,1029.5496826171875,244.38980102539062,249.8922882080078,253.1515350341797,8.667313575744629,196.4161834716797,200.73133850097656,198.1818389892578,8.264311790466309,0.46266961097717285,0.10156358778476715
2020-04-09 09:26:00,3193.9951171875,82.79924011230469,167.93099975585938,4119.17138671875,829.6167602539062,1177.5010986328125,1029.4000244140625,244.34881591796875,249.8896484375,253.18173217773438,8.647652626037598,196.41738891601562,200.73553466796875,198.18563842773438,8.252873420715332,0.4374524652957916,0.10141881555318832
2020-04-09 09:27:00,3122.0107421875,82.81427001953125,166.52699279785156,4203.2646484375,820.4951171875,1176.5291748046875,1029.45068359375,244.30784606933594,249.8870086669922,253.21192932128906,8.627991676330566,196.41859436035156,200.73973083496094,198.189453125,8.241435050964355,0.49425649642944336,0.0787033960223198
2020-04-09 09:28:00,3129.14306640625,82.82929992675781,166.32546997070312,4062.412353515625,778.3330078125,1177.580322265625,1029.5013427734375,244.26686096191406,249.8843536376953,253.24212646484375,8.608330726623535,196.41981506347656,200.74546813964844,198.19326782226562,8.229997634887695,0.47481653094291687,0.08566545695066452
2020-04-09 09:29:00,3170.54638671875,82.8443374633789,167.9394073486328,4187.716796875,786.0272216796875,1176.2542724609375,1029.575927734375,244.22589111328125,249.8817138671875,253.27232360839844,8.588669776916504,196.4210205078125,200.75131225585938,198.1970672607422,8.218559265136719,0.4867129325866699,0.08192583173513412
2020-04-09 09:30:00,3116.269775390625,82.85936737060547,164.1540069580078,4295.50146484375,826.4638061523438,1174.855224609375,1029.6026611328125,244.18490600585938,249.8790740966797,253.30252075195312,8.569007873535156,196.42222595214844,200.7571563720703,198.2008819580078,8.207120895385742,0.49523812532424927,0.07792540639638901
2020-04-09 09:31:00,3087.3623046875,82.87439727783203,165.4952392578125,4219.1298828125,772.012451171875,1174.911376953125,1029.6162109375,244.14393615722656,249.87643432617188,253.3327178955078,8.549346923828125,196.42343139648438,200.76300048828125,198.20382690429688,8.195682525634766,0.48378315567970276,0.09382341802120209
2020-04-09 09:32:00,3140.7255859375,82.8894271850586,165.96768188476562,4108.1201171875,787.0301513671875,1173.4342041015625,1029.7236328125,244.1029510498047,249.873779296875,253.3629150390625,8.529685974121094,196.42465209960938,200.7688446044922,198.20675659179688,8.184244155883789,0.5046102404594421,0.08014056831598282
2020-04-09 09:33:00,3107.866455078125,82.90446472167969,163.4900665283203,4014.895751953125,772.3331298828125,1172.78857421875,1029.7347412109375,244.06198120117188,249.8711395263672,253.3931121826172,8.510025024414062,196.4258575439453,200.77468872070312,198.20968627929688,8.172805786132812,0.5197740793228149,0.07159082591533661
2020-04-09 09:34:00,3171.94580078125,82.91949462890625,164.98577880859375,4036.456298828125,777.4705810546875,1172.20556640625,1029.7718505859375,244.02099609375,249.8844451904297,253.42330932617188,8.490364074707031,196.42706298828125,200.78054809570312,198.21261596679688,8.161367416381836,0.4816958010196686,0.1018630638718605
2020-04-09 09:35:00,3143.085693359375,82.93452453613281,163.43408203125,4025.267578125,799.836669921875,1171.5799560546875,1029.591552734375,243.9800262451172,249.9040069580078,253.45350646972656,8.475290298461914,196.4282684326172,200.78639221191406,198.21554565429688,8.152979850769043,0.5642825961112976,0.08183939754962921
