DateTime,acidgas_Fm,acidgas_T,acidgas_P,air,second_air2,burner_output_T_PV,fur_temp,cat1_input_temp,cat1_output_temp,cat1_bed_temp,cat1_deltaP,cat2_input_temp,cat2_output_temp,cat2_bed_temp,cat2_deltaP,B35_H2S,B35_SO2
2020-03-01 00:00:00,3614.13232421875,82.35289001464844,169.693115234375,4886.74560546875,578.3414916992188,1152.978271484375,1024.7474365234375,244.64500427246094,251.38650512695312,254.14144897460938,8.285686492919922,197.26707458496094,203.0980987548828,199.8055419921875,9.19261646270752,0.4484245777130127,0.05997827649116516
2020-03-01 00:01:00,3614.92236328125,82.43276977539062,170.47860717773438,4901.4189453125,600.863525390625,1152.90576171875,1025.0047607421875,244.67405700683594,251.38327026367188,254.14564514160156,8.291279792785645,197.26754760742188,203.09930419921875,199.81190490722656,9.184104919433594,0.44253668189048767,0.06142871826887131
2020-03-01 00:02:00,3687.8857421875,82.51264953613281,171.7916717529297,4589.142578125,596.8681030273438,1151.6058349609375,1024.8658447265625,244.70310974121094,251.38003540039062,254.14984130859375,8.296874046325684,197.26800537109375,203.10052490234375,199.81826782226562,9.175593376159668,0.45019543170928955,0.056664664298295975
2020-03-01 00:03:00,3620.698486328125,82.6003189086914,173.96250915527344,4867.6201171875,553.7802734375,1151.9510498046875,1024.915771484375,244.73216247558594,251.3767852783203,254.15402221679688,8.302467346191406,197.2684783935547,203.10174560546875,199.8246307373047,9.167082786560059,0.4801312983036041,0.05761357769370079
2020-03-01 00:04:00,3648.283203125,82.69219970703125,175.818115234375,4906.337890625,549.5376586914062,1151.783935546875,1025.083251953125,244.76121520996094,251.37355041503906,254.15821838378906,8.308061599731445,197.26895141601562,203.10296630859375,199.83099365234375,9.158571243286133,0.45615071058273315,0.05851306766271591
2020-03-01 00:05:00,3658.669921875,82.78407287597656,177.2008819580078,4906.06005859375,555.0712890625,1151.96435546875,1024.9815673828125,244.79026794433594,251.3703155517578,254.16241455078125,8.313654899597168,197.2694091796875,203.1041717529297,199.83737182617188,9.150059700012207,0.46160396933555603,0.060490887612104416
2020-03-01 00:06:00,3668.7333984375,82.87594604492188,179.5631866455078,4913.37353515625,563.395751953125,1151.416015625,1024.8800048828125,244.8442840576172,251.36708068847656,254.16659545898438,8.319249153137207,197.26988220214844,203.1053924560547,199.84373474121094,9.141549110412598,0.45992621779441833,0.05494566634297371
2020-03-01 00:07:00,3726.513427734375,82.49842834472656,180.14219665527344,5036.23583984375,610.2850952148438,1151.555908203125,1024.7784423828125,245.00946044921875,251.36383056640625,254.17079162597656,8.32484245300293,197.2703399658203,203.1066131591797,199.85009765625,9.147080421447754,0.45544499158859253,0.056874945759773254
2020-03-01 00:08:00,3742.575927734375,81.96163177490234,181.04896545410156,5024.3154296875,605.9255981445312,1150.985107421875,1024.978271484375,245.17465209960938,251.360595703125,254.17498779296875,8.33032512664795,197.27081298828125,203.10781860351562,199.85646057128906,9.153887748718262,0.46207600831985474,0.052923187613487244
2020-03-01 00:09:00,3741.07421875,81.88578033447266,182.9673309326172,5053.62109375,611.1210327148438,1150.875244140625,1024.8861083984375,245.33984375,251.36273193359375,254.17918395996094,8.334587097167969,197.2712860107422,203.10903930664062,199.86282348632812,9.16069507598877,0.44496577978134155,0.055858857929706573
