plot_type,case,horizon,variable,split,n_samples,MAE,RMSE,R2,MAPE
parity,R5_new,1,B35_H2S,train,1117,0.0004015354101859431,0.0005191224178309048,0.974612352387975,1.939275622881399
parity,R5_new,1,B35_H2S,valid,109,0.0003358340556703299,0.0004134478375135261,0.5853331165937161,1.6643334379493224
parity,R5_new,1,B35_H2S,test,109,0.0007084966710838674,0.0009861912192232888,0.911457504571535,3.4592769817306808
parity,R5_new,1,B35_H2S,all,1335,0.00042123378456472354,0.0005646655728575022,0.967969520567946,2.040932139703103
parity,R5_new,1,B35_SO2,train,1117,0.0003605127045110229,0.0004555880127379774,0.9682509452130341,4.394768235764368
parity,R5_new,1,B35_SO2,valid,109,0.0003509852251561253,0.0004060394516411585,0.8801857808755582,4.280732665957743
parity,R5_new,1,B35_SO2,test,109,0.0004917788955002531,0.0006425016132828911,0.810341590116745,5.200195536471575
parity,R5_new,1,B35_SO2,all,1335,0.0003704524195433392,0.00046992846032224125,0.9617869907077424,4.451218946377224
parity,R5-1_new,1,B35_H2S,train,1117,0.00036700273238744107,0.00046904815345743606,0.9621233346540529,2.4128473394384136
parity,R5-1_new,1,B35_H2S,valid,109,0.00028266920331910817,0.00035302406626746294,0.7075663854015812,1.9682569671603483
parity,R5-1_new,1,B35_H2S,test,109,0.0005818861903299521,0.0007113071371365028,0.3948026652693254,4.107216309181191
parity,R5-1_new,1,B35_H2S,all,1335,0.00037766186515694327,0.0004853513574708138,0.9542540020343,2.5148891874711126
parity,R5-1_new,1,B35_SO2,train,1117,0.0002756341717746636,0.0003603180657990112,0.9748328450729286,4.59992159453564
parity,R5-1_new,1,B35_SO2,valid,109,0.0002725795643058874,0.00035261478504485986,0.8192185952668555,4.848899922480404
parity,R5-1_new,1,B35_SO2,test,109,0.0002464105904841368,0.0002987971396354567,0.9272433097722882,7.949332409650355
parity,R5-1_new,1,B35_SO2,all,1335,0.0002729987241531175,0.0003550632778174181,0.9747136393404463,4.893722655654355
parity,R5-2_new,1,B35_H2S,train,1117,0.0003588071909362187,0.00045235688231998016,0.9041366620993229,2.5204652936021423
parity,R5-2_new,1,B35_H2S,valid,109,0.0002230156287683734,0.0002881343574912193,0.28036634463004195,1.690618088903444
parity,R5-2_new,1,B35_H2S,test,109,0.0003239774406115975,0.00043180846384843785,0.38327052538874995,2.3573624725996813
parity,R5-2_new,1,B35_H2S,all,1335,0.0003448763122383319,0.0004395617446043911,0.8999978595826134,2.439392969406317
parity,R5-2_new,1,B35_SO2,train,1117,0.00022337453188339926,0.00028839589131760473,0.9743799122831145,4.751147409817489
parity,R5-2_new,1,B35_SO2,valid,109,0.0001448940980054493,0.00017835167167896707,0.6992248517335732,3.3826340919802216
parity,R5-2_new,1,B35_SO2,test,109,0.00019500829722097698,0.000252939100935025,0.9081952967698611,4.620187426617192
parity,R5-2_new,1,B35_SO2,all,1335,0.00021465072149321154,0.0002782289827030922,0.9728024391452779,4.628718503590452
parity,R5-6_new,1,B35_H2S,train,1117,0.0003267222934626805,0.0004058283636056993,0.9017496356445766,2.432700390577486
parity,R5-6_new,1,B35_H2S,valid,109,0.00032631257066565816,0.0004209954145974775,0.7633098938905798,2.4414683799328034
parity,R5-6_new,1,B35_H2S,test,109,0.0004047790196469017,0.000479644681065337,0.9168366011133995,2.8032387960554086
parity,R5-6_new,1,B35_H2S,all,1335,0.00033306201134223457,0.0004135906997709245,0.9036465488856693,2.46366997637286
parity,R5-6_new,1,B35_SO2,train,1117,0.00022849307192951578,0.0002895177833242729,0.9591303769623786,4.498042366807796
parity,R5-6_new,1,B35_SO2,valid,109,0.00017576570037067948,0.00023517206161522637,0.7722603540361987,4.716852093753081
parity,R5-6_new,1,B35_SO2,test,109,0.00011050269588119383,0.00014176736879015477,0.8936443562476004,3.1875261695186765
parity,R5-6_new,1,B35_SO2,all,1335,0.0002145543195031635,0.00027620566396205945,0.9637015040761769,4.408906782337774
parity,R5-13_air2_200_tr2_300_part1,1,B35_H2S,unknown,109,0.0024090956070215754,0.002623431001951195,-0.1270024753296808,12.165707730127375
parity,R5-13_air2_200_tr2_300_part1,1,B35_H2S,all,109,0.0024090956070215754,0.002623431001951195,-0.1270024753296808,12.165707730127375
parity,R5-13_air2_200_tr2_300_part1,1,B35_SO2,unknown,109,0.0010247927431221457,0.001214287454000514,0.41722759845852997,17.07014373444009
parity,R5-13_air2_200_tr2_300_part1,1,B35_SO2,all,109,0.0010247927431221457,0.001214287454000514,0.41722759845852997,17.07014373444009
parity,R5-13_air2_200_tr2_300_part2,1,B35_H2S,unknown,109,0.0036519670542822487,0.003738185920138786,-5.610207944929678,16.751497872929363
parity,R5-13_air2_200_tr2_300_part2,1,B35_H2S,all,109,0.0036519670542822487,0.003738185920138786,-5.610207944929678,16.751497872929363
parity,R5-13_air2_200_tr2_300_part2,1,B35_SO2,unknown,109,0.001624111827121857,0.0016706937287041858,-0.02518212342852033,23.338405598814045
parity,R5-13_air2_200_tr2_300_part2,1,B35_SO2,all,109,0.001624111827121857,0.0016706937287041858,-0.02518212342852033,23.338405598814045
parity,R5-13_air2_320_tr2_215_part1,1,B35_H2S,unknown,109,0.000694066582002841,0.0008749221428313801,-0.39197775624639264,5.605581945487486
parity,R5-13_air2_320_tr2_215_part1,1,B35_H2S,all,109,0.000694066582002841,0.0008749221428313801,-0.39197775624639264,5.605581945487486
parity,R5-13_air2_320_tr2_215_part1,1,B35_SO2,unknown,109,0.0006364401560462926,0.0008156364511935336,0.7499693891402,6.485653169809483
parity,R5-13_air2_320_tr2_215_part1,1,B35_SO2,all,109,0.0006364401560462926,0.0008156364511935336,0.7499693891402,6.485653169809483
parity,R5-13_air2_320_tr2_215_part2,1,B35_H2S,unknown,109,0.0005062991983243319,0.0005910820247189679,0.4251874657477156,4.00299215676683
parity,R5-13_air2_320_tr2_215_part2,1,B35_H2S,all,109,0.0005062991983243319,0.0005910820247189679,0.4251874657477156,4.00299215676683
parity,R5-13_air2_320_tr2_215_part2,1,B35_SO2,unknown,109,0.00039897838479330494,0.0004993910867362424,0.8261605540719588,4.505768724050818
parity,R5-13_air2_320_tr2_215_part2,1,B35_SO2,all,109,0.00039897838479330494,0.0004993910867362424,0.8261605540719588,4.505768724050818
parity,R5_new,18,B35_H2S,train,1117,0.0004215328957816515,0.0005425905982546527,0.9727389623652273,2.027670965500895
parity,R5_new,18,B35_H2S,valid,109,0.00042041697376928863,0.0004927644517711126,0.40326572222487034,2.0724107006062806
parity,R5_new,18,B35_H2S,test,109,0.0008196623228922155,0.0010800423073436187,0.8890717864242105,4.063421472374958
parity,R5_new,18,B35_H2S,all,1335,0.0004539482306548379,0.0006011627206499471,0.9644916827009704,2.1975387081044606
parity,R5_new,18,B35_SO2,train,1117,0.0003914709793734628,0.0004945399263877312,0.9639634849744898,4.734025537267693
parity,R5_new,18,B35_SO2,valid,109,0.0004301570963423635,0.0004926464267572834,0.7962057677082703,5.671638725114114
parity,R5_new,18,B35_SO2,test,109,0.000553667848202903,0.0006832138523096416,0.8895337888094975,6.221489085374763
parity,R5_new,18,B35_SO2,all,1335,0.00040787266135999405,0.000512406308408094,0.9573706714011041,4.932028057281875
parity,R5-1_new,18,B35_H2S,train,1117,0.00038658672167866216,0.0004924016457209614,0.9570587271885407,2.510077827096023
parity,R5-1_new,18,B35_H2S,valid,109,0.00021751529994838806,0.0002850845939452957,0.8535645863467549,1.508276636947939
parity,R5-1_new,18,B35_H2S,test,109,0.0007090717321567621,0.0008520008090673639,0.4174694216869589,5.187704957916071
parity,R5-1_new,18,B35_H2S,all,1335,0.00039911262517942095,0.0005184315124040409,0.947539598645255,2.6469055630759817
parity,R5-1_new,18,B35_SO2,train,1117,0.0003079331634730693,0.0004071018662363318,0.9678506690053896,4.931397613545571
parity,R5-1_new,18,B35_SO2,valid,109,0.00022401554308542766,0.0002701064391825427,0.8536980165045787,3.3924833168218127
parity,R5-1_new,18,B35_SO2,test,109,0.00030787681125928995,0.00036134491572588524,0.8829008296500188,8.954102165511827
