,QV1_AI01,QV2_AI02,SV1_FI05,SV2_FI06,SV3_TI06,SV4_TI01,SV5_PI06,SV6_AT02,SV7_TI02,SV8_TI03,SV9_FT04,SV10_TI04,SV11_TI05,SV12_TI07,SV13_FIC02,SV14_TI08,SV15_TIC12,SV16_TI09,SV17_PI04,SV18_PIC03,SV19_TI10,SV20_PI05,SV21_TI11,SV22_PIC02,SV23_FIC01,SV24_FIC02
t+37,0.2644471893493425,0.1609348579300517,0.014985118627400845,0.02327890888192897,0.014560915058185051,0.008380552797024063,0.008815337232709806,0.07137129100207928,0.018843350449809258,0.0017502408858962658,4135088.7616563677,0.0011474680477483715,0.017488550911083336,0.021484296806064437,0.026869734121788665,0.0029063971998195925,0.002605073578052244,0.0022272263103742004,0.0014494846776910997,0.0013926089789264274,0.002221409619663765,0.008738895184278932,0.01475641182989592,0.0007170528565239499,0.050748496915384536,24.828316859485284
t+38,0.2412627759835833,0.15120981777689302,0.014860924208790566,0.02320624231559371,0.014291114912232668,0.008163213923223167,0.008677527318306188,0.06772039955712852,0.01788233617442349,0.0016327217306520245,3930900.214378923,0.001143406839579178,0.017030159356946947,0.020267665111015378,0.026737037719648995,0.0028437067081131862,0.0025964241590925516,0.002220770326360027,0.0014341971193579954,0.0013706600650856464,0.002182820370850273,0.008494920491985958,0.015009235249663232,0.0007101419640692729,0.04845756352806351,24.831439283770386
t+39,0.21869510012974172,0.1463154759402034,0.014815950840344866,0.023133963279723845,0.014134699586020769,0.007972031276234755,0.008484944666939057,0.06521303531315453,0.01705218079038532,0.001534301389280496,3753387.592808197,0.0011418192189002238,0.016706003705990798,0.01944668033784128,0.026693939733207227,0.00279507154697229,0.0025882718765189794,0.002212448134487168,0.0014145399007224858,0.0013612039492289967,0.0021874833596324775,0.00834552095803222,0.01504835209592562,0.000711331578933347,0.0462211109070637,24.805536942060648
t+40,0.19852483149823894,0.14684887933069413,0.014784944534772675,0.0230567214197644,0.014074793338467367,0.007820301705760167,0.00833867381482006,0.0645181042036074,0.01634815961037114,0.0014681309475454048,3620874.3783272007,0.0011419752222301622,0.016492394698707245,0.01897017158268032,0.026749059648212708,0.0027636781828153257,0.002580169274197677,0.0022048586147454,0.0014000947622241004,0.0013570710856179503,0.0021975031502978744,0.008267736672075497,0.014979565688284225,0.0007134379743659314,0.04442744648872669,24.789178079757317
t+41,0.18219013941632184,0.15044031934099522,0.0147472297238868,0.022995235986850396,0.014079143041517785,0.007710604359423478,0.008251487583847441,0.0651660044192899,0.015806572343161077,0.0014328054833231282,3533185.193721421,0.0011430655225803089,0.016369450888636297,0.018697948386439928,0.026882815525289865,0.002745472264962993,0.0025744381911531793,0.00219990196829102,0.0013915268057739095,0.0013561762707404194,0.0022052011272978836,0.008238292298107805,0.014886720474195772,0.0007146744337717536,0.043133455279629536,24.79470529689668
t+42,0.17022407270687537,0.15534125009661914,0.014712742321796863,0.022953833983526274,0.014121104749921055,0.0076347061885269725,0.008206703565897774,0.06647855441707459,0.015422881741944333,0.001420120311349146,3479776.7166172503,0.0011443160310263142,0.0163202826594797,0.018557411340881368,0.02705286214231839,0.002736389653953171,0.0025701628728599913,0.002197137094208058,0.0013868133821080748,0.0013567828339199244,0.0022099721066986683,0.008237466603666255,0.014807289295754948,0.0007150867035060883,0.04226218132338517,24.813926876189836
t+43,0.1623383010227134,0.1601498155008978,0.01468426412433774,0.02293545333252706,0.014178153264557295,0.0075843539154920835,0.008187219024100856,0.06793187521281575,0.015161605577477703,0.0014192552382956297,3449222.188883419,0.0011453527279967563,0.01631694425136882,0.01849413015518007,0.02722418652403036,0.002732671607599386,0.0025659774198206232,0.0021955447993506944,0.001384176699342876,0.0013579013486128355,0.002212285060786772,0.00825115599593265,0.014753262003442423,0.0007149732308360993,0.041704970909235715,24.835021239947327
t+44,0.15748409631386948,0.16422225034578056,0.014663309044188147,0.022932949754120344,0.014235311593364965,0.007552820944793689,0.008177837250481068,0.06924236367049447,0.014988043940112477,0.001423112273630827,3432791.047919821,0.001145990890834134,0.01633432714044789,0.018472969747855738,0.027376453892034514,0.0027318572181926465,0.002561643929055696,0.0021944107250380517,0.001382444112543981,0.0013589599975656036,0.002212911334031142,0.008268047718068005,0.014720739472566094,0.000714607361733177,0.04136436363568779,24.850078112640315
t+45,0.1548303526834486,0.16739247953333747,0.014649175554498562,0.02294071678036396,0.014286124614791397,0.00753321367564624,0.008172875621020889,0.07030664992212837,0.01487525671485476,0.001427353866450684,3424701.1142909336,0.0011463931447709792,0.01635926943365171,0.01846740048767939,0.0275039542357497,0.002732635047010272,0.002558553426658366,0.0021934915657591324,0.0013811748586195452,0.0013597866391840629,0.002212598044162766,0.00828416374256964,0.014703450760526978,0.0007142256722739365,0.04116271162403714,24.85652563209003
t+46,0.15335349473818605,0.1697648599029318,0.014640614769387801,0.02295444043052809,0.014329240561305325,0.007520909842021396,0.00817009573690208,0.07111834871460107,0.014803451756492022,0.0014305286585842457,3421289.5461844923,0.0011463560253885225,0.01638492137169725,0.01846844740673256,0.027606006489813782,0.0027338725012750523,0.0025568075330255104,0.0021928159350286126,0.0013802727672184007,0.0013604380409227741,0.0022119369991451775,0.008298263767946372,0.01469629636334216,0.0007137324178105501,0.04104624632360801,24.85539916055723
t+47,0.1525479302656095,0.17146582652357803,0.014636670109979004,0.022969990558776503,0.014364217722619418,0.007513265770887189,0.008168526026494554,0.07170640960357068,0.014758541318680918,0.00143261117531362,3420401.9743502294,0.001146051368659823,0.01640800035324491,0.018472535507909265,0.02768492129031575,0.002735126812370397,0.0025561676747284357,0.0021923464481970905,0.0013796056463804434,0.001360940588314564,0.0022112320553778052,0.008310061325374735,0.014695003263911434,0.0007132133554094207,0.040980564476731915,24.84897774385916
t+48,0.15215745837773123,0.1726555047985853,0.01463573587895959,0.02298452529601651,0.014391160937358986,0.00750826898531645,0.008167582415899958,0.0721201243665905,0.014730902366150945,0.0014337592985356087,3420774.675289949,0.0011456604884161302,0.016427044267106748,0.01847765338370387,0.027744146606593696,0.0027362493558812247,0.0025559498596693505,0.0021919960782748956,0.001379099365539139,0.00136130995333527,0.0022105666788013825,0.008319396715236134,0.014697034746053878,0.000712759337288814,0.04094455080607325,24.839466675961535
