,QV1_AI01,QV2_AI02,SV1_FI05,SV2_FI06,SV3_TI06,SV4_TI01,SV5_PI06,SV6_AT02,SV7_TI02,SV8_TI03,SV9_FT04,SV10_TI04,SV11_TI05,SV12_TI07,SV13_FIC02,SV14_TI08,SV15_TIC12,SV16_TI09,SV17_PI04,SV18_PIC03,SV19_TI10,SV20_PI05,SV21_TI11,SV22_PIC02,SV23_FIC01,SV24_FIC02
t+22,0.00045969908141238014,0.04129875189586364,902.7303291564835,534.2882715605599,0.5914819096498233,0.26611399656940377,0.1541294886716434,0.03827548581210759,0.6091520601756534,0.04247857461781246,137.56084774584303,0.02842341329054756,0.6943384724457433,0.5457942746829202,551.1664687580314,0.07858935217862106,0.08417826760649215,0.05420508734287902,0.016100001512949123,0.015613112513685606,0.054011607009479386,0.15291904381921312,0.8284015081099793,0.008260946790896138,3743.385696038984,9521.472315683917
t+23,0.00042866404283598074,0.04174358231420026,899.7053775594625,533.066555354853,0.5921269468699818,0.2625837597458871,0.15240360920649224,0.038606095369333654,0.589069978901609,0.041469269823978284,135.35618101686694,0.028450801597398427,0.6893327778427322,0.5388857813239277,553.982342268994,0.07807995350319565,0.0841653004648615,0.05410840358038574,0.01600725135471138,0.015608426175091936,0.05423149394573101,0.15222266572237408,0.8230862660350069,0.00827532416438147,3636.7245103335363,9534.503836931302
t+24,0.000407868147869205,0.04263575868342837,896.8672859924142,532.1287360350631,0.5941939648151567,0.2601316170606564,0.15142142372693554,0.03933525970109754,0.5748352669370881,0.041115806844065475,134.41700209631327,0.028482773146144173,0.6873067006337055,0.5356714313321422,557.4297649298169,0.07782577450536671,0.08419766041418424,0.05406340944291402,0.01595874964663356,0.015620771350893093,0.05437472089331404,0.1520110983765286,0.8184209009246518,0.008280230815776484,3564.194265474217,9551.969959948543
t+25,0.0003957879549463399,0.043608789359445364,894.3326301617528,531.6104589503647,0.5967466878101134,0.2584961215480573,0.1508620895067926,0.04015908957806453,0.5651220342589667,0.04110381709448584,134.20712164353833,0.0285099548475588,0.687085940700616,0.5345387316048915,560.8340484544185,0.07772451499282883,0.08423506957531834,0.0540463316335822,0.015933629132503613,0.01563866871266766,0.05445335472674094,0.15203280119205906,0.8150664096638849,0.008279263367697427,3517.29937039127,9569.380607871039
t+26,0.00038957195916842704,0.044480859717282835,892.1374439475608,531.4410589881263,0.5992491314609147,0.25745154112745106,0.1504973061088272,0.040909414869196754,0.5586349775664424,0.04122841098204499,134.35341392829093,0.02852759715749665,0.6877151219125037,0.5344771000111718,563.8367723353592,0.07770780876869388,0.0842645662797271,0.05404017435308445,0.015919154354503605,0.015656054456727204,0.05448997136444672,0.15212548672776433,0.812826056753427,0.008275489656432327,3488.2893331684454,9583.914853892466
t+27,0.0003871154025185833,0.04518437132678227,890.3352347763464,531.4911174906025,0.6014416029292959,0.25678504049067713,0.15021141657817377,0.04152456731010399,0.5543926588588184,0.04135963889566857,134.6541827494189,0.02853683574353141,0.688606236733174,0.5347250019139111,566.3236218274124,0.07773305017969519,0.08428377195394632,0.05403348649338019,0.015908556826127365,0.015669289062339522,0.05449735539137021,0.15220672179281117,0.8113975277452813,0.008270801039058528,3470.833149909934,9594.812169138784
t+28,0.00038637640309572397,0.04572489289320731,888.8108016629668,531.6680378156948,0.6032553106998946,0.2563536452936254,0.1499552905847489,0.04199748982940354,0.5516745766306899,0.04145647454760672,134.99206593894633,0.028539909748074462,0.6894585352227408,0.5350437602001737,568.284182110076,0.07777379162499591,0.08429526360484513,0.05402372464761047,0.015899765512160973,0.015678095216079574,0.05448711682696551,0.15224540203994016,0.810516393792418,0.008266322452236442,3460.6028602570073,9602.414387014842
t+29,0.00038642855301695837,0.04612110548441733,887.5090431423615,531.8897908804225,0.6046653443400765,0.2560760382769812,0.14970795530682726,0.042343253251098646,0.5499659653539105,0.04152020706169121,135.30550009693064,0.02853963930136167,0.6901311142496107,0.5353532064283937,569.7876591448317,0.07781609002073843,0.08430096581702627,0.05401177859626236,0.01589169648352304,0.015683215137783816,0.05446843595621677,0.15223182530693904,0.809957320078084,0.008262653814796453,3454.7447521963813,9607.481684507698
t+30,0.0003868298756807237,0.046404387819726174,886.3553524754371,532.108344257395,0.6057072708101029,0.25588121571701244,0.1494619778975838,0.042588786011588935,0.5489013756448577,0.041556982846909195,135.57215757552098,0.028538661243183865,0.6905793850500648,0.5356177622622702,570.9077082292783,0.0778532183369905,0.08429951028331721,0.05400013744199736,0.015884823644897086,0.01568614189988459,0.05444812290107684,0.15216748026303256,0.8095828202126364,0.008260152064648713,3451.437384079642,9610.31628312827
t+31,0.00038729634863171597,0.04660411645945549,885.2903931936397,532.2913785797698,0.6064467198722706,0.25573819905406014,0.1492142522074984,0.042758729697277516,0.5482457343249821,0.04157542228553691,135.78386809726237,0.028537839813045904,0.6908207226633235,0.5358315249253041,571.7253939100648,0.07788197986137936,0.08429397252369948,0.05398993815392268,0.015879246849369186,0.015687841032752472,0.054429825510308415,0.15206005707632586,0.8092807588286246,0.008258640181490617,3449.5629608689114,9611.411996306335
