plot_type,case,variable,split,n_samples,MAE,RMSE,R2,MAPE
rolling_time_series,R5,B35_H2S,train,1134,0.00041923279729354045,0.0005313288637511899,0.8923586964360335,4.949253873170453
rolling_time_series,R5,B35_H2S,valid,126,0.00037489090589748865,0.00047219089126384565,0.8709622977716722,4.314327099671445
rolling_time_series,R5,B35_H2S,test,126,0.00039980710412518267,0.0004801202544223484,0.4610448781348754,5.253057438578497
rolling_time_series,R5,B35_H2S,all,1386,0.0004134357441513214,0.000521734253985102,0.8887555524278415,4.919151763344002
rolling_time_series,R5,B35_SO2,train,1134,0.00018422911821390308,0.00026079648602133346,0.9525336777094154,11.910629775769046
rolling_time_series,R5,B35_SO2,valid,126,0.00010526010682865019,0.0001525771280766449,0.9820381659142371,8.816548884461882
rolling_time_series,R5,B35_SO2,test,126,0.0002515522163804824,0.00028424748502222475,0.29569938508253013,10.524086758407988
rolling_time_series,R5,B35_SO2,all,1386,0.00018317039883038728,0.0002551665546699141,0.9519770645380008,11.503300329526478
rolling_time_series,R5-1,B35_H2S,train,1134,0.00041346960167960845,0.0005343639633359645,0.9482373107314801,4.4761534367115345
rolling_time_series,R5-1,B35_H2S,valid,126,0.00038740382021264534,0.0004744721300720976,0.36705302289766084,4.422456878387387
rolling_time_series,R5-1,B35_H2S,test,126,0.0007371908418856512,0.0008279353623125351,0.8973049906762918,7.340580750420646
rolling_time_series,R5-1,B35_H2S,all,1386,0.0004405291888377065,0.0005625028787152054,0.9399947985776104,4.731674414473804
rolling_time_series,R5-1,B35_SO2,train,1134,0.00021591798478367625,0.0003024827136561878,0.9675074458536963,11.723395938734853
rolling_time_series,R5-1,B35_SO2,valid,126,0.00032827844005570015,0.00040476376456367473,0.5575805995982785,14.93146359231802
rolling_time_series,R5-1,B35_SO2,test,126,0.00020538434730002115,0.00029338465366779523,0.7018271280695062,15.85030455864334
rolling_time_series,R5-1,B35_SO2,all,1386,0.00022517496821898252,0.0003123765776138025,0.9612668310739195,12.390211963597734
rolling_time_series,R5-2,B35_H2S,train,1134,0.00038887622061966687,0.0005266263108551166,0.888987090479336,4.255976597777618
rolling_time_series,R5-2,B35_H2S,valid,126,0.0004431795934213796,0.0005750598288285028,0.7929962564540505,4.654340910260434
rolling_time_series,R5-2,B35_H2S,test,126,0.0005659293377684773,0.000684454112386906,0.21350740753470698,6.6021523822367865
rolling_time_series,R5-2,B35_H2S,all,1386,0.00040990862879698725,0.0005473231287788897,0.8698027764619699,4.505480242954162
rolling_time_series,R5-2,B35_SO2,train,1134,0.00021321486497180922,0.000272629618003527,0.9610698392176705,15.828235130494283
rolling_time_series,R5-2,B35_SO2,valid,126,0.00011640480271543583,0.00014193487269070797,0.9570018372574091,18.51042200848745
rolling_time_series,R5-2,B35_SO2,test,126,0.0002508297249528186,0.00029307015236744845,0.9270590701988297,16.84344750947116
rolling_time_series,R5-2,B35_SO2,all,1386,0.00020783348294677614,0.0002654289495427677,0.9607349280922087,16.164362335673378
rolling_time_series,R5-6,B35_H2S,train,1249,0.0003965117617630088,0.0005012536380999244,0.9115541195419931,4.8916500238545
rolling_time_series,R5-6,B35_H2S,valid,140,0.00045971256135405296,0.0006269571374117514,0.21442418192456536,5.822172277821522
rolling_time_series,R5-6,B35_H2S,test,140,0.0005147958332491228,0.0006183856387423058,0.8605181788799676,6.088112515194055
rolling_time_series,R5-6,B35_H2S,all,1529,0.000413129081547706,0.0005255937524922294,0.8979275465425041,5.086403368748496
rolling_time_series,R5-6,B35_SO2,train,1249,0.0001788399649905676,0.00024194084060051541,0.9564965523588282,10.909499821106488
rolling_time_series,R5-6,B35_SO2,valid,140,0.00019182370170883964,0.000242390504498883,0.8206606154278459,12.01512864760392
rolling_time_series,R5-6,B35_SO2,test,140,0.00017333072084751744,0.00024249622757162257,0.85820977518192,18.53325021548134
rolling_time_series,R5-6,B35_SO2,all,1529,0.00017952435279994038,0.00024203294528410418,0.9526644826699321,11.708788958400222
rolling_time_series,R5-11,B35_H2S,unknown,96,0.00046529039685691917,0.000531034756423164,-0.018067565794532614,7.267417813441929
rolling_time_series,R5-11,B35_H2S,all,96,0.00046529039685691917,0.000531034756423164,-0.018067565794532614,7.267417813441929
rolling_time_series,R5-11,B35_SO2,unknown,96,0.0010467853267677153,0.001159314161000219,0.09249500625320695,17.20922873118418
rolling_time_series,R5-11,B35_SO2,all,96,0.0010467853267677153,0.001159314161000219,0.09249500625320695,17.20922873118418
rolling_time_series,R5-12,B35_H2S,unknown,126,0.002789763033939488,0.003147551565571811,-5.706555348463211,17.319303445250544
rolling_time_series,R5-12,B35_H2S,all,126,0.002789763033939488,0.003147551565571811,-5.706555348463211,17.319303445250544
rolling_time_series,R5-12,B35_SO2,unknown,126,0.0005796976589275019,0.0006688106727606156,0.8738118354075064,40.74272640606545
rolling_time_series,R5-12,B35_SO2,all,126,0.0005796976589275019,0.0006688106727606156,0.8738118354075064,40.74272640606545
