Variable,MAE,RMSE,R2,MAPE
B35_H2S,0.0003980717412534786,0.0010339682379635333,0.9893630622336981,2.908667798708587
B35_SO2,0.00022519383557046422,0.0003299136527613286,0.9946392214722461,9698.052523089327
