Variable,MAE,RMSE,R2,MAPE
HEATER1_output_T_PV,0.7666283478897177,0.9422210819475928,0.9587128655441798,0.33934374147601687
B35_H2S,0.000492078054029668,0.0006095304624903355,-0.11156354079193487,6.163284651881149
B35_SO2,0.00044139743587808775,0.0005676143015352337,0.5684774502996808,14.358876069862536
