plot_type,case,horizon,variable,split,n_samples,MAE,RMSE,R2,MAPE
parity,R5,1,B35_H2S,train,1117,0.0003212788894247196,0.0004087822491024479,0.9369911014560901,3.7424605625803005
parity,R5,1,B35_H2S,valid,109,0.00033725784156150146,0.00043318395934255474,0.8884454151536536,3.8704815256864284
parity,R5,1,B35_H2S,test,109,0.00025583656306316733,0.000311620369864548,0.7904148564538485,3.419054899299667
parity,R5,1,B35_H2S,all,1335,0.0003172403068101129,0.00040381359013290976,0.9351044616443601,3.7265078042888984
parity,R5,1,B35_SO2,train,1117,0.0001310068551587525,0.00018177545581848424,0.9769614552164482,9.277701607160836
parity,R5,1,B35_SO2,valid,109,8.980649074500973e-05,0.00011676689530095422,0.9843976530911238,11.922709623741454
parity,R5,1,B35_SO2,test,109,0.00011886369010399147,0.0001445702039602573,0.8403460058706229,4.98124631959429
parity,R5,1,B35_SO2,all,1335,0.00012665146586132413,0.00017454614874589297,0.9775100871005193,9.14286433934251
parity,R5-1,1,B35_H2S,train,1117,0.00031951003472376673,0.0004021881507530575,0.9704746381909041,3.506764259304264
parity,R5-1,1,B35_H2S,valid,109,0.00023026145660173886,0.00029339420037707517,0.7796832403915077,2.6326350361821436
parity,R5-1,1,B35_H2S,test,109,0.0006576207353117134,0.0007401209636830231,0.9156147806758287,6.305851736282325
parity,R5-1,1,B35_H2S,all,1335,0.0003398291143857781,0.00043254436871607713,0.9650061724106377,3.663933135461791
parity,R5-1,1,B35_SO2,train,1117,0.00019970274746221154,0.0002863303387342594,0.9712069514866489,10.002372467721948
parity,R5-1,1,B35_SO2,valid,109,0.0001844689689320426,0.0002296531263027446,0.7563129873410426,8.3674214488822
parity,R5-1,1,B35_SO2,test,109,0.00011251036354629156,0.0001496734035658645,0.9157548625237574,12.002943706377547
parity,R5-1,1,B35_SO2,all,1335,0.00019133986228871063,0.0002733724298715992,0.9710067220942343,10.032224605519644
parity,R5-2,1,B35_H2S,train,1117,0.000291252762317366,0.00038192935069429726,0.9399158936400703,3.199486708679406
parity,R5-2,1,B35_H2S,valid,109,0.0003816348238689707,0.00047309527117196784,0.873188836349563,4.085961665630473
parity,R5-2,1,B35_H2S,test,109,0.0003213440215952102,0.0004146762553448005,0.6613987219644495,3.7926551640460633
parity,R5-2,1,B35_H2S,all,1335,0.00030108916079707383,0.0003928922385465311,0.9327465353512543,3.320296545340553
parity,R5-2,1,B35_SO2,train,1117,0.00016518079998608393,0.00022383426253042116,0.9741217844796657,12.789930277296433
parity,R5-2,1,B35_SO2,valid,109,0.0001232116477848142,0.00014655310452523802,0.9563673295630766,20.993389674399754
parity,R5-2,1,B35_SO2,test,109,0.0001493777196778065,0.00017799403203568544,0.9466469481283132,10.7724470093854
parity,R5-2,1,B35_SO2,all,1335,0.00016046381620815086,0.00021508310558413613,0.9742816884454027,13.295002485597527
parity,R5-6,1,B35_H2S,train,1232,0.00031828548425421834,0.0003949437094349627,0.9456268003623305,3.8965401954537486
parity,R5-6,1,B35_H2S,valid,123,0.000391808285208716,0.00047598065526736135,0.5913037158292558,4.9317855820518215
parity,R5-6,1,B35_H2S,test,123,0.00047813173080125455,0.0005811917984420873,0.8615007764039563,5.577213722249108
parity,R5-6,1,B35_H2S,all,1478,0.00033770658901923097,0.0004206943972819331,0.9340618002343544,4.122560510979725
parity,R5-6,1,B35_SO2,train,1232,0.00014682573433361974,0.00020094696342757087,0.9701257149532302,9.030431449514872
parity,R5-6,1,B35_SO2,valid,123,0.00014082154186920116,0.00017867879695831668,0.8779743386859264,10.122866703908477
parity,R5-6,1,B35_SO2,test,123,0.00013194225464341661,0.00017120253507492745,0.9321786468817403,17.022685174672045
parity,R5-6,1,B35_SO2,all,1478,0.00014508745038570466,0.00019686282441982853,0.968893850263668,9.786464429545145
parity,R5-11,1,B35_H2S,unknown,79,0.00041763393002402214,0.00045272536745255115,0.1551608005698677,6.708888505670642
parity,R5-11,1,B35_H2S,all,79,0.00041763393002402214,0.00045272536745255115,0.1551608005698677,6.708888505670642
parity,R5-11,1,B35_SO2,unknown,79,0.00042695533492490223,0.0005394281077873864,0.8282282566370935,7.8456502456278985
parity,R5-11,1,B35_SO2,all,79,0.00042695533492490223,0.0005394281077873864,0.8282282566370935,7.8456502456278985
parity,R5-12,1,B35_H2S,unknown,109,0.002066178265760273,0.0025344625902170843,-3.0013038390078215,12.515771406246301
parity,R5-12,1,B35_H2S,all,109,0.002066178265760273,0.0025344625902170843,-3.0013038390078215,12.515771406246301
parity,R5-12,1,B35_SO2,unknown,109,0.000915512573689355,0.0013447507874643305,0.5426512786997687,25.53623514208875
parity,R5-12,1,B35_SO2,all,109,0.000915512573689355,0.0013447507874643305,0.5426512786997687,25.53623514208875
parity,R5,18,B35_H2S,train,1117,0.0004284831406710424,0.0005397748420568482,0.890393701126804,5.0296879580515546
parity,R5,18,B35_H2S,valid,109,0.00037724142998233484,0.00047908040997167586,0.8726715081129892,4.438592549587663
parity,R5,18,B35_H2S,test,109,0.00039608186788280485,0.00045350260302442537,0.5654960726719567,5.233109182264562
parity,R5,18,B35_H2S,all,1335,0.00042165386336843043,0.0005284990717906769,0.8880009964696948,4.99803515948725
parity,R5,18,B35_SO2,train,1117,0.0001701390620089004,0.00024204785401745957,0.9596344334266612,11.572416845026806
parity,R5,18,B35_SO2,valid,109,0.00013658027576984058,0.00017783537549192775,0.976615451576472,12.520050192599136
parity,R5,18,B35_SO2,test,109,0.00020380363284562385,0.00023791598138449047,0.4165448438560744,8.615580184779912
parity,R5,18,B35_SO2,all,1335,0.0001701476991033913,0.0002371157371473442,0.9589035900390765,11.40836953335525
parity,R5-1,18,B35_H2S,train,1117,0.00043902639031123886,0.0005372657784579302,0.9483165139719906,4.787399198839842
parity,R5-1,18,B35_H2S,valid,109,0.0002783301809517294,0.00036098354326539426,0.4398585956096418,3.2422449553475423
parity,R5-1,18,B35_H2S,test,109,0.0007443963565886775,0.0008702895506881248,0.899544501744382,7.284837034940139
parity,R5-1,18,B35_H2S,all,1335,0.00045083870454648545,0.0005603555682271176,0.9418988341862427,4.865151192543416
parity,R5-1,18,B35_SO2,train,1117,0.00024521749805239435,0.0003494029682806928,0.957255908635103,12.393942380067664
parity,R5-1,18,B35_SO2,valid,109,0.00024506840959223023,0.00031422284901814443,0.7634915895680467,10.881022709830543
parity,R5-1,18,B35_SO2,test,109,0.0001365216302094517,0.00018097419545592313,0.8889183862650608,12.73008550269698
parity,R5-1,18,B35_SO2,all,1335,0.00023633053158270253,0.00033598001746450623,0.9561859968973092,12.297860999027026
parity,R5-2,18,B35_H2S,train,1117,0.00037333360749829207,0.0005143610033837671,0.893583340418273,4.0913970194816365
parity,R5-2,18,B35_H2S,valid,109,0.0005804739313608922,0.0007143582974143434,0.5093288327152826,6.01734279458797
parity,R5-2,18,B35_H2S,test,109,0.0003747283989239633,0.0005023375151003154,0.6275931990597973,4.2941887999704305
parity,R5-2,18,B35_H2S,all,1335,0.00039036007009486255,0.0005325724029935124,0.8754068711778173,4.26520405585607
parity,R5-2,18,B35_SO2,train,1117,0.00020100531361389929,0.00027429631689729263,0.961120270392889,16.135668496198587
parity,R5-2,18,B35_SO2,valid,109,0.00016328705674263522,0.00018611715102831143,0.8551544857990397,30.63667526214798
parity,R5-2,18,B35_SO2,test,109,0.00028683318098216,0.00038246962511618367,0.8889350715876188,15.798222869247974
parity,R5-2,18,B35_SO2,all,1335,0.00020493336420878517,0.0002787907739344867,0.9581055025593872,17.292094087322834
parity,R5-6,18,B35_H2S,train,1232,0.0004326159680227879,0.000533858662258233,0.9008179749703364,5.313557494047856
parity,R5-6,18,B35_H2S,valid,123,0.0004212388755553743,0.0005605607100851738,-0.2995477753417035,5.4963698858645795
parity,R5-6,18,B35_H2S,test,123,0.0006051558580503801,0.0007166486851591323,0.7895729205205856,6.509080527547718
parity,R5-6,18,B35_H2S,all,1478,0.0004460280276302994,0.0005535879564089884,0.8891376473440747,5.428263351499778
parity,R5-6,18,B35_SO2,train,1232,0.00018588376726076214,0.00025195068109483404,0.9534331192075287,11.637802363536073
parity,R5-6,18,B35_SO2,valid,123,0.00018324724545934343,0.00023403989285135347,0.8175645006828988,11.03380782875419
