plot_type,case,horizon,variable,split,n_samples,MAE,RMSE,R2,MAPE
parity,R5,1,B35_H2S,train,1117,0.00032466574411635395,0.000425096158717182,0.9318615592150475,3.7087688089803414
parity,R5,1,B35_H2S,valid,109,0.00037454476260107006,0.000472819530201938,0.8670973913022995,4.271251819808299
parity,R5,1,B35_H2S,test,109,0.00029925433550017586,0.00035936900291412717,0.7212659363855218,3.9811127595231337
parity,R5,1,B35_H2S,all,1335,0.00032666347406067655,0.0004242589587598929,0.9283666896416348,3.776930710695256
parity,R5,1,B35_SO2,train,1117,0.0001358194378433916,0.00017903179232727913,0.9776516801707215,11.039799701647434
parity,R5,1,B35_SO2,valid,109,9.366166638567893e-05,0.00012673912225539584,0.9816188849182841,12.480135442553559
parity,R5,1,B35_SO2,test,109,0.00026603771966059257,0.0003076981621572764,0.2767773732524905,11.35002418639753
parity,R5,1,B35_SO2,all,1335,0.00014300939711618877,0.00018936771696094365,0.9735284654228553,11.182729338049327
parity,R5-1,1,B35_H2S,train,1117,0.0003372013152395279,0.0004311030848897202,0.9660766333090128,3.6555347761302452
parity,R5-1,1,B35_H2S,valid,109,0.000344255031116687,0.0004092971575154946,0.5712324170046075,3.9759278129106095
parity,R5-1,1,B35_H2S,test,109,0.0007491941810750281,0.0008599327604634639,0.88608262708728,7.205583820171094
parity,R5-1,1,B35_H2S,all,1335,0.0003714156054317974,0.00047912078714163283,0.9570641415730996,3.971548399208532
parity,R5-1,1,B35_SO2,train,1117,0.00021905212446201802,0.00033015531393080876,0.9617184513612256,11.34294741646024
parity,R5-1,1,B35_SO2,valid,109,0.0002030998448931411,0.00025502840489918354,0.6994859584169565,9.977076990841322
parity,R5-1,1,B35_SO2,test,109,0.00013053872945868275,0.0001775614659294307,0.8814359521859103,13.662494799796999
parity,R5-1,1,B35_SO2,all,1335,0.00021052271732466138,0.0003147815266187197,0.9615579652583935,11.420813175554805
parity,R5-2,1,B35_H2S,train,1117,0.0003120765566121561,0.0004118287460800054,0.9301402781290904,3.406665100482018
parity,R5-2,1,B35_H2S,valid,109,0.0003982744137721214,0.000489631038030026,0.864169232685979,4.282489500662335
parity,R5-2,1,B35_H2S,test,109,0.0003821068987464,0.0004892483403754098,0.5286657719897518,4.488321655914009
parity,R5-2,1,B35_H2S,all,1335,0.0003248322672661402,0.00042547055149698475,0.9211309198253148,3.5664893882436224
parity,R5-2,1,B35_SO2,train,1117,0.00018952204208296487,0.0002889023711197292,0.9568894654775439,13.607877695626188
parity,R5-2,1,B35_SO2,valid,109,0.00013153787717847044,0.00016132428777164103,0.9471285451380634,21.761104238965565
parity,R5-2,1,B35_SO2,test,109,0.00023740921927428515,0.00027820189643537873,0.8696627489996216,16.896906652777176
parity,R5-2,1,B35_SO2,all,1335,0.00018869764383522256,0.0002797844467152162,0.9564811918886845,14.542114287051994
parity,R5-6,1,B35_H2S,train,1232,0.00031963346845719366,0.0004090191034618849,0.9416821273324179,3.8534555934661365
parity,R5-6,1,B35_H2S,valid,123,0.0003928418842252098,0.0005025332888215106,0.5444335268222958,4.9582279350628164
parity,R5-6,1,B35_H2S,test,123,0.0004917071145317266,0.0005871346013642308,0.8586539308726041,5.794164477829518
parity,R5-6,1,B35_H2S,all,1478,0.00034004598104625565,0.00043492121623261336,0.9295266661129307,4.1069022719458985
parity,R5-6,1,B35_SO2,train,1232,0.00014588008928292085,0.0001989195654136888,0.9707254904156781,9.74008419684959
parity,R5-6,1,B35_SO2,valid,123,0.0001756404372911801,0.0002139683704828664,0.8250136030050856,12.627250829859173
parity,R5-6,1,B35_SO2,test,123,0.0001472108847122085,0.0001897350024710149,0.9167007708578312,18.388773974825863
parity,R5-6,1,B35_SO2,all,1478,0.00014846751190999681,0.0001994718426603301,0.9680638886400023,10.700104723609575
parity,R5-11,1,B35_H2S,unknown,79,0.00024004234194139232,0.0002885703468407341,0.6567521706911179,3.784456893239896
parity,R5-11,1,B35_H2S,all,79,0.00024004234194139232,0.0002885703468407341,0.6567521706911179,3.784456893239896
parity,R5-11,1,B35_SO2,unknown,79,0.0008010976057485242,0.0009583672207400251,0.45781377336118856,12.671916717915762
parity,R5-11,1,B35_SO2,all,79,0.0008010976057485242,0.0009583672207400251,0.45781377336118856,12.671916717915762
parity,R5-12,1,B35_H2S,unknown,109,0.0017510388005550286,0.0022495652497154443,-2.1522956997113383,10.614126914337303
parity,R5-12,1,B35_H2S,all,109,0.0017510388005550286,0.0022495652497154443,-2.1522956997113383,10.614126914337303
parity,R5-12,1,B35_SO2,unknown,109,0.0010982700176830425,0.0015563881709055203,0.38736797248674326,35.919054480339355
parity,R5-12,1,B35_SO2,all,109,0.0010982700176830425,0.0015563881709055203,0.38736797248674326,35.919054480339355
parity,R5,18,B35_H2S,train,1117,0.0004331896457689373,0.0005617221986212697,0.8812992647495037,4.9417833814592385
parity,R5,18,B35_H2S,valid,109,0.0003970771867358028,0.0005266173017441669,0.8461494627313205,4.655267707129379
parity,R5,18,B35_H2S,test,109,0.0004469577556368343,0.0005103931845069528,0.4496437906179709,5.877817024195396
parity,R5,18,B35_H2S,all,1335,0.0004313652756872812,0.0005549047181738215,0.8765296907431637,4.994815185621251
parity,R5,18,B35_SO2,train,1117,0.00017623417113204413,0.0002288142696843385,0.9639276206272095,14.686556028378092
parity,R5,18,B35_SO2,valid,109,0.00016745647094441751,0.00022273147228487505,0.9633177597592524,14.31608482087792
parity,R5,18,B35_SO2,test,109,0.00037829623521178947,0.00044282075042952057,-1.0212320593364748,16.45558977875668
parity,R5,18,B35_SO2,all,1335,0.00019201544129252422,0.0002527198368995945,0.9533166737001371,14.800745779070038
parity,R5-1,18,B35_H2S,train,1117,0.0004363670511969263,0.0005530337652273685,0.9452383232938197,4.712913179928268
parity,R5-1,18,B35_H2S,valid,109,0.0005173360871168192,0.0006124007109884835,-0.612108401980189,5.975348265892458
parity,R5-1,18,B35_H2S,test,109,0.0008207899537768568,0.0009654724705807073,0.8763694038118294,8.395356894034178
parity,R5-1,18,B35_H2S,all,1335,0.00047436534430290436,0.000602188322497978,0.9329000615149132,5.116652347874067
parity,R5-1,18,B35_SO2,train,1117,0.00027744335517436544,0.0004298619997571221,0.9353034654112895,13.558772008977925
parity,R5-1,18,B35_SO2,valid,109,0.0002684309243367122,0.0003257869862047586,0.7457631321610334,13.089680321970038
parity,R5-1,18,B35_SO2,test,109,0.00016672470587992486,0.00022872700771168635,0.8225631708193902,13.074911315321131
parity,R5-1,18,B35_SO2,all,1335,0.00026766755911863645,0.00040932222663251207,0.9349695597912279,13.480965410107176
parity,R5-2,18,B35_H2S,train,1117,0.0003985206967917569,0.0005508459076529352,0.8779511175138736,4.328732932506892
parity,R5-2,18,B35_H2S,valid,109,0.0005288939339908136,0.0006566663499041122,0.5853822641753041,5.502550041534508
parity,R5-2,18,B35_H2S,test,109,0.0004685365490294227,0.000593760219898006,0.47970629272880705,5.356511398322916
parity,R5-2,18,B35_H2S,all,1335,0.00041488205315775146,0.0005638037699119513,0.8603655024841452,4.508488676070903
parity,R5-2,18,B35_SO2,train,1117,0.00023649013002096205,0.00036724647688660735,0.930305491470259,17.165211320953265
parity,R5-2,18,B35_SO2,valid,109,0.00015632619173904582,0.00018969568899652385,0.849530949517617,28.964392410646212
parity,R5-2,18,B35_SO2,test,109,0.0003646428594426025,0.0004625961731810656,0.8375247880405893,20.799658285306084
parity,R5-2,18,B35_SO2,all,1335,0.00024040831596420544,0.00036504327000911745,0.9281728090219262,18.425335259448392
parity,R5-6,18,B35_H2S,train,1232,0.00041435166775736457,0.0005238139146004538,0.9045151555112019,4.990167862428549
parity,R5-6,18,B35_H2S,valid,123,0.00039983572727527404,0.0005779864953038984,-0.3815999960139891,5.2286611369800315
parity,R5-6,18,B35_H2S,test,123,0.0006396524015232169,0.000754602036910906,0.7666945106939296,6.888472494928031
parity,R5-6,18,B35_H2S,all,1478,0.0004318932980509389,0.0005512729798555641,0.8900629100119173,5.167993398671626
parity,R5-6,18,B35_SO2,train,1232,0.00018391469309657693,0.0002519132270434969,0.9534469630971277,12.000872172135733
parity,R5-6,18,B35_SO2,valid,123,0.00021980902608668293,0.00026225179185752234,0.7709309066516419,13.912140523641028
parity,R5-6,18,B35_SO2,test,123,0.00013939101480806338,0.00017106650845065115,0.9034178088620812,23.951222144285246
parity,R5-6,18,B35_SO2,all,1478,0.00018319655407647944,0.0002470967376613236,0.9519834659870858,13.15444392708129
parity,R5-11,18,B35_H2S,unknown,79,0.00021608588711048476,0.00025920976593641086,0.6451765751363268,3.4810725457822342
parity,R5-11,18,B35_H2S,all,79,0.00021608588711048476,0.00025920976593641086,0.6451765751363268,3.4810725457822342
parity,R5-11,18,B35_SO2,unknown,79,0.002092497327142114,0.0023412822306962213,-42.73474097525522,31.159358457494868
parity,R5-11,18,B35_SO2,all,79,0.002092497327142114,0.0023412822306962213,-42.73474097525522,31.159358457494868
parity,R5-12,18,B35_H2S,unknown,109,0.0017546202063929881,0.002238228618325819,-2.7033088586678904,10.82335022846648
