MAE,RMSE,R2,MAPE,Variable
0.2702034157705968,0.38427730000158367,0.994647742750395,0.21838153541964217,air
2.137427919660874,2.760834417771866,0.9954769512821643,0.9910229067424442,second_air2
0.3076211622230121,0.39257438506046693,0.9949788604754336,1.0585130652326977,COG
0.08636544680644836,0.11671823204382825,0.8510515390714645,0.014394458042194134,burner_input_T_PV
1.4882598284088069e-05,1.9877759190190023e-05,0.951685034158385,0.0009174547910608503,burner_inputP
0.15238151215189993,0.2163894656798004,0.7264145129003006,0.012494989514085113,burner_output_T_PV
1.4878260447707555e-05,1.973099273600533e-05,0.9513971564639703,0.0009171644428229414,burner_output_P_PV
0.38970916674107103,0.5836191012597094,0.9975048616565804,0.14003219867969469,fur_F
2.2279242174553575,2.9659654699039946,0.9409109970350404,1.623697183842781,fur_inputT
1.3031709672476686e-05,1.658358140481393e-05,0.9918752241085519,0.0008289814218638784,fur_inputP
1.5089619022806597,2.0105179105441233,0.9729969281815927,0.16252641727530417,fur_temp
1.449119411935586,1.9497404944622323,0.9797499492853894,0.15614385430529013,fur_outputT
1.1449962440120488e-05,1.4834499835776078e-05,0.9894820107500292,0.0007286865202493777,fur_outputP_PV
0.44931584409476755,0.6458160136433053,0.9968926105461516,0.1636980387665344,WHB_F
1.5377786486657752,2.0182894208771285,0.9783010194812731,0.16555068740585782,WHB_inputT
5.4506301607973286e-05,7.276487674767477e-05,0.9923389611146841,0.003582883375734811,WHB_inputP
2.3177428840937955,2.9162303014898123,0.9934405349188065,1.160962196553768,WHB_outputT
5.095745055012055e-05,6.812609611198494e-05,0.993184255364745,0.003349868099702209,WHB_outputP
0.4113640849768764,0.631784279161736,0.9970261730121792,0.15007999359175092,SEP1_F
5.794870865655251e-05,7.563442439961957e-05,0.9913823542473092,0.0038103872764927446,SEP1_P_PV
0.1816428849231309,0.2332994796586668,0.990788415898351,0.1523705026925196,SEP1_T
0.5135515629041384,0.7359471158300029,0.9971399120146953,0.20037267448819088,HEATER1_F
0.18694889272246518,0.23659271332254125,0.9905265209223073,0.15641453615345666,HEATER1_input_T
5.224493061123449e-05,6.892326009967927e-05,0.9946385380036014,0.003677655521072974,HEATER1_input_P
0.2053854910712414,0.2802623797694755,0.9973735790225576,0.09004028518439454,HEATER1_output_T_PV
3.8176383144586304e-05,5.1550163262766824e-05,0.9965037141798403,0.0026886685598290824,HEATER1_output_P
0.47850051875445915,0.6517149062210564,0.9977571435038755,0.18757737135063143,cat1_F
0.1901759713759672,0.2785596715054912,0.997405395237117,0.08315570461045038,cat1_input_temp
0.6002458213305851,0.7554833450534362,0.9929519812614686,0.2251064883022372,cat1_output_temp
3.920525316340453e-05,5.522645884072502e-05,0.9958619778825206,0.0027613510260554946,cat1_input_P
1.4501835843457841e-05,1.8687352612405345e-05,0.9898945411223418,0.0010274348128372446,cat1_output_P_PV
0.5110660183238829,0.7167216816384699,0.9973172025282782,0.20161739027869252,SEP2_F
4.5428550613974573e-05,5.994878616173058e-05,0.9944181853371432,0.0033370423625694893,SEP2_P_PV
0.25313161573145493,0.31571887080017974,0.9861016887684749,0.564281885080202,SEP2_T
0.4471189215121346,0.590202601112676,0.995056242233461,0.2678041817751076,HEATER2_F
0.26064823753429467,0.32072153507802886,0.9856577529887058,0.5830971008659708,HEATER2_input_T
5.438895612543286e-05,7.055352832226959e-05,0.9948155538544868,0.004315252147294534,HEATER2_input_P
0.7460194041068529,1.0990512904712988,0.9914734178855259,0.4957925519542136,HEATER2_output_T_PV
0.3993035166227777,0.5245215833511355,0.996095353950606,0.2382905190278472,cat2_F
0.6828237209747424,1.0428806139861129,0.9923227046810571,0.4557165873471737,cat2_input_temp
1.0361195228921154,1.4379752613325059,0.9860211773144602,0.49137066550963215,cat2_output_temp
5.7620160735926475e-05,7.466880806291904e-05,0.9939082666210914,0.004572414965296066,cat2_input_P
1.4191349882677273e-05,1.8712345013984687e-05,0.9894305876628259,0.0011338485958140073,cat2_output_P_PV
0.38010098099290857,0.49292017789710824,0.9964655282437929,0.22988070816151343,SEP3_F
4.150101179233913e-05,5.4295149359063516e-05,0.9945142306653545,0.003455784158770388,SEP3_P_PV
3.0207824210484455,3.7417335029876444,0.8601691381708484,3.0180845161649033,SEP3_T
0.0004198921003736667,0.0005774845569151474,0.8665098784592876,4.515151817828935,B35_H2S
0.0002476711502061669,0.00039309065859202544,0.9190670121116057,18.219845357127397,B35_SO2
