epoch,kci_percent
1,75.10222626079054
2,72.17214961694457
3,72.33318202451203
4,72.8467815049864
5,76.64429530201342
6,80.51948051948052
7,81.05381165919282
8,82.09959623149395
9,81.78928247048138
10,80.96526838069464
11,83.90287769784173
12,83.93263541192535
13,87.15555555555555
14,87.52803947958726
15,88.32067887449755
16,87.9302536231884
17,91.33928571428571
18,90.74157303370787
19,91.45413870246085
20,92.2648238965671
21,92.41112123974476
22,92.10407239819004
23,92.24647567075944
24,92.60985352862849
25,91.88645507375949
26,92.90220820189275
27,93.44716197508076
28,92.5925925925926
29,93.60544217687075
30,92.97297297297298
31,93.1322505800464
32,93.17673378076063
33,93.23899371069182
34,93.85098743267505
35,93.74152733845459
36,94.36429215509467
37,94.41736818785999
38,93.62943023777478
39,93.00904977375566
40,93.27052489905788
41,92.44733303451366
42,93.10816978548608
43,92.43243243243244
44,93.23034984098138
45,92.76868642193719
46,94.35920577617328
47,92.92560474669101
48,93.29004329004329
49,93.50411710887465
50,92.6774483378257
51,93.25740318906605
52,93.64937388193202
53,93.3348095659876
54,93.06974677920924
55,93.76712328767123
56,93.7814357567444
57,93.26096788783356
58,93.75
59,93.36941813261164
60,93.7074057246706
61,93.5759209344115
62,92.98917944093779
63,93.20106999554169
64,93.39919173776381
65,93.27140915269597
66,93.74439461883408
67,93.3915770609319
68,93.76134301270417
69,94.16333777185974
70,93.48519362186788
71,94.17670682730925
72,93.60018091361376
73,93.93732970027247
74,93.47140927510131
75,93.55416293643688
76,93.67319071461083
77,93.7984496124031
78,93.55275022542831
79,93.53756708407872
80,94.02917046490428
81,93.84203480589022
82,93.39067451335445
83,93.71669626998224
84,93.978590544157
85,94.13870246085011
86,94.42953020134229
87,93.23583180987202
88,94.02023919043239
89,94.46460980036298
90,93.18788958147817
91,94.54545454545455
92,93.95777178796047
93,94.37669376693766
94,93.88489208633094
95,93.896484375
96,94.03649310191366
97,93.62722704431246
98,93.82716049382715
99,94.12431941923775
100,93.61750112764999
101,94.04761904761905
102,93.38565022421524
103,94.00457665903889
104,93.79775280898876
105,94.51714801444044
106,93.49575324094769
107,93.97727272727273
108,93.90519187358916
109,94.54177897574124
110,93.2078935291418
111,93.71111111111111
112,94.60252935862692
113,94.34604904632153
114,93.32298136645963
115,94.713059195662
116,93.50561797752809
117,93.17039744175423
118,94.2773788150808
119,93.81818181818183
120,94.02985074626866
