epoch,ss_loss,ss_weight,weighted_ss_loss
1,2.356310248374939,0.001,0.002356310248374939
2,1.833542037010193,0.001,0.001833542037010193
3,1.9585428595542909,0.001,0.0019585428595542908
4,1.8030270218849183,0.001,0.0018030270218849184
5,1.6920654773712158,0.001,0.0016920654773712159
6,1.5499169826507568,0.001,0.001549916982650757
7,1.3269142746925353,0.001,0.0013269142746925354
8,1.3738594055175781,0.001,0.0013738594055175781
9,1.33182635307312,0.001,0.0013318263530731201
10,1.342794793844223,0.001,0.001342794793844223
11,1.29896622300148,0.001,0.00129896622300148
12,1.2163316547870635,0.001,0.0012163316547870635
13,1.102491569519043,0.001,0.001102491569519043
14,1.228355985879898,0.001,0.001228355985879898
15,1.1046500742435454,0.001,0.0011046500742435455
16,1.2689025104045868,0.001,0.0012689025104045868
17,1.0268840551376344,0.001,0.0010268840551376343
18,1.182157188653946,0.001,0.0011821571886539458
19,1.0426965236663819,0.001,0.0010426965236663818
20,1.1033533453941344,0.001,0.0011033533453941344
21,1.065097850561142,0.001,0.001065097850561142
22,1.0129164516925813,0.001,0.0010129164516925813
23,0.9895348370075225,0.001,0.0009895348370075226
24,0.8543176233768464,0.001,0.0008543176233768464
25,0.8552933156490325,0.001,0.0008552933156490325
26,0.9960043430328369,0.001,0.000996004343032837
27,0.9271563291549683,0.001,0.0009271563291549683
28,0.9281661093235016,0.001,0.0009281661093235017
29,0.9697517812252044,0.001,0.0009697517812252045
30,0.879959511756897,0.001,0.000879959511756897
31,0.8815037250518799,0.001,0.0008815037250518799
32,0.8315749228000641,0.001,0.0008315749228000641
33,0.8035354673862457,0.001,0.0008035354673862457
34,0.8318784952163696,0.001,0.0008318784952163696
35,0.7722872138023377,0.001,0.0007722872138023377
36,0.7402760505676269,0.001,0.0007402760505676269
37,0.7792816996574402,0.001,0.0007792816996574402
38,0.9375095665454865,0.001,0.0009375095665454865
39,0.8899678707122802,0.001,0.0008899678707122802
40,0.9026408016681671,0.001,0.0009026408016681671
41,0.8477758169174194,0.001,0.0008477758169174195
42,0.8125173807144165,0.001,0.0008125173807144165
43,0.8181958377361298,0.001,0.0008181958377361298
44,0.8036648988723755,0.001,0.0008036648988723755
45,0.8670459091663361,0.001,0.0008670459091663361
46,0.7924761056900025,0.001,0.0007924761056900025
47,0.8431594669818878,0.001,0.0008431594669818878
48,0.8302795886993408,0.001,0.0008302795886993409
49,0.8713660359382629,0.001,0.0008713660359382629
50,0.7306792557239532,0.001,0.0007306792557239532
51,0.7570442736148835,0.001,0.0007570442736148835
52,0.6815370291471481,0.001,0.0006815370291471481
53,0.6758290976285934,0.001,0.0006758290976285934
54,0.7291094481945037,0.001,0.0007291094481945038
55,0.862127286195755,0.001,0.000862127286195755
56,0.8089173197746277,0.001,0.0008089173197746277
57,0.7922711879014969,0.001,0.0007922711879014969
58,0.818786758184433,0.001,0.000818786758184433
59,0.7922527134418488,0.001,0.0007922527134418488
60,0.8665580779314042,0.001,0.0008665580779314042
61,0.8305567622184753,0.001,0.0008305567622184753
62,0.7872572988271713,0.001,0.0007872572988271713
63,0.7293144702911377,0.001,0.0007293144702911377
64,0.6974835664033889,0.001,0.000697483566403389
65,0.8261406660079956,0.001,0.0008261406660079957
66,0.7097307205200195,0.001,0.0007097307205200195
67,0.7880909860134124,0.001,0.0007880909860134125
68,0.7101497650146484,0.001,0.0007101497650146485
69,0.7231169164180755,0.001,0.0007231169164180755
70,0.82060866355896,0.001,0.0008206086635589601
71,0.7116876840591431,0.001,0.0007116876840591431
72,0.7329977512359619,0.001,0.0007329977512359619
73,0.6874059349298477,0.001,0.0006874059349298477
74,0.7532537311315537,0.001,0.0007532537311315537
75,0.7392013728618622,0.001,0.0007392013728618621
76,0.789887684583664,0.001,0.000789887684583664
77,0.6753974378108978,0.001,0.0006753974378108978
78,0.7137613415718078,0.001,0.0007137613415718079
79,0.6456039518117904,0.001,0.0006456039518117904
80,0.769348931312561,0.001,0.000769348931312561
81,0.7091533601284027,0.001,0.0007091533601284027
82,0.7488779962062836,0.001,0.0007488779962062836
83,0.7338172614574432,0.001,0.0007338172614574433
84,0.6893707334995269,0.001,0.000689370733499527
85,0.7627097189426422,0.001,0.0007627097189426422
86,0.6748236000537873,0.001,0.0006748236000537873
87,0.7617559611797333,0.001,0.0007617559611797334
88,0.7337494313716888,0.001,0.0007337494313716888
89,0.6811725199222565,0.001,0.0006811725199222565
90,0.7434778451919556,0.001,0.0007434778451919556
91,0.7853313952684402,0.001,0.0007853313952684403
92,0.7104607313871384,0.001,0.0007104607313871384
93,0.8015083014965058,0.001,0.0008015083014965058
94,0.660724887251854,0.001,0.000660724887251854
95,0.6826718270778656,0.001,0.0006826718270778655
96,0.7219679594039917,0.001,0.0007219679594039917
97,0.7457280874252319,0.001,0.000745728087425232
98,0.7582640230655671,0.001,0.0007582640230655671
99,0.641978132724762,0.001,0.000641978132724762
100,0.557246646285057,0.001,0.000557246646285057
101,0.6580629259347915,0.001,0.0006580629259347916
102,0.6062177270650864,0.001,0.0006062177270650863
103,0.7040923535823822,0.001,0.0007040923535823823
104,0.6570972532033921,0.001,0.0006570972532033921
105,0.6247545182704926,0.001,0.0006247545182704925
106,0.7020930379629136,0.001,0.0007020930379629136
107,0.6584697544574738,0.001,0.0006584697544574738
108,0.6621637612581253,0.001,0.0006621637612581252
109,0.5402792274951935,0.001,0.0005402792274951935
110,0.7273382484912873,0.001,0.0007273382484912872
