Variable,MAE,RMSE,R2,MAPE
B35_H2S,0.00021486965961077205,0.0005522358063723207,0.9988804581892633,2.9854804649737354
B35_SO2,0.00021735644337782318,0.0003510073601576689,0.9994501683042082,177060.13138200104
Total_S,0.0003642863886128822,0.0006871764411706895,0.9969076293837094,1.587217666523843
