i,j,steps,acidgas_Fv,acidgas_CO2,acidgas_H2O,acidgas_H2S,acidgas_T,acidgas_P,air_m3,air_SP_m3,second_air2,air2_SP,COG,COG_SP,burner_input_T_SP,burner_input_T_PV,burner_inputP,burner_output_T_SP,burner_output_T_PV,burner_output_P_SP,burner_output_P_PV,fur_F,fur_inputT,fur_inputP,fur_temp,fur_outputT,fur_outputP_SP,fur_outputP_PV,WHB_F,WHB_inputT,WHB_inputP,WHB_outputT,WHB_outputP,SEP1_F,SEP1_P_SP,SEP1_P_PV,SEP1_T,HEATER1_F,HEATER1_input_T,HEATER1_input_P,HEATER1_output_T_SP,HEATER1_output_T_PV,HEATER1_output_P,cat1_F,cat1_input_temp,cat1_output_temp,cat1_input_P,cat1_output_P_SP,cat1_output_P_PV,cat1_deltaP,SEP2_F,SEP2_P_SP,SEP2_P_PV,SEP2_T,HEATER2_F,HEATER2_input_T,HEATER2_input_P,HEATER2_output_T_SP,HEATER2_output_T_PV,HEATER2_output_P,cat2_F,cat2_input_temp,cat2_output_temp,cat2_input_P,cat2_output_P_SP,cat2_output_P_PV,cat2_deltaP,SEP3_F,SEP3_P_SP,SEP3_P_PV,SEP3_T,B35_H2S,B35_SO2,ratio,ratioSP,conv
0.0,0.0,0.0,2491.828254390633,40.12718814,45.39753912,54.93963141,83.6,1.6722,2186.985135710484,2186.7460954055778,269.9999999,270.0,36.29291637,34.18640074,599.9999588,599.999959,1.622141233,1219.506406,1219.506405,1.622195,1.622195,281.4075521,155.9852135,1.57201732,944.5493328,946.3286582,1.571315,1.571315,278.1342732,946.3286582,1.521316193,236.4041312,1.521205876,278.1342732,1.520795,1.520795,127.9710837,259.8405093,127.9710837,1.420835371,234.3091375,234.3091375,1.420131393,259.8405093,234.3091375,271.4645013,1.419980657,1.411445,1.411445,8.53565653,257.9753837,1.361375,1.361375,50.06452598,172.854663,50.06452598,1.260628419,155,155.0000001,1.420131393,172.854663,155.0000001,210.9404642,1.260378402,1.251615,1.251615,8.763402491,171.0694404,1.200915,1.200914962,93.79179328,0.008232514,0.004090081,2.012799836,2.045433029,0.962175662
0.0,1.0,1.0,2491.828254390633,40.12718814,45.39753912,54.93963141,83.6,1.6722,2186.985135710484,2186.7460954055778,269.9999999,270.0,36.29291637,34.18640074,599.9999588,599.999959,1.622141233,1219.506406,1219.506405,1.622195,1.622195,281.4075521,155.9852135,1.57201732,944.5493328,946.3286582,1.571315,1.571315,278.1342732,946.3286582,1.521316193,236.4041312,1.521205876,278.1342732,1.520795,1.520795,127.9710841,259.8405092,127.9710841,1.420835371,234.3091379,234.3091379,1.420131393,259.8405092,234.3091379,271.4645019,1.419980657,1.411445,1.411445,8.53565653,257.9753835,1.361375,1.361375,50.06452601,172.8546629,50.06452601,1.260628419,155,155.0000001,1.420131393,172.8546629,155.0000001,210.9404641,1.260378402,1.251615,1.251615,8.763402481,171.0694403,1.200915,1.200914962,93.79154398,0.008232512,0.00409008,2.012799817,2.045433029,0.962175662
0.0,2.0,2.0,2491.828254390633,40.12718814,45.39753912,54.93963141,83.6,1.6722,2186.985135710484,2186.7460954055778,269.9999999,270.0,36.29291637,34.18640074,599.9999588,599.999959,1.622141233,1219.506406,1219.506405,1.622195,1.622195,281.4075521,155.9852135,1.57201732,944.5493328,946.3286582,1.571315,1.571315,278.1342732,946.3286582,1.521316193,236.4041312,1.521205876,278.1342732,1.520795,1.520795,127.9710844,259.8405091,127.9710844,1.420835371,234.3091383,234.3091383,1.420131393,259.8405091,234.3091383,271.4645024,1.419980657,1.411445,1.411445,8.535656531,257.9753834,1.361375,1.361375,50.06452603,172.8546628,50.06452603,1.260628419,155,155.0000001,1.420131393,172.8546628,155.0000001,210.9404639,1.260378402,1.251615,1.251615,8.763402471,171.0694402,1.200915,1.200914962,93.79129471,0.008232511,0.00409008,2.012799797,2.045433029,0.962175662
0.0,3.0,3.0,2491.828254390633,40.12718814,45.39753912,54.93963141,83.6,1.6722,2186.985135710484,2186.7460954055778,269.9999999,270.0,36.29291637,34.18640074,599.9999588,599.999959,1.622141233,1219.506406,1219.506405,1.622195,1.622195,281.4075521,155.9852135,1.57201732,944.5493328,946.3286582,1.571315,1.571315,278.1342732,946.3286582,1.521316193,236.4041312,1.521205876,278.1342732,1.520795,1.520795,127.9710848,259.8405089,127.9710848,1.420835371,234.3091387,234.3091387,1.420131393,259.8405089,234.3091387,271.464503,1.419980657,1.411445,1.411445,8.535656531,257.9753832,1.361375,1.361375,50.06452605,172.8546627,50.06452605,1.260628419,155,155.0000001,1.420131393,172.8546627,155.0000001,210.9404637,1.260378402,1.251615,1.251615,8.763402461,171.0694402,1.200915,1.200914962,93.79104547,0.00823251,0.004090079,2.012799777,2.045433029,0.962175662
0.0,4.0,4.0,2491.828254390633,40.12718814,45.39753912,54.93963141,83.6,1.6722,2186.985135710484,2186.7460954055778,269.9999999,270.0,36.29291637,34.18640074,599.9999588,599.999959,1.622141233,1219.506406,1219.506405,1.622195,1.622195,281.4075521,155.9852135,1.57201732,944.5493328,946.3286582,1.571315,1.571315,278.1342732,946.3286582,1.521316193,236.4041312,1.521205876,278.1342732,1.520795,1.520795,127.9710851,259.8405088,127.9710851,1.420835371,234.309139,234.309139,1.420131393,259.8405088,234.309139,271.4645035,1.419980657,1.411445,1.411445,8.535656532,257.9753831,1.361375,1.361375,50.06452608,172.8546627,50.06452608,1.260628419,155,155.0000001,1.420131393,172.8546627,155.0000001,210.9404636,1.260378402,1.251615,1.251615,8.763402451,171.0694401,1.200915,1.200914962,93.79079626,0.008232509,0.004090078,2.012799758,2.045433029,0.962175662
0.0,5.0,5.0,2491.828254390633,40.12718814,45.39753912,54.93963141,83.6,1.6722,2186.985135710484,2186.7460954055778,269.9999999,270.0,36.29291637,34.18640074,599.9999588,599.999959,1.622141233,1219.506406,1219.506405,1.622195,1.622195,281.4075521,155.9852135,1.57201732,944.5493328,946.3286582,1.571315,1.571315,278.1342732,946.3286582,1.521316193,236.4041312,1.521205876,278.1342732,1.520795,1.520795,127.9710855,259.8405086,127.9710855,1.420835371,234.3091394,234.3091394,1.420131393,259.8405086,234.3091394,271.4645041,1.419980657,1.411445,1.411445,8.535656532,257.9753829,1.361375,1.361375,50.0645261,172.8546626,50.0645261,1.260628419,155,155.0000001,1.420131393,172.8546626,155.0000001,210.9404634,1.260378402,1.251615,1.251615,8.763402441,171.06944,1.200915,1.200914962,93.79054707,0.008232508,0.004090078,2.012799738,2.045433029,0.962175661
0.0,6.0,6.0,2491.828254390633,40.12718814,45.39753912,54.93963141,83.6,1.6722,2186.985135710484,2186.7460954055778,269.9999999,270.0,36.29291637,34.18640074,599.9999588,599.999959,1.622141233,1219.506406,1219.506405,1.622195,1.622195,281.4075521,155.9852135,1.57201732,944.5493328,946.3286582,1.571315,1.571315,278.1342732,946.3286582,1.521316193,236.4041312,1.521205876,278.1342732,1.520795,1.520795,127.9710858,259.8405085,127.9710858,1.420835371,234.3091398,234.3091398,1.420131393,259.8405085,234.3091398,271.4645046,1.419980657,1.411445,1.411445,8.535656533,257.9753828,1.361375,1.361375,50.06452613,172.8546625,50.06452613,1.260628419,155,155.0000001,1.420131393,172.8546625,155.0000001,210.9404633,1.260378402,1.251615,1.251615,8.763402431,171.0694399,1.200915,1.200914962,93.79029792,0.008232507,0.004090077,2.012799719,2.045433029,0.962175661
0.0,7.0,7.0,2491.828254390633,40.12718814,45.39753912,54.93963141,83.6,1.6722,2186.985135710484,2186.7460954055778,269.9999999,270.0,36.29291637,34.18640074,599.9999588,599.999959,1.622141233,1219.506406,1219.506405,1.622195,1.622195,281.4075521,155.9852135,1.57201732,944.5493328,946.3286582,1.571315,1.571315,278.1342732,946.3286582,1.521316193,236.4041312,1.521205876,278.1342732,1.520795,1.520795,127.9710862,259.8405083,127.9710862,1.420835371,234.3091402,234.3091402,1.420131393,259.8405083,234.3091402,271.4645052,1.419980657,1.411445,1.411445,8.535656533,257.9753826,1.361375,1.361375,50.06452615,172.8546624,50.06452615,1.260628419,155,155.0000001,1.420131393,172.8546624,155.0000001,210.9404631,1.260378402,1.251615,1.251615,8.763402421,171.0694399,1.200915,1.200914962,93.79004879,0.008232505,0.004090077,2.012799699,2.045433029,0.962175661
0.0,8.0,8.0,2491.828254390633,40.12718814,45.39753912,54.93963141,83.6,1.6722,2186.985135710484,2186.7460954055778,269.9999999,270.0,36.29291637,34.18640074,599.9999588,599.999959,1.622141233,1219.506406,1219.506405,1.622195,1.622195,281.4075521,155.9852135,1.57201732,944.5493328,946.3286582,1.571315,1.571315,278.1342732,946.3286582,1.521316193,236.4041312,1.521205876,278.1342732,1.520795,1.520795,127.9710865,259.8405082,127.9710865,1.420835371,234.3091406,234.3091406,1.420131393,259.8405082,234.3091406,271.4645057,1.419980657,1.411445,1.411445,8.535656534,257.9753824,1.361375,1.361375,50.06452617,172.8546624,50.06452617,1.260628419,155,155.0000001,1.420131393,172.8546624,155.0000001,210.9404629,1.260378402,1.251615,1.251615,8.763402411,171.0694398,1.200915,1.200914962,93.78979969,0.008232504,0.004090076,2.01279968,2.045433029,0.962175661
0.0,9.0,9.0,2491.828254390633,40.12718814,45.39753912,54.93963141,83.6,1.6722,2186.985135710484,2186.7460954055778,269.9999999,270.0,36.29291637,34.18640074,599.9999588,599.999959,1.622141233,1219.506406,1219.506405,1.622195,1.622195,281.4075521,155.9852135,1.57201732,944.5493328,946.3286582,1.571315,1.571315,278.1342732,946.3286582,1.521316193,236.4041312,1.521205876,278.1342732,1.520795,1.520795,127.9710868,259.840508,127.9710868,1.420835371,234.309141,234.309141,1.420131393,259.840508,234.309141,271.4645063,1.419980657,1.411445,1.411445,8.535656534,257.9753823,1.361375,1.361375,50.0645262,172.8546623,50.0645262,1.260628419,155,155.0000001,1.420131393,172.8546623,155.0000001,210.9404628,1.260378402,1.251615,1.251615,8.763402401,171.0694397,1.200915,1.200914962,93.78955061,0.008232503,0.004090076,2.01279966,2.045433029,0.962175661
0.0,10.0,10.0,2491.828254390633,40.12718814,45.39753912,54.93963141,83.6,1.6722,2186.985135710484,2186.7460954055778,269.9999999,270.0,36.29291637,34.18640074,599.9999588,599.999959,1.622141233,1219.506406,1219.506405,1.622195,1.622195,281.4075521,155.9852135,1.57201732,944.5493328,946.3286582,1.571315,1.571315,278.1342732,946.3286582,1.521316193,236.4041312,1.521205876,278.1342732,1.520795,1.520795,127.9710872,259.8405079,127.9710872,1.420835371,234.3091414,234.3091414,1.420131393,259.8405079,234.3091414,271.4645068,1.419980657,1.411445,1.411445,8.535656535,257.9753821,1.361375,1.361375,50.06452622,172.8546622,50.06452622,1.260628419,155,155.0000001,1.420131393,172.8546622,155.0000001,210.9404626,1.260378402,1.251615,1.251615,8.763402392,171.0694396,1.200915,1.200914962,93.78930157,0.008232502,0.004090075,2.01279964,2.045433029,0.96217566
