i,j,steps,acidgas_Fm,acidgas_CO2,acidgas_H2O,acidgas_H2S,acidgas_T,acidgas_P,air,air_SP,second_air2,air2_SP,COG,COG_SP,burner_input_T_SP,burner_input_T_PV,burner_inputP,burner_output_T_SP,burner_output_T_PV,burner_output_P_SP,burner_output_P_PV,fur_F,fur_inputT,fur_inputP,fur_temp,fur_outputT,fur_outputP_SP,fur_outputP_PV,WHB_F,WHB_inputT,WHB_inputP,WHB_outputT,WHB_outputP,SEP1_F,SEP1_P_SP,SEP1_P_PV,SEP1_T,HEATER1_F,HEATER1_input_T,HEATER1_input_P,HEATER1_output_T_SP,HEATER1_output_T_PV,HEATER1_output_P,cat1_F,cat1_input_temp,cat1_output_temp,cat1_input_P,cat1_output_P_SP,cat1_output_P_PV,cat1_deltaP,SEP2_F,SEP2_P_SP,SEP2_P_PV,SEP2_T,HEATER2_F,HEATER2_input_T,HEATER2_input_P,HEATER2_output_T_SP,HEATER2_output_T_PV,HEATER2_output_P,cat2_F,cat2_input_temp,cat2_output_temp,cat2_input_P,cat2_output_P_SP,cat2_output_P_PV,cat2_deltaP,SEP3_F,SEP3_P_SP,SEP3_P_PV,SEP3_T,B35_H2S,B35_SO2,ratio,ratioSP,conv
0.0,0.0,0.0,140.4965191,40.13637557,45.40793324,54.95221027,83.6,1.6722,123.3085781,3457.665308,190.0,190.0,25.50727261,24.02452691,599.9999588,599.9999588,1.622168383,1219.506406,1219.506406,1.622195,1.622195,276.2319733,135.5788464,1.571980399,923.2876913,922.5406806,1.571315,1.571315,273.1139313,922.5406806,1.521297889,194.8069316,1.521193381,273.1139313,1.520795,1.520795,114.0414174,251.8616777,114.0414174,1.420144398,224.0232744,224.0232741,1.419502171,251.8616777,224.0232741,262.8011075,1.419362604,1.411445,1.411445,7.917604326,249.9793988,1.361375,1.361375003,42.81055844,163.7660012,42.81055844,1.261301188,230,229.9999977,1.419502171,163.7660012,229.9999977,287.0770037,1.261053364,1.251615,1.251615002,9.438361956,161.9765867,1.200915,1.200915014,160.5584074,0.011803424,0.002006581,5.882357024,2.045433029,0.959504174
0.0,1.0,1.0,140.4965191,40.13637557,45.40793324,54.95221027,83.6,1.6722,123.3085781,3457.665308,190.0,190.0,25.50727261,24.02452691,599.9999588,599.9999588,1.622168383,1219.506406,1219.506406,1.622195,1.622195,276.2319733,135.5788464,1.571980399,923.2876913,922.5406806,1.571315,1.571315,273.1139313,922.5406806,1.521297889,194.8069316,1.521193381,273.1139313,1.520795,1.520795,114.0414056,251.8616832,114.0414056,1.420144398,224.0232606,224.0232603,1.419502171,251.8616832,224.0232603,262.8010869,1.419362604,1.411445,1.411445,7.91760432,249.9794046,1.361375,1.361375003,42.81055954,163.766004,42.81055954,1.261301189,230,229.9999977,1.419502171,163.766004,229.9999977,287.0770107,1.261053364,1.251615,1.251615002,9.438362387,161.9765892,1.200915,1.200915014,160.5584501,0.011803425,0.002006581,5.882355692,2.045433029,0.959504168
0.0,2.0,2.0,140.4965191,40.13637557,45.40793324,54.95221027,83.6,1.6722,123.3085781,3457.665308,190.0,190.0,25.50727261,24.02452691,599.9999588,599.9999588,1.622168383,1219.506406,1219.506406,1.622195,1.622195,276.2319733,135.5788464,1.571980399,923.2876913,922.5406806,1.571315,1.571315,273.1139313,922.5406806,1.521297889,194.8069316,1.521193381,273.1139313,1.520795,1.520795,114.0413937,251.8616887,114.0413937,1.420144398,224.0232468,224.0232466,1.419502171,251.8616887,224.0232466,262.8010662,1.419362604,1.411445,1.411445,7.917604314,249.9794104,1.361375,1.361375003,42.81056065,163.7660068,42.81056065,1.261301189,230,229.9999977,1.419502171,163.7660068,229.9999977,287.0770177,1.261053365,1.251615,1.251615002,9.438362818,161.9765917,1.200915,1.200915014,160.5584929,0.011803426,0.002006582,5.88235436,2.045433029,0.959504162
0.0,3.0,3.0,140.4965191,40.13637557,45.40793324,54.95221027,83.6,1.6722,123.3085781,3457.665308,190.0,190.0,25.50727261,24.02452691,599.9999588,599.9999588,1.622168383,1219.506406,1219.506406,1.622195,1.622195,276.2319733,135.5788464,1.571980399,923.2876913,922.5406806,1.571315,1.571315,273.1139313,922.5406806,1.521297889,194.8069316,1.521193381,273.1139313,1.520795,1.520795,114.0413818,251.8616941,114.0413818,1.420144398,224.023233,224.0232328,1.419502171,251.8616941,224.0232328,262.8010456,1.419362604,1.411445,1.411445,7.917604308,249.9794162,1.361375,1.361375003,42.81056175,163.7660096,42.81056175,1.26130119,230,229.9999977,1.419502171,163.7660096,229.9999977,287.0770246,1.261053365,1.251615,1.251615002,9.438363249,161.9765942,1.200915,1.200915014,160.5585356,0.011803427,0.002006583,5.882353029,2.045433029,0.959504157
0.0,4.0,4.0,140.4965191,40.13637557,45.40793324,54.95221027,83.6,1.6722,123.3085781,3457.665308,190.0,190.0,25.50727261,24.02452691,599.9999588,599.9999588,1.622168383,1219.506406,1219.506406,1.622195,1.622195,276.2319733,135.5788464,1.571980399,923.2876913,922.5406806,1.571315,1.571315,273.1139313,922.5406806,1.521297889,194.8069316,1.521193381,273.1139313,1.520795,1.520795,114.04137,251.8616996,114.04137,1.420144398,224.0232192,224.023219,1.419502171,251.8616996,224.023219,262.8010249,1.419362604,1.411445,1.411445,7.917604302,249.979422,1.361375,1.361375003,42.81056286,163.7660123,42.81056286,1.26130119,230,229.9999977,1.419502171,163.7660123,229.9999977,287.0770316,1.261053366,1.251615,1.251615002,9.438363679,161.9765967,1.200915,1.200915014,160.5585783,0.011803428,0.002006583,5.882351698,2.045433029,0.959504151
0.0,5.0,5.0,140.4965191,40.13637557,45.40793324,54.95221027,83.6,1.6722,123.3085781,3457.665308,190.0,190.0,25.50727261,24.02452691,599.9999588,599.9999588,1.622168383,1219.506406,1219.506406,1.622195,1.622195,276.2319733,135.5788464,1.571980399,923.2876913,922.5406806,1.571315,1.571315,273.1139313,922.5406806,1.521297889,194.8069316,1.521193381,273.1139313,1.520795,1.520795,114.0413582,251.8617051,114.0413582,1.420144398,224.0232054,224.0232052,1.419502171,251.8617051,224.0232052,262.8010043,1.419362604,1.411445,1.411445,7.917604297,249.9794278,1.361375,1.361375003,42.81056396,163.7660151,42.81056396,1.26130119,230,229.9999977,1.419502171,163.7660151,229.9999977,287.0770386,1.261053366,1.251615,1.251615002,9.438364109,161.9765992,1.200915,1.200915014,160.558621,0.011803429,0.002006584,5.882350368,2.045433029,0.959504145
0.0,6.0,6.0,140.4965191,40.13637557,45.40793324,54.95221027,83.6,1.6722,123.3085781,3457.665308,190.0,190.0,25.50727261,24.02452691,599.9999588,599.9999588,1.622168383,1219.506406,1219.506406,1.622195,1.622195,276.2319733,135.5788464,1.571980399,923.2876913,922.5406806,1.571315,1.571315,273.1139313,922.5406806,1.521297889,194.8069316,1.521193381,273.1139313,1.520795,1.520795,114.0413463,251.8617106,114.0413463,1.420144398,224.0231916,224.0231914,1.419502171,251.8617106,224.0231914,262.8009837,1.419362604,1.411445,1.411445,7.917604291,249.9794336,1.361375,1.361375003,42.81056506,163.7660179,42.81056506,1.261301191,230,229.9999977,1.419502171,163.7660179,229.9999977,287.0770456,1.261053367,1.251615,1.251615002,9.43836454,161.9766018,1.200915,1.200915014,160.5586637,0.01180343,0.002006584,5.882349037,2.045433029,0.959504139
0.0,7.0,7.0,140.4965191,40.13637557,45.40793324,54.95221027,83.6,1.6722,123.3085781,3457.665308,190.0,190.0,25.50727261,24.02452691,599.9999588,599.9999588,1.622168383,1219.506406,1219.506406,1.622195,1.622195,276.2319733,135.5788464,1.571980399,923.2876913,922.5406806,1.571315,1.571315,273.1139313,922.5406806,1.521297889,194.8069316,1.521193381,273.1139313,1.520795,1.520795,114.0413345,251.861716,114.0413345,1.420144398,224.0231779,224.0231776,1.419502171,251.861716,224.0231776,262.800963,1.419362604,1.411445,1.411445,7.917604285,249.9794393,1.361375,1.361375003,42.81056616,163.7660206,42.81056616,1.261301191,230,229.9999977,1.419502171,163.7660206,229.9999977,287.0770525,1.261053367,1.251615,1.251615002,9.43836497,161.9766043,1.200915,1.200915014,160.5587064,0.011803431,0.002006585,5.882347708,2.045433029,0.959504134
0.0,8.0,8.0,140.4965191,40.13637557,45.40793324,54.95221027,83.6,1.6722,123.3085781,3457.665308,190.0,190.0,25.50727261,24.02452691,599.9999588,599.9999588,1.622168383,1219.506406,1219.506406,1.622195,1.622195,276.2319733,135.5788464,1.571980399,923.2876913,922.5406806,1.571315,1.571315,273.1139313,922.5406806,1.521297889,194.8069316,1.521193381,273.1139313,1.520795,1.520795,114.0413226,251.8617215,114.0413226,1.420144398,224.0231641,224.0231639,1.419502171,251.8617215,224.0231639,262.8009424,1.419362604,1.411445,1.411445,7.917604279,249.9794451,1.361375,1.361375003,42.81056727,163.7660234,42.81056727,1.261301192,230,229.9999977,1.419502171,163.7660234,229.9999977,287.0770595,1.261053367,1.251615,1.251615002,9.4383654,161.9766068,1.200915,1.200915014,160.558749,0.011803432,0.002006586,5.882346378,2.045433029,0.959504128
0.0,9.0,9.0,140.4965191,40.13637557,45.40793324,54.95221027,83.6,1.6722,123.3085781,3457.665308,190.0,190.0,25.50727261,24.02452691,599.9999588,599.9999588,1.622168383,1219.506406,1219.506406,1.622195,1.622195,276.2319733,135.5788464,1.571980399,923.2876913,922.5406806,1.571315,1.571315,273.1139313,922.5406806,1.521297889,194.8069316,1.521193381,273.1139313,1.520795,1.520795,114.0413108,251.861727,114.0413108,1.420144398,224.0231503,224.0231501,1.419502171,251.861727,224.0231501,262.8009218,1.419362604,1.411445,1.411445,7.917604273,249.9794509,1.361375,1.361375003,42.81056837,163.7660262,42.81056837,1.261301192,230,229.9999977,1.419502171,163.7660262,229.9999977,287.0770665,1.261053368,1.251615,1.251615002,9.438365829,161.9766093,1.200915,1.200915014,160.5587917,0.011803433,0.002006586,5.882345049,2.045433029,0.959504122
