Horizon,Step,Variable,MAE,RMSE,R2,MAPE
1,t+1,B35_H2S,0.0006495925223680802,0.000904269421457998,0.84290940362744,6.136468539105972
1,t+1,B35_SO2,0.0015553298943862652,0.002445914864066815,-1.3738701718863982,56.60863268575248
2,t+2,B35_H2S,0.0006713618763334112,0.0009249943447684858,0.8356958855904806,6.3346844473803925
2,t+2,B35_SO2,0.0015505613373742347,0.0023627728589437898,-1.2150725172322572,58.982768894767034
3,t+3,B35_H2S,0.0006473054634838641,0.0009028298284721985,0.8435325867794319,6.1209528157347926
3,t+3,B35_SO2,0.0014426825687074124,0.0022029925299753604,-0.9254715821579671,54.96618572464816
4,t+4,B35_H2S,0.0006270772639567072,0.000884128740439043,0.8500070234995262,5.955561452436883
4,t+4,B35_SO2,0.001380155919545613,0.0020871511285546524,-0.7281616276483276,52.35096896023107
5,t+5,B35_H2S,0.0006134858509172417,0.0008699270056645989,0.854838826822829,5.840392487516779
5,t+5,B35_SO2,0.0013572596350877283,0.0020429713299972042,-0.6556524988227961,51.23187820183518
6,t+6,B35_H2S,0.0006089901935322366,0.0008557786622346315,0.8595644478323301,5.807443607413857
6,t+6,B35_SO2,0.001388981763815614,0.002093246391123672,-0.7380238526752998,52.46138482764907
7,t+7,B35_H2S,0.00061157733329691,0.0008607060871181758,0.8579804905136545,5.81880430295299
7,t+7,B35_SO2,0.0014339188085916357,0.0021690893112364814,-0.8661206239021007,54.00950137362185
8,t+8,B35_H2S,0.0006098219795596341,0.0008626286447974293,0.857380899921273,5.817789783855157
8,t+8,B35_SO2,0.0014137748209774607,0.0021606551507587406,-0.8514940239187696,52.93020586695766
9,t+9,B35_H2S,0.0006035426911400721,0.0008493450531531193,0.8617734660752565,5.7827306582742395
9,t+9,B35_SO2,0.0014160878285796727,0.002192496833724419,-0.9062956147869909,52.60468563645754
10,t+10,B35_H2S,0.0005918830338796,0.0008319700785406663,0.8673987949495967,5.689010733576123
10,t+10,B35_SO2,0.0014502252932963933,0.002242981755780531,-0.9948983292058486,53.91189900224032
11,t+11,B35_H2S,0.0005874364250647455,0.0008283966256962522,0.8685566862871202,5.647052527442931
11,t+11,B35_SO2,0.0014968588514152727,0.002286136803740697,-1.0721985419447946,56.05773200649003
12,t+12,B35_H2S,0.0005909549745705461,0.0008379937788438309,0.8655170256881817,5.6679875237081365
12,t+12,B35_SO2,0.001544577059684831,0.002334401992967638,-1.1604254172910506,58.11345290134263
13,t+13,B35_H2S,0.0005944011999317994,0.000848021669995438,0.8622996940534791,5.696303754612578
13,t+13,B35_SO2,0.0015795204511237716,0.0023731468839321627,-1.2325624971176934,59.71417067778923
14,t+14,B35_H2S,0.0005975133920501648,0.0008472791804019722,0.8625609534908367,5.728739593632178
14,t+14,B35_SO2,0.001570892810103942,0.0023587611247347863,-1.2054383272600497,59.45991568465486
15,t+15,B35_H2S,0.0006021828583708383,0.0008427892670148093,0.8640197341533125,5.780238155966783
15,t+15,B35_SO2,0.0015542263723744188,0.0023412290668750418,-1.172658397856464,58.75053001908634
16,t+16,B35_H2S,0.000604099291964942,0.0008401778900798309,0.864857716883347,5.813156350762008
16,t+16,B35_SO2,0.0015708921456959158,0.002375115205604681,-1.2359034473153803,59.31137341679621
17,t+17,B35_H2S,0.000590901998860396,0.0008240467031222991,0.869989463976506,5.704619231788545
17,t+17,B35_SO2,0.001622157711570917,0.0024542175190655478,-1.387255209290243,61.044830414422734
18,t+18,B35_H2S,0.0005643395850880666,0.0008046181716815879,0.876019782162487,5.498085002794366
18,t+18,B35_SO2,0.0016453418135086654,0.002502584217684997,-1.4822526099715212,61.383040219304476
