Variable,MAE,RMSE,R2,MAPE
HEATER1_output_T_PV,3.5482098255099808,4.387513353080172,0.24466154000436335,1.5630183465409484
B35_H2S,0.00034098219023558844,0.000412735377359286,-3.326839173462939,4.62652008174555
B35_SO2,0.0006721806171656115,0.000707926939199015,-6.243554855750742,38.291003692830756
