epoch,train_loss,val_loss
1,0.536899422109127,0.22764301300048828
2,0.21293776950665882,0.1624989757935206
3,0.15872814037970134,0.12393861263990402
4,0.12109256035515241,0.08648252487182617
5,0.09439832919410297,0.06452396015326183
6,0.07636881438749177,0.04989421119292577
7,0.06345577761530877,0.03934651737411817
8,0.055551355704665184,0.03291273800035318
9,0.0500445087573358,0.029967231055100758
10,0.04556983193116529,0.02515731503566106
11,0.04212207506809916,0.02439301150540511
12,0.0392107148787805,0.022672757195929687
13,0.03668334909847804,0.019500354304909706
14,0.034856513089367325,0.020281276665627956
15,0.03300904453332935,0.01810472769041856
16,0.03149183911404439,0.018845660611987114
17,0.030535683089068958,0.017048055306077003
18,0.029162900016776152,0.020146561786532402
19,0.028352712068174565,0.015431316879888376
20,0.027026741792048725,0.01604606118053198
21,0.026309522986412048,0.015322104406853517
22,0.02540953891085727,0.015087792028983435
23,0.024610626325011254,0.013822358722488085
24,0.023828760667571,0.015470484892527262
25,0.02311524517302002,0.014700816944241524
26,0.022448333326194968,0.013881988823413849
27,0.021852234138974122,0.014416034643848738
28,0.02147177556263549,0.01646422843138377
29,0.020610084757208824,0.013762424079080423
30,0.02009145582893065,0.013907906288901964
31,0.019501320858086858,0.013956074602901936
32,0.019249023044747966,0.014484573776523272
33,0.01867208488817726,0.01372212233642737
34,0.018203202954360415,0.014256272154549757
35,0.017726538436753408,0.013136829094340404
36,0.01719298270930137,0.012829121202230453
37,0.017000738837357077,0.012532142922282219
38,0.01654878222782697,0.013710161205381155
39,0.016207761490451437,0.012964746293922266
40,0.01594325377206717,0.013063939288258553
41,0.015407769714615174,0.014933337147037188
42,0.01537829495168158,0.01300100733836492
43,0.015119211096316577,0.01288493163883686
44,0.01470592182927898,0.013840450594822565
45,0.014467434465352978,0.012551683622101942
46,0.014020046299057348,0.013201208164294561
47,0.013834560037191425,0.013136602317293486
48,0.013860950006970338,0.012806132746239504
49,0.013703984833721603,0.012363951342801252
50,0.0131836446401264,0.014247268748780092
51,0.012995797781539815,0.013115054927766323
52,0.013078714414898837,0.014032114297151566
53,0.012767708314848797,0.013688722625374794
54,0.012460059127105134,0.012531524524092674
55,0.012178337520786694,0.012643593673904737
56,0.012119451271636146,0.012970025961597761
57,0.011986288082386767,0.012867452576756477
58,0.011783565301448107,0.01238054440667232
59,0.011734895341630493,0.012867247375349203
60,0.011496920298252786,0.012563871840635935
61,0.011396545224956103,0.012463933477799097
62,0.011228404406990324,0.013404623915751776
63,0.011243182593690497,0.013330881173412005
64,0.010925511151020017,0.012538774870336056
65,0.010756471952689545,0.012918738958736261
66,0.01080609347139086,0.012663991500933966
67,0.010515204830361264,0.01339419155071179
68,0.010696018154599836,0.013443855568766594
69,0.010370009166321584,0.015098970383405685
