,0
i,3.68
j,700.3
steps,5999.5
acidgas_Fm,140.38200629078332
acidgas_CO2,40.083781555675834
acidgas_H2O,45.39213677702251
acidgas_H2S,54.90608795803166
acidgas_T,83.61967667495
acidgas_P,1.6721922338891666
air,123.19337418268334
air_SP,3454.4309315809996
second_air2,219.26381197670833
air2_SP,219.2600986053583
COG,29.4538516624675
COG_SP,27.681723210531665
burner_input_T_SP,599.9999588
burner_input_T_PV,600.0080255525166
burner_inputP,1.6221567051469168
burner_output_T_SP,1219.5064060000002
burner_output_T_PV,1219.5139805578335
burner_output_P_SP,1.622195
burner_output_P_PV,1.6221933578752499
fur_F,277.91761948387494
fur_inputT,139.85973038821666
fur_inputP,1.5719926565531666
fur_temp,929.0792048427332
fur_outputT,929.0473499948416
fur_outputP_SP,1.5713149999999998
fur_outputP_PV,1.5713151603749165
WHB_F,274.7254071661917
WHB_inputT,929.0473290027501
WHB_inputP,1.5213041788795834
WHB_outputT,205.23454616206024
WHB_outputP,1.5211977690530833
SEP1_F,274.7254071661917
SEP1_P_SP,1.5207949999999997
SEP1_P_PV,1.52079534775025
SEP1_T,118.27579057812501
HEATER1_F,254.23479934533333
HEATER1_input_T,118.27579123941665
HEATER1_input_P,1.4203699871288336
HEATER1_output_T_SP,227.47424878623332
HEATER1_output_T_PV,227.47447996841666
HEATER1_output_P,1.4197076558641668
cat1_F,254.23479934533333
cat1_input_temp,227.47447996841666
cat1_output_temp,266.03420182839164
cat1_input_P,1.41956446620025
cat1_output_P_SP,1.4114450000000003
cat1_output_P_PV,1.4114450224555
cat1_deltaP,8.119443743804084
SEP2_F,252.35429937555836
SEP2_P_SP,1.3613750000000002
SEP2_P_PV,1.3613754119725834
SEP2_T,45.27753888284416
HEATER2_F,166.62838188263333
HEATER2_input_T,45.277539026889166
HEATER2_input_P,1.2606182023349166
HEATER2_output_T_SP,176.2327853580833
HEATER2_output_T_PV,176.23401711588338
HEATER2_output_P,1.4197076558641668
cat2_F,166.62838188263333
cat2_input_temp,176.23401711588338
cat2_output_temp,236.26378485348334
cat2_input_P,1.2603778732514999
cat2_output_P_SP,1.2516149999999997
cat2_output_P_PV,1.2516151052155
cat2_deltaP,8.762768035646166
SEP3_F,164.75696878051667
SEP3_P_SP,1.200915
SEP3_P_PV,1.20091530021875
SEP3_T,116.68386461095
B35_H2S,0.008545434705249998
B35_SO2,0.0016771922440833335
ratio,10.82854908977725
ratioSP,2.0454330290000002
conv,0.9696915165614165
