Horizon,Step,Variable,MAE,RMSE,R2,MAPE
1,t+1,B35_H2S,0.00024983016980136425,0.00032694270182059875,0.9804889796843276,2.6430370464391566
1,t+1,B35_SO2,0.0001255711593576993,0.00020163712287867166,0.9857211278905105,6.05720614991716
2,t+2,B35_H2S,0.0002145549362880215,0.00028579561184714693,0.9851076662135165,2.2776470665656485
2,t+2,B35_SO2,0.00011358247019034892,0.00017811119285413634,0.988858740269368,5.476949695643084
3,t+3,B35_H2S,0.00020005844384510564,0.0002635694094368707,0.9873526546429936,2.1371057809200784
3,t+3,B35_SO2,0.00010730726711247413,0.0001725011951829167,0.9895497799146991,5.060079271371774
4,t+4,B35_H2S,0.000210379287240737,0.0002741937412290144,0.9863353594354357,2.2574069243083104
4,t+4,B35_SO2,0.00010572853698543825,0.00017204161125958342,0.9896057598038606,4.998848698976274
5,t+5,B35_H2S,0.00022889556435293508,0.0002952780073521084,0.9841845799950389,2.4748074962588342
5,t+5,B35_SO2,0.00010574784841494846,0.00016988371471492742,0.9898653501587729,4.989201835054457
6,t+6,B35_H2S,0.0002436106451814552,0.0003107464426127994,0.9825156310969004,2.64703060517701
6,t+6,B35_SO2,0.00011223240524833304,0.0001832949886906253,0.9882023252722286,5.189676809571242
7,t+7,B35_H2S,0.0002604979106524188,0.0003310215865352322,0.9802016354664188,2.8232508486458485
7,t+7,B35_SO2,0.00011726552844481805,0.00018585792883563988,0.9878705415838321,5.457605853977346
8,t+8,B35_H2S,0.0002748854556568257,0.00035223668230457126,0.9776325913031858,2.9751560692321704
8,t+8,B35_SO2,0.0001239635350432759,0.00019193157201503335,0.9870658230981741,5.724219114487612
9,t+9,B35_H2S,0.00029055147960188,0.0003688296082078169,0.9755191231626026,3.1393035047240803
9,t+9,B35_SO2,0.00012975747430866267,0.00019832628864453378,0.9861911501942952,5.970423812646924
10,t+10,B35_H2S,0.00030298932944045737,0.0003838864622084753,0.9735150050875802,3.270365824648665
10,t+10,B35_SO2,0.0001333510606204102,0.00019995029801532383,0.985966286471643,6.186808022732513
11,t+11,B35_H2S,0.00031166859786695486,0.0003944493492610573,0.9720660029610594,3.366845236587892
11,t+11,B35_SO2,0.00013482480417208604,0.00019782755417803156,0.9862652880059302,6.351425433534673
12,t+12,B35_H2S,0.00032020344787481126,0.0004025543807604278,0.9709290422857813,3.4627907238988045
12,t+12,B35_SO2,0.00013948781329301373,0.00020478443995970908,0.9852855320087912,6.561408092138804
13,t+13,B35_H2S,0.00032671232802324664,0.0004122559282099054,0.9695274521897335,3.5407214092733916
13,t+13,B35_SO2,0.00014487371179593703,0.0002190590830706123,0.9831671329565064,6.696206203177275
14,t+14,B35_H2S,0.0003329471532241242,0.0004236277234183089,0.9678378757226429,3.598226038674442
14,t+14,B35_SO2,0.0001516687408339331,0.0002309295770605214,0.9812994753324271,6.938558690410702
15,t+15,B35_H2S,0.0003381770648752098,0.00043283494852279996,0.9664336196481434,3.6567495726257504
15,t+15,B35_SO2,0.00015304120668116892,0.00023219882244832375,0.9810997948227842,7.06276996229156
16,t+16,B35_H2S,0.0003458608208287771,0.0004408726375474186,0.9651895941659014,3.7589492032061056
16,t+16,B35_SO2,0.00015161084896242496,0.00022996728848245573,0.9814686851275998,7.213646933117872
17,t+17,B35_H2S,0.00035629122942149375,0.0004508551354241685,0.9636056142376457,3.8891922334422695
17,t+17,B35_SO2,0.0001586647513915968,0.00023934971812495626,0.979933790579998,7.506649349971492
18,t+18,B35_H2S,0.0003663070845202405,0.0004607065002951274,0.9619966289505567,4.000796874839076
18,t+18,B35_SO2,0.00016773768983139537,0.00025651344487884176,0.9769620845241919,7.749353425228363
