Variable,MAE,RMSE,R2,MAPE
B35_H2S,0.00022146924798703286,0.00030366851092645863,0.510369569785919,2.747198166742735
B35_SO2,0.00020867747897406396,0.0002532750493468544,0.2325756223882688,9.057673172134848
