epoch,step,target,mv,teacher_sign,valid_count,wrong_count,base_output_grad_norm,raw_group_output_grad_norm,target_output_grad_norm,scale,estimated_scaled_output_grad_norm
3,1,B35_H2S,HEATER2_output_T_SP,positive,86,57,0.46437785029411316,0.00042561671580187976,0.006965667754411697,16.366057759945086,0.006965667754411696
3,1,B35_H2S,HEATER2_output_T_SP,negative,36,13,0.46437785029411316,0.0002573193341959268,0.006965667754411697,27.070129713253237,0.006965667754411697
3,1,B35_SO2,HEATER2_output_T_SP,positive,70,51,0.46437785029411316,0.0018600191688165069,0.006965667754411697,3.744944068960221,0.006965667754411697
3,1,B35_SO2,HEATER2_output_T_SP,negative,30,1,0.46437785029411316,0.0001503088278695941,0.006965667754411697,46.342372920737674,0.006965667754411698
3,2,B35_H2S,air2_SP,positive,8,8,0.44648826122283936,0.0005465677240863442,0.00669732391834259,12.253420067088664,0.00669732391834259
3,2,B35_H2S,air2_SP,negative,92,0,0.44648826122283936,0.0,0.00669732391834259,0.0,0.0
3,2,B35_H2S,HEATER2_output_T_SP,positive,70,36,0.44648826122283936,0.0003306986764073372,0.00669732391834259,20.252043313572806,0.00669732391834259
3,2,B35_H2S,HEATER2_output_T_SP,negative,46,12,0.44648826122283936,0.00016416319704148918,0.00669732391834259,40.79674396600577,0.00669732391834259
3,2,B35_SO2,HEATER2_output_T_SP,positive,54,36,0.44648826122283936,0.0018696027109399438,0.00669732391834259,3.5822176974569677,0.00669732391834259
3,2,B35_SO2,HEATER2_output_T_SP,negative,38,6,0.44648826122283936,0.0005795357283204794,0.00669732391834259,11.556360705752752,0.00669732391834259
3,3,B35_H2S,air2_SP,positive,8,8,0.3950536251068115,0.0004573125042952597,0.005925804376602173,12.957888360682634,0.005925804376602173
3,3,B35_H2S,air2_SP,negative,94,0,0.3950536251068115,0.0,0.005925804376602173,0.0,0.0
3,3,B35_H2S,HEATER2_output_T_SP,positive,74,49,0.3950536251068115,0.0005150418728590012,0.005925804376602173,11.505480794615766,0.005925804376602173
3,3,B35_H2S,HEATER2_output_T_SP,negative,42,0,0.3950536251068115,0.0,0.005925804376602173,0.0,0.0
3,3,B35_SO2,HEATER2_output_T_SP,positive,56,47,0.3950536251068115,0.0023033306933939457,0.005925804376602173,2.5727110716657586,0.005925804376602173
3,3,B35_SO2,HEATER2_output_T_SP,negative,40,5,0.3950536251068115,0.0005540057318285108,0.005925804376602173,10.696287125123952,0.005925804376602173
3,4,B35_H2S,air2_SP,positive,24,23,0.39641255140304565,0.00043302218546159565,0.005946188271045685,13.731832849873802,0.005946188271045685
3,4,B35_H2S,air2_SP,negative,90,0,0.39641255140304565,0.0,0.005946188271045685,0.0,0.0
3,4,B35_H2S,HEATER2_output_T_SP,positive,82,51,0.39641255140304565,0.0004267880867701024,0.005946188271045685,13.932413896662288,0.005946188271045685
3,4,B35_H2S,HEATER2_output_T_SP,negative,40,2,0.39641255140304565,3.655669934232719e-05,0.005946188271045685,50.0,0.0018278349671163596
3,4,B35_SO2,HEATER2_output_T_SP,positive,66,45,0.39641255140304565,0.0019432102562859654,0.005946188271045685,3.05998193031904,0.005946188271045685
3,4,B35_SO2,HEATER2_output_T_SP,negative,40,11,0.39641255140304565,0.0010513945017009974,0.005946188271045685,5.655525363149276,0.005946188271045685
3,5,B35_H2S,air2_SP,positive,10,10,0.40519580245018005,0.0003691292949952185,0.006077937036752701,16.465604651701867,0.0060779370367527
3,5,B35_H2S,air2_SP,negative,96,1,0.40519580245018005,2.36409459830611e-06,0.006077937036752701,50.0,0.0001182047299153055
3,5,B35_H2S,HEATER2_output_T_SP,positive,74,38,0.40519580245018005,0.0003928518563043326,0.006077937036752701,15.471320649798008,0.006077937036752701
3,5,B35_H2S,HEATER2_output_T_SP,negative,36,4,0.40519580245018005,0.00010596548963803798,0.006077937036752701,50.0,0.005298274481901899
3,5,B35_SO2,HEATER2_output_T_SP,positive,60,41,0.40519580245018005,0.0020658860448747873,0.006077937036752701,2.942048547078057,0.006077937036752702
3,5,B35_SO2,HEATER2_output_T_SP,negative,26,3,0.40519580245018005,0.0007727705524303019,0.006077937036752701,7.865125058968762,0.006077937036752701
3,6,B35_H2S,air2_SP,positive,12,12,0.39186882972717285,0.0004682154394686222,0.005878032445907592,12.554119216099691,0.005878032445907592
3,6,B35_H2S,air2_SP,negative,92,1,0.39186882972717285,2.6501431875658454e-06,0.005878032445907592,50.0,0.00013250715937829227
3,6,B35_H2S,HEATER2_output_T_SP,positive,76,42,0.39186882972717285,0.0003754946228582412,0.005878032445907592,15.654105513321024,0.005878032445907592
3,6,B35_H2S,HEATER2_output_T_SP,negative,40,5,0.39186882972717285,0.00010335485421819612,0.005878032445907592,50.0,0.005167742710909806
3,6,B35_SO2,HEATER2_output_T_SP,positive,60,38,0.39186882972717285,0.0015612035058438778,0.005878032445907592,3.765064851510398,0.005878032445907592
3,6,B35_SO2,HEATER2_output_T_SP,negative,34,4,0.39186882972717285,0.0005681533366441727,0.005878032445907592,10.345855716744529,0.005878032445907593
3,7,B35_H2S,air2_SP,positive,8,8,0.37143808603286743,0.0005001829122193158,0.005571571290493012,11.139067637820538,0.005571571290493012
3,7,B35_H2S,air2_SP,negative,104,0,0.37143808603286743,0.0,0.005571571290493012,0.0,0.0
3,7,B35_H2S,HEATER2_output_T_SP,positive,74,51,0.37143808603286743,0.0005132245132699609,0.005571571290493012,10.856011640976146,0.005571571290493012
3,7,B35_H2S,HEATER2_output_T_SP,negative,40,5,0.37143808603286743,0.0001043716911226511,0.005571571290493012,50.0,0.005218584556132555
3,7,B35_SO2,HEATER2_output_T_SP,positive,60,36,0.37143808603286743,0.0017492439365014434,0.005571571290493012,3.1851311153528266,0.005571571290493012
3,7,B35_SO2,HEATER2_output_T_SP,negative,36,6,0.37143808603286743,0.0006548409000970423,0.005571571290493012,8.508282377700214,0.005571571290493012
3,8,B35_H2S,air2_SP,positive,6,6,0.3149771988391876,0.0006203953525982797,0.004724657982587814,7.615559921267075,0.004724657982587814
3,8,B35_H2S,air2_SP,negative,96,0,0.3149771988391876,0.0,0.004724657982587814,0.0,0.0
3,8,B35_H2S,HEATER2_output_T_SP,positive,78,64,0.3149771988391876,0.0004660896665882319,0.004724657982587814,10.136800537055942,0.004724657982587814
3,8,B35_H2S,HEATER2_output_T_SP,negative,38,2,0.3149771988391876,4.483240263652988e-05,0.004724657982587814,50.0,0.002241620131826494
3,8,B35_SO2,HEATER2_output_T_SP,positive,64,33,0.3149771988391876,0.0013239233521744609,0.004724657982587814,3.56867939131662,0.004724657982587814
3,8,B35_SO2,HEATER2_output_T_SP,negative,32,5,0.3149771988391876,0.0006828348850831389,0.004724657982587814,6.919180735782942,0.004724657982587814
3,9,B35_H2S,air2_SP,positive,6,6,0.34360507130622864,0.0006264295079745352,0.00515407606959343,8.227703203602832,0.00515407606959343
3,9,B35_H2S,air2_SP,negative,104,3,0.34360507130622864,1.0405964530946221e-05,0.00515407606959343,50.0,0.0005202982265473111
3,9,B35_H2S,HEATER2_output_T_SP,positive,90,60,0.34360507130622864,0.0004956932389177382,0.00515407606959343,10.397713071185876,0.00515407606959343
3,9,B35_H2S,HEATER2_output_T_SP,negative,28,3,0.34360507130622864,8.582723239669576e-05,0.00515407606959343,50.0,0.004291361619834788
3,9,B35_SO2,HEATER2_output_T_SP,positive,70,48,0.34360507130622864,0.001962143462151289,0.00515407606959343,2.6267580169405726,0.00515407606959343
3,9,B35_SO2,HEATER2_output_T_SP,negative,22,7,0.34360507130622864,0.0011861113598570228,0.00515407606959343,4.3453559623733105,0.005154076069593429
3,10,B35_H2S,air2_SP,positive,10,10,0.2991902232170105,0.0004694414383266121,0.004487853348255157,9.55998551012608,0.004487853348255157
3,10,B35_H2S,air2_SP,negative,88,1,0.2991902232170105,4.70047234557569e-06,0.004487853348255157,50.0,0.0002350236172787845
3,10,B35_H2S,HEATER2_output_T_SP,positive,78,48,0.2991902232170105,0.0004296707338653505,0.004487853348255157,10.444866253472952,0.004487853348255157
3,10,B35_H2S,HEATER2_output_T_SP,negative,38,0,0.2991902232170105,0.0,0.004487853348255157,0.0,0.0
3,10,B35_SO2,HEATER2_output_T_SP,positive,62,48,0.2991902232170105,0.0020189837086945772,0.004487853348255157,2.222827915316309,0.004487853348255157
3,10,B35_SO2,HEATER2_output_T_SP,negative,32,5,0.2991902232170105,0.00047435201122425497,0.004487853348255157,9.46101891013903,0.004487853348255157
4,1,B35_H2S,air2_SP,positive,12,9,0.2819623649120331,0.0002444378624204546,0.004229435473680496,17.302701929235067,0.004229435473680496
4,1,B35_H2S,air2_SP,negative,90,2,0.2819623649120331,7.730430297669955e-06,0.004229435473680496,50.0,0.00038652151488349773
4,1,B35_H2S,HEATER2_output_T_SP,positive,68,56,0.2819623649120331,0.000501061964314431,0.004229435473680496,8.440942986896532,0.004229435473680496
4,1,B35_H2S,HEATER2_output_T_SP,negative,46,4,0.2819623649120331,6.456273695221171e-05,0.004229435473680496,50.0,0.0032281368476105854
4,1,B35_SO2,HEATER2_output_T_SP,positive,50,28,0.2819623649120331,0.001431869575753808,0.004229435473680496,2.953785418238186,0.004229435473680496
4,1,B35_SO2,HEATER2_output_T_SP,negative,36,5,0.2819623649120331,0.0006480528973042965,0.004229435473680496,6.52637383657054,0.004229435473680496
4,2,B35_H2S,air2_SP,positive,16,15,0.28114670515060425,0.0004110818263143301,0.004217200577259063,10.25878622528649,0.004217200577259063
4,2,B35_H2S,air2_SP,negative,92,6,0.28114670515060425,2.0178162230877206e-05,0.004217200577259063,50.0,0.0010089081115438603
4,2,B35_H2S,HEATER2_output_T_SP,positive,78,56,0.28114670515060425,0.00042355633922852576,0.004217200577259063,9.956646109795829,0.004217200577259063
4,2,B35_H2S,HEATER2_output_T_SP,negative,44,2,0.28114670515060425,2.396050149400253e-05,0.004217200577259063,50.0,0.0011980250747001264
4,2,B35_SO2,HEATER2_output_T_SP,positive,60,33,0.28114670515060425,0.0014505673898383975,0.004217200577259063,2.907276564192503,0.004217200577259063
4,2,B35_SO2,HEATER2_output_T_SP,negative,42,11,0.28114670515060425,0.0010796089190989733,0.004217200577259063,3.9062298418011228,0.004217200577259063
4,3,B35_H2S,air2_SP,positive,14,14,0.2500075101852417,0.00041318140574730933,0.0037501126527786253,9.07618929752152,0.0037501126527786253
4,3,B35_H2S,air2_SP,negative,100,3,0.2500075101852417,8.71898009791039e-06,0.0037501126527786253,50.0,0.00043594900489551947
4,3,B35_H2S,HEATER2_output_T_SP,positive,80,52,0.2500075101852417,0.0004949106369167566,0.0037501126527786253,7.577353107909438,0.0037501126527786253
4,3,B35_H2S,HEATER2_output_T_SP,negative,38,1,0.2500075101852417,1.6817146388348192e-05,0.0037501126527786253,50.0,0.0008408573194174096
4,3,B35_SO2,HEATER2_output_T_SP,positive,64,44,0.2500075101852417,0.0021019461564719677,0.0037501126527786253,1.7841145175064992,0.003750112652778625
