epoch,kci_percent
1,75.42026351658338
2,72.32987832356918
3,74.48933272809805
4,75.090661831369
5,82.30425055928411
6,85.57993730407524
7,86.03139013452915
8,87.84208165096456
9,87.60217983651226
10,89.42264321154714
11,92.33363309352518
12,92.67182521620391
13,94.02222222222221
14,94.66128308658591
15,94.12684234033051
16,94.20289855072464
17,95.06696428571428
18,95.41573033707866
19,95.30201342281879
20,95.69772625947391
21,95.94348222424794
22,96.80995475113122
23,96.49840836743975
24,96.22725255215269
25,95.44032185963344
26,96.23704371338441
27,97.23119520073836
28,96.43347050754458
29,97.00680272108843
30,96.89189189189189
31,97.77262180974478
32,97.4496644295302
33,98.02336028751122
34,98.4290843806104
35,98.237686398554
36,98.48963029756538
37,97.96189632255205
38,97.89143113503813
39,97.89592760180994
40,98.02602063705697
41,97.84849843119677
42,97.85486079415791
43,97.9054054054054
44,98.11449341208541
45,98.27509951348961
46,98.30776173285199
47,97.85486079415791
48,98.4126984126984
49,98.26166514181153
50,98.27044025157232
51,98.3371298405467
52,98.09928443649373
53,98.51638618246236
54,98.00088849400267
55,98.56164383561644
56,98.559670781893
57,98.43962008141112
58,98.66071428571429
59,98.48894903022102
60,98.5688323489323
61,98.80952380952381
62,98.46708746618576
63,98.3058403923317
64,98.40592725639874
65,98.2102401449932
66,98.34080717488789
67,98.67831541218638
68,98.32123411978222
69,98.60186418109188
70,98.29157175398633
71,98.95136099955377
72,98.50746268656717
73,98.4786557674841
74,98.69428185502026
75,98.3661593554163
76,98.38416021847975
77,98.19881440948473
78,98.78268710550046
79,98.47942754919498
80,98.92889699179581
81,98.97367246764837
82,98.61928474422815
83,98.57904085257549
84,98.57270294380018
85,98.76957494407159
86,98.7248322147651
87,98.6745886654479
88,98.75804967801288
89,98.84301270417423
90,98.37488869100623
91,99.0
92,98.67475292003593
93,98.66757000903343
94,98.65107913669064
95,98.5107421875
96,98.8206497552292
97,98.46962083142986
98,99.22839506172839
99,98.88838475499092
100,98.89490302210194
101,98.94429469901168
102,98.99103139013454
103,98.8329519450801
104,98.96629213483146
105,98.93953068592057
106,98.94948591864103
107,99.06818181818183
