epoch,train_loss,val_loss
1,0.8378317813078563,0.6400410532951355
2,0.6682252685228983,0.56611567735672
3,0.6062342365582783,0.5372934192419052
4,0.5758829236030578,0.5168550759553909
5,0.544719456632932,0.49755772948265076
6,0.5142866094907125,0.47633183002471924
7,0.490388290087382,0.4538623094558716
8,0.46749078631401064,0.42779675126075745
9,0.4339712013800939,0.4018947184085846
10,0.40413784682750703,0.3736083507537842
11,0.37517273823420205,0.34571145474910736
12,0.34664205412069954,0.3172943741083145
13,0.32161592344443,0.29255998134613037
14,0.29963454604148865,0.27090518176555634
15,0.28510740101337434,0.25150883942842484
16,0.2675975213448207,0.23617146909236908
17,0.256505308051904,0.2233211249113083
18,0.24324501057465872,0.21197554469108582
19,0.22992791682481767,0.2010876014828682
20,0.2211112394928932,0.19114778190851212
21,0.21150088359912236,0.18266236037015915
22,0.20296469032764436,0.17635749280452728
23,0.19621165295441945,0.17168350517749786
24,0.18710434784491856,0.16565371304750443
25,0.18435048113266628,0.16209543496370316
26,0.17783071597417197,0.15784817188978195
27,0.17118684748808544,0.15359626710414886
28,0.16904522329568863,0.14836885780096054
29,0.1634417588512103,0.1469067633152008
30,0.1617463707923889,0.14425884187221527
31,0.1558122416337331,0.143078975379467
32,0.15340207169453304,0.14010445028543472
33,0.15042111823956172,0.14161096513271332
34,0.1471615473429362,0.13703888654708862
35,0.14403653492530186,0.13419563323259354
36,0.1416604235768318,0.1359018087387085
37,0.13981510003407796,0.1322217434644699
38,0.1370510498682658,0.12997232377529144
39,0.1356690602997939,0.13170703500509262
40,0.1325594189266364,0.12830836325883865
41,0.1299273560444514,0.12518078833818436
42,0.1296496552725633,0.12408631667494774
43,0.1282043218612671,0.12391560152173042
44,0.12398481865723927,0.12542492151260376
45,0.12146234487493833,0.1254337877035141
46,0.11945530995726586,0.11840305849909782
47,0.11754820172985395,0.11991126835346222
48,0.11602697372436524,0.11811894923448563
49,0.11426501348614693,0.1173858605325222
50,0.11208960339426995,0.11620506644248962
51,0.10979188258449236,0.11158019676804543
52,0.10938793271780015,0.10991250723600388
53,0.10681976477305094,0.11203319579362869
54,0.104482951015234,0.11057263240218163
55,0.10357971265912055,0.10624199733138084
56,0.09980008974671364,0.1008450984954834
57,0.09821167836586635,0.10290558263659477
58,0.09726405218243599,0.09713592380285263
59,0.09519940167665482,0.09869156405329704
60,0.09329480081796646,0.09369473531842232
61,0.09283967489997545,0.09588434547185898
62,0.09062093074123065,0.09273021668195724
63,0.0893191196024418,0.091728825122118
64,0.08701900392770767,0.08615530282258987
65,0.08638453061381976,0.08733809739351273
66,0.085256327688694,0.08482466638088226
67,0.08425169785817464,0.08466530218720436
68,0.0830970731874307,0.08706873655319214
69,0.0816247100631396,0.0835220068693161
70,0.08113690589865048,0.08011197671294212
71,0.07930184851090114,0.08138275146484375
72,0.07855020860830943,0.07956079766154289
73,0.07746702308456103,0.0806044451892376
74,0.07607240962485472,0.07786498591303825
75,0.07599071537454923,0.07441387698054314
76,0.07463139221072197,0.07785247638821602
77,0.07354751527309418,0.07854592427611351
78,0.07263158609469732,0.07766935229301453
79,0.07151637946565946,0.07329412549734116
80,0.0709654413163662,0.07451170682907104
81,0.07084133923053741,0.0742657482624054
82,0.06964208806554477,0.07039093226194382
83,0.0686898568024238,0.06922345235943794
84,0.06835420404871305,0.07164249569177628
85,0.06664185573657354,0.07053283229470253
86,0.06672631974021594,0.07397399842739105
87,0.06568114136656125,0.07079606130719185
88,0.06496246084570885,0.06998105347156525
89,0.06469600660105547,0.07119546458125114
90,0.06375098278125127,0.0675547830760479
91,0.06302997569243113,0.06674337759613991
92,0.06249633617699146,0.06804193183779716
93,0.062929089119037,0.06840289384126663
94,0.061401358867685,0.06789287179708481
